W,x,Q2,g1/F1,dg1/F1(stat),dg1/F1(sys)
1.105,0.5063,0.348,-0.0195,0.1264,0.0989
1.115,0.4905,0.348,-0.0126,0.1096,0.0687
1.125,0.4755,0.348,-0.166,0.11,0.0711
1.135,0.4612,0.348,-0.0682,0.0974,0.0412
1.145,0.4477,0.348,0.1402,0.0872,0.0525
1.155,0.4348,0.348,-0.0267,0.081,0.0205
1.165,0.4226,0.348,-0.0861,0.0742,0.0211
1.175,0.4109,0.348,-0.1778,0.0649,0.0375
1.185,0.3998,0.348,-0.1231,0.0612,0.027
1.195,0.3891,0.348,-0.2861,0.0573,0.0608
1.205,0.379,0.348,-0.2429,0.0528,0.0501
1.215,0.3692,0.348,-0.226,0.0516,0.0459
1.225,0.3599,0.348,-0.2092,0.0499,0.0417
1.235,0.351,0.348,-0.2726,0.051,0.0552
1.245,0.3424,0.348,-0.2031,0.0519,0.0411
1.255,0.3342,0.348,-0.216,0.0537,0.0457
1.265,0.3263,0.348,-0.0974,0.0568,0.0207
1.275,0.3187,0.348,-0.1428,0.0606,0.0312
1.285,0.3114,0.348,-0.1592,0.0625,0.0337
1.295,0.3044,0.348,-0.1523,0.065,0.0332
1.305,0.2976,0.348,-0.0445,0.066,0.0155
1.315,0.2911,0.348,-0.0971,0.0682,0.0227
1.325,0.2848,0.348,-0.0066,0.0701,0.018
1.335,0.2787,0.348,-0.018,0.0735,0.0181
1.345,0.2729,0.348,0.0501,0.0744,0.0206
1.355,0.2672,0.348,0.0698,0.0753,0.0219
1.365,0.2618,0.348,0.0247,0.0745,0.0172
1.375,0.2565,0.348,0.1504,0.0738,0.0314
1.385,0.2514,0.348,0.2031,0.074,0.0369
1.395,0.2464,0.348,-0.0182,0.073,0.0154
1.405,0.2416,0.348,0.278,0.0735,0.0449
1.415,0.237,0.348,-0.0172,0.072,0.0145
1.425,0.2325,0.348,0.1229,0.0699,0.0227
1.435,0.2281,0.348,0.1641,0.0697,0.0292
1.445,0.2239,0.348,0.0223,0.066,0.0178
1.455,0.2198,0.348,0.0627,0.066,0.0185
1.465,0.2158,0.348,0.0777,0.0644,0.0174
1.475,0.2119,0.348,0.17,0.0626,0.0259
1.485,0.2082,0.348,0.0866,0.0598,0.0161
1.495,0.2045,0.348,0.0982,0.0606,0.0168
1.505,0.201,0.348,0.1654,0.0575,0.0215
1.515,0.1976,0.348,0.1545,0.0545,0.0183
1.525,0.1942,0.348,0.1809,0.0558,0.0209
1.535,0.1909,0.348,0.0636,0.0569,0.0149
1.545,0.1878,0.348,0.0267,0.0641,0.0163
1.555,0.1847,0.348,0.1982,0.0625,0.027
1.565,0.1817,0.348,0.1793,0.0643,0.0256
1.575,0.1787,0.348,0.1907,0.0641,0.0261
1.585,0.1759,0.348,0.0345,0.0667,0.0166
1.595,0.1731,0.348,0.1373,0.0663,0.023
1.605,0.1704,0.348,0.1375,0.0647,0.0229
1.615,0.1678,0.348,0.1626,0.0664,0.0249
1.625,0.1652,0.348,0.0128,0.0635,0.0167
1.635,0.1627,0.348,0.2278,0.0632,0.0281
1.645,0.1602,0.348,-0.0213,0.067,0.0155
1.655,0.1578,0.348,0.1277,0.063,0.0209
1.665,0.1555,0.348,0.1115,0.0658,0.0203
1.085,0.5847,0.416,0.0132,0.1518,0.2602
1.095,0.5673,0.416,0.0605,0.1318,0.1026
1.105,0.5508,0.416,-0.2077,0.1246,0.1375
1.115,0.535,0.416,0.0475,0.1078,0.0549
1.125,0.5201,0.416,0.0312,0.1042,0.0446
1.135,0.5058,0.416,-0.0476,0.0977,0.0387
1.145,0.4921,0.416,-0.1254,0.0896,0.0315
1.155,0.4791,0.416,-0.068,0.0809,0.0224
1.165,0.4666,0.416,-0.1526,0.0691,0.0288
1.175,0.4547,0.416,-0.2454,0.0632,0.0458
1.185,0.4433,0.416,-0.0956,0.0576,0.0203
1.195,0.4323,0.416,-0.102,0.0547,0.0201
1.205,0.4218,0.416,-0.2021,0.0514,0.0369
1.215,0.4117,0.416,-0.1812,0.0494,0.0329
1.225,0.402,0.416,-0.1724,0.0489,0.0315
1.235,0.3926,0.416,-0.2393,0.0497,0.0427
1.245,0.3837,0.416,-0.287,0.0499,0.0518
1.255,0.375,0.416,-0.249,0.0542,0.0461
1.265,0.3667,0.416,-0.1734,0.0517,0.0314
1.275,0.3587,0.416,-0.1873,0.0561,0.0348
1.285,0.3509,0.416,-0.0806,0.0593,0.0179
1.295,0.3434,0.416,-0.0939,0.0618,0.0198
1.305,0.3362,0.416,-0.0725,0.0645,0.0186
1.315,0.3292,0.416,0.004,0.0665,0.0158
1.325,0.3225,0.416,-0.0506,0.0669,0.0198
1.335,0.316,0.416,-0.0139,0.0687,0.019
1.345,0.3097,0.416,0.0137,0.0703,0.0184
1.355,0.3036,0.416,0.1466,0.0724,0.0301
1.365,0.2977,0.416,-0.0638,0.0711,0.0194
1.375,0.2919,0.416,0.1388,0.0732,0.0285
1.385,0.2864,0.416,0.0618,0.0729,0.0191
1.395,0.281,0.416,0.0425,0.071,0.0176
1.405,0.2758,0.416,0.0688,0.0716,0.0214
1.415,0.2707,0.416,0.2223,0.0739,0.0348
1.425,0.2658,0.416,0.0507,0.078,0.0171
1.435,0.2611,0.416,0.1504,0.0734,0.0278
1.445,0.2564,0.416,0.1508,0.072,0.0274
1.455,0.2519,0.416,0.0623,0.0694,0.0192
1.465,0.2475,0.416,0.1434,0.0676,0.0243
1.475,0.2433,0.416,0.2367,0.0643,0.0325
1.485,0.2391,0.416,0.148,0.0671,0.0234
1.495,0.2351,0.416,0.2136,0.0649,0.0278
1.505,0.2312,0.416,0.193,0.0623,0.0243
1.515,0.2274,0.416,0.1501,0.0628,0.0206
1.525,0.2237,0.416,0.2056,0.0635,0.0248
1.535,0.22,0.416,0.0236,0.0638,0.0146
1.545,0.2165,0.416,0.3168,0.0639,0.0364
1.555,0.2131,0.416,0.0485,0.0651,0.0183
1.565,0.2097,0.416,0.2841,0.0675,0.0351
1.575,0.2065,0.416,0.0982,0.0678,0.0205
1.585,0.2033,0.416,0.0554,0.0699,0.019
1.595,0.2002,0.416,0.0342,0.0671,0.0187
1.605,0.1971,0.416,0.3399,0.0701,0.04
1.615,0.1942,0.416,0.2071,0.0723,0.0289
1.625,0.1913,0.416,0.1023,0.0733,0.0219
1.085,0.6267,0.496,-0.149,0.1738,0.3656
1.095,0.6099,0.496,-0.222,0.1549,0.1934
1.105,0.5938,0.496,-0.204,0.1394,0.1178
1.115,0.5784,0.496,-0.1042,0.1228,0.0637
1.125,0.5637,0.496,0.2586,0.1157,0.0689
1.135,0.5496,0.496,0.0217,0.1012,0.0313
1.145,0.536,0.496,-0.0874,0.0936,0.0231
1.155,0.523,0.496,-0.0554,0.0828,0.0149
1.165,0.5105,0.496,-0.1672,0.076,0.0273
1.175,0.4985,0.496,-0.1828,0.0697,0.0304
1.185,0.487,0.496,-0.2356,0.0612,0.0387
1.195,0.4759,0.496,-0.0899,0.058,0.0162
1.205,0.4652,0.496,-0.1964,0.056,0.0307
1.215,0.4548,0.496,-0.1256,0.054,0.0197
1.225,0.4449,0.496,-0.1182,0.0526,0.0183
1.235,0.4353,0.496,-0.1279,0.0511,0.0196
1.245,0.426,0.496,-0.0599,0.0538,0.0122
1.255,0.4171,0.496,-0.2404,0.0564,0.038
1.265,0.4084,0.496,-0.219,0.059,0.0356
1.275,0.4,0.496,-0.1633,0.0601,0.0274
1.285,0.3919,0.496,-0.1257,0.0634,0.0226
1.295,0.3841,0.496,-0.2352,0.0649,0.0387
1.305,0.3765,0.496,-0.1777,0.0692,0.0307
1.315,0.3692,0.496,-0.1918,0.0709,0.0329
1.325,0.3621,0.496,-0.0045,0.0718,0.0185
1.335,0.3552,0.496,0.0839,0.0727,0.024
1.345,0.3485,0.496,0.0571,0.0798,0.0218
1.355,0.342,0.496,0.1317,0.0778,0.0278
1.365,0.3357,0.496,0.0045,0.0781,0.0197
1.375,0.3296,0.496,-0.0546,0.0761,0.0205
1.385,0.3237,0.496,0.1948,0.0758,0.0312
1.395,0.3179,0.496,0.0203,0.0795,0.0189
1.405,0.3123,0.496,-0.0306,0.0816,0.0187
1.415,0.3068,0.496,-0.0636,0.078,0.0194
1.425,0.3015,0.496,0.1679,0.0802,0.0275
1.435,0.2964,0.496,0.0423,0.079,0.0189
1.445,0.2914,0.496,0.1779,0.0788,0.0284
1.455,0.2865,0.496,0.1236,0.0742,0.0235
1.465,0.2817,0.496,0.145,0.078,0.0253
1.475,0.2771,0.496,0.221,0.0751,0.032
1.485,0.2726,0.496,0.1678,0.0701,0.027
1.495,0.2682,0.496,0.1423,0.07,0.0244
1.505,0.2639,0.496,0.1819,0.0661,0.0255
1.515,0.2598,0.496,0.1221,0.0661,0.0208
1.525,0.2557,0.496,0.118,0.0684,0.0198
1.535,0.2517,0.496,0.3119,0.0704,0.0349
1.545,0.2478,0.496,0.2488,0.0746,0.0309
1.555,0.2441,0.496,0.2021,0.0776,0.0279
1.565,0.2404,0.496,0.193,0.0794,0.0273
1.575,0.2368,0.496,0.1846,0.0878,0.0274
1.585,0.2332,0.496,0.0765,0.091,0.0216
1.595,0.2298,0.496,0.2448,0.1061,0.0317
1.085,0.667,0.592,0.0319,0.1838,0.1784
1.095,0.651,0.592,0.1417,0.15,0.0694
1.105,0.6357,0.592,-0.1782,0.1396,0.1002
1.115,0.6209,0.592,-0.0699,0.1358,0.0552
1.125,0.6066,0.592,-0.0592,0.1177,0.038
1.135,0.5929,0.592,-0.0159,0.1135,0.0277
1.145,0.5797,0.592,0.0171,0.1038,0.0239
1.155,0.5669,0.592,-0.0425,0.0831,0.0139
1.165,0.5546,0.592,-0.0441,0.0851,0.0136
1.175,0.5427,0.592,-0.1423,0.0735,0.0215
1.185,0.5312,0.592,-0.1809,0.0657,0.0264
1.195,0.5201,0.592,-0.0823,0.0608,0.0143
1.205,0.5093,0.592,-0.1993,0.0583,0.0269
1.215,0.4989,0.592,-0.1973,0.0551,0.0258
1.225,0.4889,0.592,-0.2184,0.0567,0.0286
1.235,0.4792,0.592,-0.2078,0.0585,0.0277
1.245,0.4697,0.592,-0.0353,0.0564,0.0108
1.255,0.4606,0.592,-0.232,0.0584,0.0312
1.265,0.4517,0.592,-0.265,0.0609,0.0369
1.275,0.4431,0.592,-0.1878,0.0632,0.0277
1.285,0.4348,0.592,-0.0119,0.0658,0.0145
1.295,0.4267,0.592,-0.0225,0.0697,0.015
1.305,0.4189,0.592,-0.0369,0.0731,0.0165
1.315,0.4113,0.592,-0.1547,0.0755,0.0264
1.325,0.4038,0.592,-0.0233,0.0775,0.019
1.335,0.3966,0.592,0.002,0.0819,0.02
1.345,0.3897,0.592,-0.1308,0.0834,0.0265
1.355,0.3828,0.592,-0.0364,0.08,0.0219
1.365,0.3762,0.592,0.1291,0.0794,0.0271
1.375,0.3698,0.592,0.0141,0.0821,0.0223
1.385,0.3635,0.592,0.1021,0.0876,0.0252
1.395,0.3574,0.592,0.039,0.089,0.0224
1.405,0.3515,0.592,0.1648,0.0805,0.0284
1.415,0.3457,0.592,0.0583,0.0833,0.0226
1.425,0.3401,0.592,0.0808,0.0927,0.0237
1.435,0.3346,0.592,0.0349,0.0911,0.0217
1.445,0.3292,0.592,0.0279,0.091,0.0215
1.455,0.324,0.592,0.4476,0.0927,0.0555
1.465,0.3189,0.592,0.1506,0.0951,0.0277
1.475,0.3139,0.592,0.3088,0.1024,0.0423
1.485,0.3091,0.592,0.1994,0.1106,0.0333
1.495,0.3043,0.592,0.2742,0.1115,0.0374
