Q2,X,W,Theta,Eb,nu,G1.mes,G1.mes.err,G2.mes,G2.mes.err,G1F1.mes,G1F1.mes.err,G2F1.mes,G2F1.mes.err,sigma_LT.mes,sigma_LT.mes.err,sigma_TT.mes,sigma_TT.mes.err,Experiment
NaN,0.0686,1.2126,NaN,2.135,0.3376,-0.3876,0.0436,0.4174,0.0795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0664,1.22,NaN,2.135,0.347,-0.3896,0.0421,0.5056,0.0787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0642,1.2277,NaN,2.135,0.357,-0.3359,0.0409,0.4104,0.0806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0621,1.2354,NaN,2.135,0.367,-0.3889,0.0423,0.2668,0.0824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0601,1.2431,NaN,2.135,0.377,-0.3799,0.0423,0.3963,0.1531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0582,1.2508,NaN,2.135,0.3871,-0.3374,0.0409,0.3544,0.0897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0564,1.2583,NaN,2.135,0.3971,-0.2827,0.0391,0.1916,0.0907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0547,1.2658,NaN,2.135,0.407,-0.3196,0.0401,0.3503,0.095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0531,1.2733,NaN,2.135,0.417,-0.2446,0.0386,0.3537,0.0988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0515,1.2808,NaN,2.135,0.427,-0.2361,0.0386,0.158,0.1007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0501,1.2882,NaN,2.135,0.437,-0.1213,0.0374,0.3513,0.1056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0486,1.2955,NaN,2.135,0.447,-0.225,0.0395,0.2035,0.1095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0474,1.3022,NaN,2.135,0.4561,-0.1362,0.0459,0.4581,0.1331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0459,1.3104,NaN,2.135,0.4675,-0.0821,0.0489,0.1385,0.1744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0448,1.3174,NaN,2.135,0.4771,-0.1055,0.0342,0.2174,0.1479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0436,1.3245,NaN,2.135,0.487,-0.1366,0.0339,-0.0533,0.1499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0425,1.3317,NaN,2.135,0.497,-0.0882,0.0337,0.2398,0.1545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0414,1.3388,NaN,2.135,0.5071,-0.1081,0.0346,0.077,0.1595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0403,1.3459,NaN,2.135,0.517,-0.118,0.0379,-0.1723,0.1646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0393,1.3529,NaN,2.135,0.527,-0.1315,0.035,0.0016,0.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0383,1.36,NaN,2.135,0.537,-0.0701,0.0355,-0.112,0.1746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0374,1.3669,NaN,2.135,0.547,-0.0259,0.0351,0.0896,0.1819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0365,1.3738,NaN,2.135,0.557,-0.0416,0.0367,-0.0618,0.1887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0356,1.3807,NaN,2.135,0.567,0.0091,0.0361,0.3528,0.1966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0348,1.3876,NaN,2.135,0.577,-0.1014,0.0377,0.0859,0.2058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.034,1.3939,NaN,2.135,0.5862,-0.1338,0.0539,0.2195,0.2774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0332,1.4007,NaN,2.135,0.5962,0.0025,0.1019,0.4374,0.3867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0324,1.408,NaN,2.135,0.6071,-0.0006,0.1097,0.126,0.4369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0317,1.4147,NaN,2.135,0.617,0.0562,0.1121,0.0372,0.4565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.031,1.4214,NaN,2.135,0.627,-0.1496,0.1129,0.1951,0.467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0303,1.4281,NaN,2.135,0.637,-0.0038,0.1137,0.366,0.4819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0296,1.4348,NaN,2.135,0.647,-0.0997,0.1145,0.1746,0.4952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.029,1.4414,NaN,2.135,0.657,0.1232,0.1154,0.799,0.5101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0284,1.448,NaN,2.135,0.667,-0.1047,0.1164,-0.6654,0.5225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0277,1.4545,NaN,2.135,0.677,-0.026,0.1176,1.1853,0.5424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0272,1.461,NaN,2.135,0.687,-0.1735,0.1196,0.2243,0.5559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0266,1.4675,NaN,2.135,0.697,-0.2454,0.1233,0.8569,0.5846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0261,1.4736,NaN,2.135,0.7064,0.0079,0.0874,-0.1686,0.566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0255,1.4804,NaN,2.135,0.717,-0.0774,0.0887,0.4295,0.6346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0249,1.4868,NaN,2.135,0.727,-0.1535,0.0898,1.8804,0.6605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0244,1.4932,NaN,2.135,0.737,0.029,0.0895,-0.182,0.6669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0239,1.4995,NaN,2.135,0.747,-0.1823,0.0916,0.0788,0.6909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0234,1.5058,NaN,2.135,0.757,-0.0493,0.0907,-0.5356,0.7011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.023,1.5122,NaN,2.135,0.767,-0.0445,0.0913,-0.5459,0.7187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0225,1.5184,NaN,2.135,0.777,-0.1942,0.093,-0.1552,0.7407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0221,1.5247,NaN,2.135,0.787,-0.0919,0.0932,-0.2019,0.7554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0216,1.5309,NaN,2.135,0.797,0.1253,0.0933,-0.335,0.7687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0212,1.5371,NaN,2.135,0.807,-0.2712,0.1136,-0.9853,0.8255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0208,1.5433,NaN,2.135,0.8171,-0.039,0.1111,1.5678,1.0258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0204,1.5494,NaN,2.135,0.827,-0.0527,0.1079,0.1118,1.0239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.02,1.5555,NaN,2.135,0.837,-0.1777,0.1143,0.7306,1.0513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0196,1.5616,NaN,2.135,0.847,0.01,0.1087,0.0213,1.0667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0192,1.5677,NaN,2.135,0.857,-0.1446,0.11,-0.2543,1.0972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0188,1.5738,NaN,2.135,0.867,-0.2283,0.1102,0.6096,1.1151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0185,1.5798,NaN,2.135,0.877,-0.0093,0.11,0.1154,1.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0181,1.5858,NaN,2.135,0.8871,-0.1077,0.1112,-2.2087,1.1732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0178,1.5917,NaN,2.135,0.8968,-0.0621,0.1121,1.1129,1.1937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0175,1.5975,NaN,2.135,0.9066,-0.1409,0.0988,1.4921,1.1571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0171,1.6037,NaN,2.135,0.9171,-0.1466,0.1013,-0.6432,1.2491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0168,1.6096,NaN,2.135,0.927,0.0263,0.0999,0.4946,1.2573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0165,1.6155,NaN,2.135,0.937,-0.1258,0.1016,0.3366,1.2971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0162,1.6213,NaN,2.135,0.947,-0.2064,0.1027,1.5511,1.328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0159,1.6272,NaN,2.135,0.957,-0.1797,0.1022,-0.8135,1.3481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0156,1.633,NaN,2.135,0.967,-0.0774,0.1037,2.657,1.3982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0153,1.6388,NaN,2.135,0.977,-0.1216,0.1024,0.4056,1.3967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.015,1.6447,NaN,2.135,0.9872,-0.2899,0.1073,0.0637,1.4208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0147,1.6507,NaN,2.135,0.9976,-0.3024,0.1162,-1.325,1.2496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0144,1.6561,NaN,2.135,1.007,-0.3788,0.109,-0.0508,1.1844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0142,1.6619,NaN,2.135,1.0171,-0.1233,0.1082,0.1768,1.2132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0139,1.6676,NaN,2.135,1.027,-0.1126,0.1084,-1.9051,1.2423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0136,1.6733,NaN,2.135,1.037,-0.2947,0.11,-0.0397,1.2533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0134,1.679,NaN,2.135,1.0471,0.0049,0.1093,-1.9994,1.2924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0131,1.6846,NaN,2.135,1.057,-0.1515,0.1108,1.0592,1.3206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0129,1.6902,NaN,2.135,1.0669,-0.1344,0.1104,0.7061,1.3418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0127,1.6956,NaN,2.135,1.0766,-0.3054,0.1725,-0.0762,1.6291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0124,1.7015,NaN,2.135,1.087,-0.0048,0.1652,0.6366,2.1358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0122,1.707,NaN,2.135,1.0971,-0.1202,0.1643,3.597,2.1628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.012,1.7125,NaN,2.135,1.107,0.2464,0.1656,-3.3627,2.2051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0117,1.7181,NaN,2.135,1.117,-0.0758,0.1676,-2.0063,2.2746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0115,1.7236,NaN,2.135,1.127,-0.2268,0.1668,-1.5234,2.2941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0113,1.7291,NaN,2.135,1.137,-0.1947,0.1666,-1.6476,2.3301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0111,1.7346,NaN,2.135,1.147,-0.2819,0.1686,-3.4779,2.3912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0109,1.7398,NaN,2.135,1.1565,-0.1154,0.1952,-0.4701,2.0459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0107,1.7455,NaN,2.135,1.167,0.2069,0.1944,-2.625,2.7499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0105,1.751,NaN,2.135,1.177,-0.4062,0.1992,-2.481,2.7734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0103,1.7564,NaN,2.135,1.187,-0.3695,0.198,1.5519,2.8722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0101,1.7618,NaN,2.135,1.1971,-0.6184,0.1995,2.4419,2.9123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0099,1.7672,NaN,2.135,1.207,-0.1537,0.2021,-1.8775,3.0336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0097,1.7736,NaN,2.135,1.219,-0.3261,0.1673,-0.4933,2.5453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0096,1.7769,NaN,2.135,1.2251,0.0714,0.2017,-1.4468,3.3412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0094,1.7823,NaN,2.135,1.2352,-0.5616,0.2036,-0.1982,3.3766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0092,1.7877,NaN,2.135,1.2454,0.011,0.2031,1.4122,3.4594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.009,1.793,NaN,2.135,1.2554,-0.0976,0.204,0.0055,3.5472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0089,1.7983,NaN,2.135,1.2654,-0.1551,0.2022,4.8367,3.5577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0087,1.8036,NaN,2.135,1.2754,-0.3328,0.2029,2.1826,3.6158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0085,1.8089,NaN,2.135,1.2855,-0.5184,0.2054,-4.5383,3.7105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0083,1.8141,NaN,2.135,1.2954,-0.1154,0.2029,6.8053,3.7789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0082,1.8194,NaN,2.135,1.3055,-0.2256,0.2096,1.7428,3.934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.008,1.8245,NaN,2.135,1.3153,-0.2863,0.2248,-0.498,4.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0079,1.8298,NaN,2.135,1.3255,-0.2289,0.246,-0.307,4.3177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0077,1.8351,NaN,2.135,1.3357,-0.2324,0.2488,-0.3397,4.4404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0076,1.8402,NaN,2.135,1.3456,-0.2358,0.2515,-0.3737,4.5631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0074,1.8454,NaN,2.135,1.3557,-0.2393,0.2543,-0.4095,4.692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0073,1.8506,NaN,2.135,1.3658,-0.2428,0.257,-0.4469,4.8248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0071,1.8557,NaN,2.135,1.3757,-0.2463,0.2598,-0.4859,4.9589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.007,1.8609,NaN,2.135,1.3859,-0.2499,0.2626,-0.5271,5.1013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0068,1.866,NaN,2.135,1.3959,-0.2535,0.2655,-0.5699,5.2452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0067,1.8711,NaN,2.135,1.4059,-0.2571,0.2683,-0.6147,5.3937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0065,1.8762,NaN,2.135,1.416,-0.2607,0.2712,-0.6617,5.5485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0064,1.8813,NaN,2.135,1.4261,-0.2644,0.2741,-0.7109,5.7082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0063,1.8862,NaN,2.135,1.4358,-0.0021,0.2909,0.5478,6.1637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0061,1.8914,NaN,2.135,1.4461,-0.4845,0.2803,13.381,5.9915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.006,1.8964,NaN,2.135,1.4561,-0.2568,0.2775,0.2313,6.0214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0059,1.9015,NaN,2.135,1.4663,-0.1687,0.2813,-3.0061,6.1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0057,1.9065,NaN,2.135,1.4763,-0.3311,0.2812,-0.6263,6.2945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0056,1.9115,NaN,2.135,1.4863,-0.2845,0.2804,-9.0432,6.4428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0055,1.9165,NaN,2.135,1.4964,-0.7198,0.2796,-5.6131,6.4562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0054,1.9214,NaN,2.135,1.5063,-0.4289,0.2841,4.675,6.7194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0053,1.9264,NaN,2.135,1.5164,-0.1349,0.2844,-7.4731,6.8916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0051,1.9314,NaN,2.135,1.5266,-0.6626,0.2906,4.5992,7.1189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.005,1.9363,NaN,2.135,1.5365,-0.2763,0.3084,3.8824,7.868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0049,1.9412,NaN,2.135,1.5465,-0.3105,0.3104,-1.5126,8.0878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0048,1.9461,NaN,2.135,1.5565,-0.3145,0.3136,-1.6014,8.3344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0047,1.951,NaN,2.135,1.5666,-0.3186,0.3168,-1.695,8.5932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0046,1.9559,NaN,2.135,1.5767,-0.3227,0.32,-1.7933,8.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0044,1.9608,NaN,2.135,1.5868,-0.3268,0.3233,-1.8963,9.1415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0043,1.9656,NaN,2.135,1.5967,-0.3309,0.3265,-2.0032,9.4263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0042,1.9705,NaN,2.135,1.6068,-0.3351,0.3298,-2.1166,9.7286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0041,1.9753,NaN,2.135,1.6168,-0.3392,0.3331,-2.2352,10.0402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.004,1.9801,NaN,2.135,1.6268,-0.3434,0.3365,-2.3596,10.3653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0039,1.9851,NaN,2.135,1.6372,-0.3412,0.416,-3.5127,11.3211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0038,1.9898,NaN,2.135,1.647,-0.1066,0.4037,-30.583,11.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0037,1.9946,NaN,2.135,1.6571,-0.3394,0.401,-0.5193,11.3945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0036,1.9993,NaN,2.135,1.667,0.4139,0.4019,8.0034,11.6828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0035,2.0041,NaN,2.135,1.6771,-0.713,0.5035,7.3181,11.9512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0034,2.0089,NaN,2.135,1.6872,-0.5152,0.401,7.168,12.2623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0033,2.0136,NaN,2.135,1.6972,-0.5283,0.4046,-1.7993,12.662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0032,2.0183,NaN,2.135,1.7071,-0.619,0.4098,-5.688,13.1394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0031,2.023,NaN,2.135,1.7171,-0.3258,0.3731,-13.445,13.9728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.003,2.0278,NaN,2.135,1.7274,-0.7235,0.4014,12.9,10.9581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0029,2.0325,NaN,2.135,1.7374,-0.032,0.3941,-6.2845,11.075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0029,2.0372,NaN,2.135,1.7475,0.0045,0.3987,2.0139,11.5203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0028,2.0419,NaN,2.135,1.7575,-0.3093,0.395,-18.281,11.7373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0027,2.0465,NaN,2.135,1.7674,-0.7079,0.4055,-15.299,12.1901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0026,2.0512,NaN,2.135,1.7776,-0.7831,0.4007,-4.8567,12.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0025,2.0558,NaN,2.135,1.7875,0.0544,0.3989,19.23,13.0039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0024,2.0601,NaN,2.135,1.7968,-1.3866,0.4086,-9.2578,15.1295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0023,2.0651,NaN,2.135,1.8077,-0.3682,0.412,-29.163,19.5581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0022,2.0697,NaN,2.135,1.8177,0.324,0.5227,-27.195,19.1908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0022,2.0743,NaN,2.135,1.8277,0.2656,0.5299,-15.007,20.0529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0021,2.0789,NaN,2.135,1.8378,-0.4923,0.5353,-9.708,20.9956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.002,2.0835,NaN,2.135,1.8478,-0.3987,0.5331,0.6211,21.6428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0019,2.088,NaN,2.135,1.8577,0.7673,0.5365,-27.692,22.6293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0018,2.0926,NaN,2.135,1.8678,-0.9254,0.5373,-17.66,23.3934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0018,2.0963,NaN,2.135,1.876,-0.8796,0.6873,22.752,31.0059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2684,1.056,NaN,2.845,0.171,-0.0044,0.0352,0.0009,0.0231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2525,1.065,NaN,2.845,0.1811,0.0406,0.036,-0.0119,0.0251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2384,1.074,NaN,2.845,0.1911,0.0057,0.037,0.0508,0.0272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2258,1.0827,NaN,2.845,0.201,-0.0154,0.0382,0.0248,0.0298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2143,1.0915,NaN,2.845,0.211,0.0071,0.0398,0.087,0.033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2039,1.1002,NaN,2.845,0.2209,-0.0531,0.0412,0.0541,0.0354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1943,1.1089,NaN,2.845,0.231,-0.0867,0.0442,0.0455,0.0397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1856,1.1174,NaN,2.845,0.2409,0.051,0.0467,0.0839,0.0446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1775,1.1259,NaN,2.845,0.2509,-0.0728,0.0502,0.1288,0.0491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1696,1.1348,NaN,2.845,0.2615,-0.0828,0.0287,0.0501,0.0422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.163,1.1428,NaN,2.845,0.271,-0.1003,0.0284,0.0888,0.0433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
