Q2,X,W,Theta,Eb,nu,G1.mes,G1.mes.err,G2.mes,G2.mes.err,G1F1.mes,G1F1.mes.err,G2F1.mes,G2F1.mes.err,sigma_LT.mes,sigma_LT.mes.err,sigma_TT.mes,sigma_TT.mes.err,Experiment
NaN,0.2563,1.0964,NaN,2.234,0.2306,-0.0091,0.0496,0.0403,0.0379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2444,1.1052,NaN,2.234,0.2407,0.0011,0.0165,0.0551,0.0135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2335,1.1139,NaN,2.234,0.2506,-0.0201,0.0174,0.043,0.0145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2234,1.1225,NaN,2.234,0.2606,-0.0012,0.0182,0.0121,0.0156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2141,1.1311,NaN,2.234,0.2706,0.0014,0.0191,0.088,0.0179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2054,1.1396,NaN,2.234,0.2806,-0.0132,0.0196,0.0707,0.0183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1974,1.148,NaN,2.234,0.2905,-0.0137,0.0204,0.1276,0.0207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1898,1.1564,NaN,2.234,0.3006,-0.0697,0.0225,0.1656,0.0236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1827,1.1648,NaN,2.234,0.3106,-0.1151,0.0246,0.1257,0.0248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1761,1.173,NaN,2.234,0.3206,-0.1045,0.0258,0.1445,0.0273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1699,1.1812,NaN,2.234,0.3306,-0.1316,0.0281,0.2002,0.0309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1641,1.1893,NaN,2.234,0.3405,-0.1867,0.0309,0.2519,0.0344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1586,1.1974,NaN,2.234,0.3505,-0.2106,0.0332,0.2964,0.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1533,1.2055,NaN,2.234,0.3606,-0.2685,0.0364,0.3296,0.0413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1479,1.2143,NaN,2.234,0.3716,-0.3093,0.0372,0.2834,0.0664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1393,1.2294,NaN,2.234,0.3906,-0.2596,0.0378,0.3167,0.0564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.135,1.2372,NaN,2.234,0.4007,-0.2745,0.038,0.3677,0.0587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.131,1.245,NaN,2.234,0.4106,-0.2509,0.0366,0.2626,0.0575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1272,1.2527,NaN,2.234,0.4206,-0.2451,0.036,0.2071,0.0577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1236,1.2604,NaN,2.234,0.4306,-0.1256,0.0328,0.1646,0.0583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1201,1.268,NaN,2.234,0.4406,-0.1778,0.0344,0.3701,0.0635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1168,1.2756,NaN,2.234,0.4506,-0.1614,0.0351,0.2587,0.0625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1136,1.2832,NaN,2.234,0.4606,-0.0482,0.0317,0.0858,0.0615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1106,1.2907,NaN,2.234,0.4706,-0.0675,0.0323,0.353,0.0671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1076,1.2982,NaN,2.234,0.4806,-0.1384,0.0335,0.155,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1048,1.3056,NaN,2.234,0.4906,0.0516,0.0322,0.2078,0.0683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1022,1.3129,NaN,2.234,0.5006,-0.0952,0.0331,0.1426,0.0696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1,1.3192,NaN,2.234,0.5091,-0.0968,0.0415,0.2913,0.0897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0971,1.3276,NaN,2.234,0.5206,-0.0468,0.1198,0.1276,0.2235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0945,1.3355,NaN,2.234,0.5315,-0.0639,0.0401,-0.1114,0.0983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0924,1.3421,NaN,2.234,0.5406,-0.0335,0.036,0.0726,0.0898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0902,1.3492,NaN,2.234,0.5506,0.0194,0.0358,0.0825,0.0916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0881,1.3564,NaN,2.234,0.5606,-0.0498,0.0358,0.1838,0.0938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.086,1.3635,NaN,2.234,0.5706,-0.0723,0.0369,0.2017,0.0961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.084,1.3705,NaN,2.234,0.5806,-0.0385,0.0361,0.228,0.0991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0821,1.3775,NaN,2.234,0.5906,-0.0081,0.0362,0.3303,0.1052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0802,1.3845,NaN,2.234,0.6006,-0.0714,0.037,0.1878,0.1047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0784,1.3915,NaN,2.234,0.6106,-0.0489,0.0373,-0.0256,0.1077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0767,1.3984,NaN,2.234,0.6206,-0.0357,0.0379,0.086,0.112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.075,1.4053,NaN,2.234,0.6306,-0.1136,0.039,0.0715,0.1157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0734,1.4121,NaN,2.234,0.6405,-0.079,0.0408,0.161,0.1248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0702,1.4259,NaN,2.234,0.6608,-0.1731,0.0647,0.2508,0.2271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0688,1.4326,NaN,2.234,0.6706,-0.126,0.0629,0.2263,0.2263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0673,1.4393,NaN,2.234,0.6806,-0.0477,0.063,0.4195,0.2339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0659,1.446,NaN,2.234,0.6906,-0.0079,0.0633,0.3631,0.2391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0646,1.4527,NaN,2.234,0.7006,-0.1421,0.0653,0.2634,0.2471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0633,1.4593,NaN,2.234,0.7106,-0.0559,0.0705,-0.0661,0.2537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.062,1.4659,NaN,2.234,0.7206,-0.0338,0.0662,0.35,0.2625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0607,1.4724,NaN,2.234,0.7306,-0.0738,0.0684,0.0703,0.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0595,1.479,NaN,2.234,0.7406,-0.0735,0.0677,0.0987,0.2775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0583,1.4855,NaN,2.234,0.7506,-0.1498,0.0709,-0.0744,0.2932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0572,1.4919,NaN,2.234,0.7605,-0.0496,0.0728,0.1797,0.3104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.056,1.4989,NaN,2.234,0.7713,-0.1507,0.0873,0.2003,0.3784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0549,1.5049,NaN,2.234,0.7806,0.0305,0.0795,0.1454,0.3523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0539,1.5113,NaN,2.234,0.7906,-0.1881,0.0798,0.1416,0.3555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0528,1.5177,NaN,2.234,0.8006,-0.1004,0.0805,0.2832,0.3688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0518,1.524,NaN,2.234,0.8106,-0.0407,0.08,0.2862,0.3735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0508,1.5304,NaN,2.234,0.8207,-0.231,0.0818,-0.4022,0.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0499,1.5367,NaN,2.234,0.8306,-0.0646,0.0807,0.6243,0.3907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0489,1.5429,NaN,2.234,0.8406,-0.0137,0.082,0.1116,0.4016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.048,1.5491,NaN,2.234,0.8505,-0.0952,0.0841,0.3162,0.4178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0471,1.5554,NaN,2.234,0.8606,-0.1522,0.0843,0.6298,0.4253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0463,1.561,NaN,2.234,0.8696,-0.2097,0.1165,0.5905,0.5749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0453,1.5678,NaN,2.234,0.8807,-0.0944,0.0853,-0.0938,0.4137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0445,1.5739,NaN,2.234,0.8906,0.0602,0.0835,0.9193,0.4176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0437,1.58,NaN,2.234,0.9006,0.0006,0.0836,-0.187,0.4196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0429,1.5862,NaN,2.234,0.9106,-0.1155,0.0852,0.0124,0.4325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0421,1.5923,NaN,2.234,0.9207,0.147,0.0852,-1.0042,0.4401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0413,1.5982,NaN,2.234,0.9306,-0.0979,0.085,0.4245,0.4456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0406,1.6043,NaN,2.234,0.9406,-0.1079,0.0862,0.4366,0.4578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0398,1.6103,NaN,2.234,0.9505,-0.0504,0.0863,0.1878,0.4672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0391,1.6163,NaN,2.234,0.9605,-0.0775,0.0876,0.9156,0.4846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0385,1.6218,NaN,2.234,0.9698,-0.097,0.1208,-0.8915,0.6571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0377,1.6282,NaN,2.234,0.9807,-0.0441,0.091,0.6844,0.4811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.037,1.6342,NaN,2.234,0.9907,0.047,0.0894,0.5028,0.4791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0364,1.6401,NaN,2.234,1.0006,-0.2035,0.091,0.3634,0.4862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0357,1.6459,NaN,2.234,1.0106,-0.0814,0.0911,1.2878,0.5073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0351,1.6517,NaN,2.234,1.0205,-0.1271,0.0899,0.7984,0.502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0345,1.6576,NaN,2.234,1.0306,-0.3866,0.094,-0.3891,0.5157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0338,1.6635,NaN,2.234,1.0406,-0.1141,0.0925,-0.1292,0.5315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0332,1.6692,NaN,2.234,1.0506,-0.1816,0.0934,-0.3365,0.5431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0327,1.6741,NaN,2.234,1.059,-0.199,0.1191,-0.5987,0.6903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.032,1.6811,NaN,2.234,1.0712,-0.1077,0.1014,0.0409,0.6292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0315,1.6865,NaN,2.234,1.0807,-0.1911,0.0949,-1.1302,0.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0309,1.6922,NaN,2.234,1.0906,-0.0237,0.0944,-0.3472,0.6048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0304,1.6979,NaN,2.234,1.1006,-0.0929,0.0944,0.8727,0.6143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0298,1.7036,NaN,2.234,1.1106,-0.2231,0.0955,0.3199,0.6224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0293,1.7092,NaN,2.234,1.1206,-0.1237,0.0949,0.3432,0.6331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0288,1.7149,NaN,2.234,1.1306,-0.2814,0.0977,0.6078,0.6536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0283,1.7205,NaN,2.234,1.1406,0.046,0.0955,0.7238,0.6601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0279,1.725,NaN,2.234,1.1486,-0.1603,0.1804,-0.9017,1.2056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0273,1.7318,NaN,2.234,1.1607,-0.1677,0.1025,0.4879,0.7536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0268,1.7373,NaN,2.234,1.1706,-0.2528,0.1026,0.4681,0.7622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0263,1.7428,NaN,2.234,1.1806,-0.1117,0.1004,0.5241,0.7656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0259,1.7484,NaN,2.234,1.1907,0.0445,0.0997,-0.4141,0.774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0254,1.7539,NaN,2.234,1.2006,-0.2744,0.2017,-0.9444,0.7939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0249,1.7594,NaN,2.234,1.2105,-0.0926,0.0998,-0.3035,0.7977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0245,1.7648,NaN,2.234,1.2205,-0.1469,0.1023,-0.2636,0.8242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0241,1.7698,NaN,2.234,1.2296,-0.0724,0.1348,0.0692,1.0907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0236,1.7758,NaN,2.234,1.2407,-0.045,0.1554,1.9618,1.2787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0232,1.7812,NaN,2.234,1.2507,-0.2781,0.1585,1.9155,1.3098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0228,1.7867,NaN,2.234,1.2607,-0.2446,0.1573,-0.1562,1.3153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0224,1.792,NaN,2.234,1.2705,-0.005,0.1563,-0.1628,1.336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.022,1.7974,NaN,2.234,1.2806,-0.2069,0.1578,4.1839,1.3874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0215,1.8033,NaN,2.234,1.2916,-0.4721,0.1492,1.3323,1.2873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.088,1.5794,NaN,4.209,0.943,-0.0307,0.0818,-0.1768,0.3488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0868,1.5854,NaN,4.209,0.953,0.0419,0.0802,-0.0915,0.3463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0856,1.5915,NaN,4.209,0.963,-0.0124,0.0805,0.1164,0.3521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0845,1.5975,NaN,4.209,0.973,0.1298,0.0812,0.3462,0.3584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0834,1.6035,NaN,4.209,0.983,0.0019,0.0818,0.3282,0.3666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0823,1.6095,NaN,4.209,0.993,-0.0811,0.0828,0.3708,0.3746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0812,1.6155,NaN,4.209,1.003,-0.2247,0.0834,0.9011,0.3798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0801,1.6214,NaN,4.209,1.013,-0.037,0.0844,0.1129,0.3915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0791,1.6273,NaN,4.209,1.023,-0.0704,0.0839,0.5966,0.3947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0781,1.6332,NaN,4.209,1.033,0.0059,0.0848,-0.1452,0.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0771,1.6391,NaN,4.209,1.0429,0.02,0.085,0.0924,0.408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0761,1.645,NaN,4.209,1.0531,0.0449,0.0843,0.1276,0.4089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0752,1.6508,NaN,4.209,1.063,-0.0498,0.0859,-0.352,0.4214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0742,1.6566,NaN,4.209,1.073,-0.155,0.226,-0.266,0.4255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0733,1.6624,NaN,4.209,1.083,-0.1714,0.0867,0.4684,0.4327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0724,1.6682,NaN,4.209,1.0931,-0.0893,0.087,-0.0072,0.4397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0715,1.674,NaN,4.209,1.103,-0.0943,0.0876,-0.1448,0.4481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0706,1.6797,NaN,4.209,1.113,-0.0607,0.0892,0.9962,0.4654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0698,1.6854,NaN,4.209,1.1229,0.2586,0.0898,0.1412,0.4652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.069,1.6911,NaN,4.209,1.133,-0.2891,0.0914,1.0315,0.4792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0681,1.6968,NaN,4.209,1.143,-0.1376,0.0917,0.2426,0.4871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0673,1.7024,NaN,4.209,1.153,-0.1307,0.0929,-0.3085,0.502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0664,1.709,NaN,4.209,1.1647,-0.1161,0.0637,0.388,0.3565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0657,1.7137,NaN,4.209,1.173,-0.1463,0.0477,0.1968,0.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.065,1.7193,NaN,4.209,1.183,-0.1571,0.0483,0.2031,0.2714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0643,1.724,NaN,4.209,1.1913,-0.1435,0.0643,0.0982,0.3732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0635,1.7305,NaN,4.209,1.203,-0.2387,0.0957,0.1893,0.5594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0627,1.736,NaN,4.209,1.213,-0.3557,0.0941,-0.0462,0.5574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.062,1.7416,NaN,4.209,1.223,-0.2084,0.0925,-0.2847,0.5622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0613,1.7471,NaN,4.209,1.233,-0.1999,0.0943,-0.0389,0.5762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0606,1.7526,NaN,4.209,1.243,-0.139,0.0928,0.1903,0.5763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0599,1.7581,NaN,4.209,1.253,-0.2285,0.0946,0.358,0.5892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0592,1.7635,NaN,4.209,1.263,-0.0786,0.0936,-0.1099,0.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0586,1.769,NaN,4.209,1.273,-0.2366,0.0951,0.5458,0.6045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0579,1.7744,NaN,4.209,1.283,-0.2927,0.0973,0.0152,0.6214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0573,1.7799,NaN,4.209,1.2931,-0.2574,0.1021,0.6161,0.6178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0566,1.7852,NaN,4.209,1.303,-0.2841,0.0976,0.7865,0.6319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.056,1.7906,NaN,4.209,1.313,-0.4048,0.0984,-0.536,0.6339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0554,1.796,NaN,4.209,1.323,-0.1481,0.0966,-0.2488,0.6507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0548,1.8013,NaN,4.209,1.333,-0.3306,0.0971,1.0074,0.6516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0542,1.8067,NaN,4.209,1.343,-0.2349,0.0976,0.6551,0.6641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0536,1.812,NaN,4.209,1.353,-0.1984,0.0985,-0.4316,0.6737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.053,1.8173,NaN,4.209,1.363,-0.3119,0.0992,1.0358,0.6867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0525,1.8225,NaN,4.209,1.373,-0.3608,0.1008,0.1245,0.6965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0519,1.8278,NaN,4.209,1.383,-0.4012,0.1009,0.6168,0.7043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0513,1.833,NaN,4.209,1.3929,-0.0007,0.1009,0.1478,0.7302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0508,1.8387,NaN,4.209,1.4037,-0.2639,0.0644,0.389,0.4473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0503,1.8435,NaN,4.209,1.413,-0.2392,0.0598,0.3366,0.419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0497,1.8488,NaN,4.209,1.4231,-0.3339,0.1177,0.3257,0.8907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0492,1.854,NaN,4.209,1.433,-0.1455,0.1158,1.1264,0.8956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0487,1.8591,NaN,4.209,1.443,-0.2199,0.1152,0.351,0.8931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0482,1.8643,NaN,4.209,1.453,-0.5032,0.1192,2.0991,0.9155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0477,1.8694,NaN,4.209,1.4629,-0.21,0.1161,-1.0326,0.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0472,1.8746,NaN,4.209,1.473,-0.2424,0.1174,0.7673,0.9356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0467,1.8798,NaN,4.209,1.4831,-0.1248,0.1167,2.2632,0.9489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0462,1.8848,NaN,4.209,1.493,-0.2021,0.1182,-1.6099,0.9646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0457,1.8899,NaN,4.209,1.503,-0.0461,0.1182,0.9023,0.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0453,1.895,NaN,4.209,1.513,-0.3265,0.1192,2.2202,0.9832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0448,1.9001,NaN,4.209,1.523,-0.1276,0.1187,-0.2311,0.9921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0443,1.9051,NaN,4.209,1.533,-0.1641,0.1195,0.3937,1.0057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0439,1.9102,NaN,4.209,1.543,-0.3377,0.1215,0.6918,1.0247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
