W,x,Q2,g1,dg1(stat),dg1(sys)
2.605,0.1461,1.01,-0.0117,0.3742,0.0491
2.615,0.145,1.01,0.8725,0.3736,0.1039
2.625,0.1439,1.01,0.6046,0.3717,0.0823
2.635,0.1428,1.01,-0.0057,0.3682,0.0427
2.645,0.1418,1.01,0.68,0.3759,0.096
2.655,0.1407,1.01,0.5687,0.3792,0.0743
2.665,0.1397,1.01,-0.4037,0.3849,0.047
2.675,0.1387,1.01,-0.0655,0.3843,0.0348
2.685,0.1376,1.01,0.3628,0.387,0.0584
2.695,0.1366,1.01,0.279,0.3931,0.062
1.085,0.8024,1.2,0.025,0.099,0.025
1.095,0.7909,1.2,0.0917,0.0998,0.0253
1.105,0.7796,1.2,0.2722,0.1068,0.0468
1.115,0.7685,1.2,0.3594,0.1131,0.0849
1.125,0.7576,1.2,-0.1725,0.1207,0.0207
1.135,0.747,1.2,-0.0342,0.1308,0.0087
1.145,0.7365,1.2,-0.154,0.1374,0.0206
1.155,0.7263,1.2,0.4536,0.1481,0.1021
1.165,0.7162,1.2,-0.1413,0.1587,0.0172
1.175,0.7063,1.2,0.0361,0.1676,0.0108
1.185,0.6967,1.2,-0.0199,0.1806,0.0017
1.195,0.6872,1.2,-0.2989,0.1865,0.0478
1.205,0.6778,1.2,-0.1373,0.1914,0.0184
1.215,0.6687,1.2,0.1539,0.1955,0.0289
1.225,0.6597,1.2,0.206,0.1948,0.0396
1.235,0.6509,1.2,-0.0055,0.1959,0.0137
1.245,0.6423,1.2,-0.0853,0.1932,0.0112
1.255,0.6338,1.2,-0.0282,0.1908,0.0043
1.265,0.6255,1.2,-0.0414,0.1884,0.0048
1.275,0.6173,1.2,0.1957,0.1849,0.0306
1.285,0.6093,1.2,0.4229,0.1836,0.0566
1.295,0.6014,1.2,0.0667,0.1802,0.0181
1.305,0.5937,1.2,-0.0359,0.181,0.0099
1.315,0.5861,1.2,0.0522,0.1802,0.011
1.325,0.5786,1.2,-0.2439,0.1792,0.0329
1.335,0.5713,1.2,0.0929,0.1806,0.0153
1.345,0.5641,1.2,0.1262,0.1837,0.0231
1.355,0.557,1.2,0.1253,0.1844,0.0206
1.365,0.5501,1.2,0.0051,0.1856,0.0197
1.375,0.5433,1.2,-0.0188,0.1893,0.0317
1.385,0.5366,1.2,-0.1615,0.1904,0.0209
1.395,0.53,1.2,0.1914,0.1923,0.039
1.405,0.5235,1.2,-0.0109,0.1941,0.01
1.415,0.5171,1.2,0.1584,0.1966,0.019
1.425,0.5109,1.2,-0.182,0.199,0.0342
1.435,0.5047,1.2,0.201,0.2027,0.0256
1.445,0.4987,1.2,-0.3531,0.203,0.0418
1.455,0.4928,1.2,-0.3605,0.2103,0.0439
1.465,0.4869,1.2,0.7759,0.2192,0.097
1.475,0.4812,1.2,0.1232,0.233,0.0228
1.485,0.4755,1.2,-0.1871,0.2454,0.0388
1.495,0.47,1.2,0.3429,0.2502,0.0666
1.505,0.4645,1.2,-0.3557,0.244,0.0616
1.515,0.4592,1.2,0.4296,0.238,0.0575
1.525,0.4539,1.2,0.3376,0.2335,0.0465
1.535,0.4487,1.2,0.0107,0.2312,0.0103
1.545,0.4436,1.2,0.4972,0.2286,0.0619
1.555,0.4385,1.2,0.1063,0.2271,0.0234
1.565,0.4336,1.2,0.0104,0.2277,0.0281
1.575,0.4287,1.2,0.2401,0.2262,0.0316
1.585,0.424,1.2,0.0188,0.2276,0.0098
1.595,0.4192,1.2,0.2026,0.23,0.0448
1.605,0.4146,1.2,0.2071,0.2321,0.0342
1.615,0.41,1.2,-0.0042,0.2364,0.0232
1.625,0.4056,1.2,0.3977,0.2411,0.0568
1.635,0.4011,1.2,0.2138,0.2449,0.0259
1.645,0.3968,1.2,-0.1508,0.2514,0.0297
1.655,0.3925,1.2,0.0687,0.2575,0.0171
1.665,0.3883,1.2,0.2365,0.2629,0.0369
1.675,0.3841,1.2,0.0111,0.2705,0.0434
1.685,0.38,1.2,-0.0983,0.2769,0.0925
1.695,0.376,1.2,0.4361,0.2826,0.0668
1.705,0.3721,1.2,0.2537,0.2821,0.0408
1.715,0.3682,1.2,0.1997,0.2791,0.0258
1.725,0.3643,1.2,-0.08,0.276,0.0159
1.735,0.3605,1.2,0.236,0.2739,0.0343
1.745,0.3568,1.2,0.1491,0.271,0.0224
1.755,0.3531,1.2,0.1121,0.2684,0.0176
1.765,0.3495,1.2,0.1758,0.2695,0.0327
1.775,0.3459,1.2,0.579,0.2678,0.0809
1.785,0.3424,1.2,0.378,0.2651,0.0496
1.795,0.339,1.2,0.1034,0.2654,0.0268
1.805,0.3355,1.2,-0.066,0.2649,0.0118
1.815,0.3322,1.2,0.4017,0.2671,0.0565
1.825,0.3289,1.2,0.4565,0.2682,0.0523
1.835,0.3256,1.2,-0.4877,0.266,0.06
1.845,0.3224,1.2,0.3895,0.2671,0.0883
1.855,0.3192,1.2,0.1497,0.2704,0.0223
1.865,0.3161,1.2,0.1724,0.2722,0.0234
1.875,0.313,1.2,0.0992,0.2744,0.0403
1.885,0.31,1.2,-0.1464,0.2735,0.0426
1.895,0.307,1.2,-0.3644,0.2726,0.05
1.905,0.304,1.2,-0.3512,0.2758,0.0399
1.915,0.3011,1.2,0.6323,0.2751,0.0806
1.925,0.2982,1.2,-0.2155,0.2744,0.0235
1.935,0.2954,1.2,0.0336,0.2756,0.0171
1.945,0.2926,1.2,-0.2771,0.2749,0.058
1.955,0.2898,1.2,0.7694,0.2773,0.0958
1.965,0.2871,1.2,0.2687,0.278,0.0386
1.975,0.2844,1.2,0.0369,0.2795,0.0262
1.985,0.2818,1.2,0.22,0.2816,0.0314
1.995,0.2792,1.2,0.2821,0.2854,0.0347
2.005,0.2766,1.2,0.1766,0.2874,0.0285
2.015,0.2741,1.2,0.3054,0.2896,0.0373
2.025,0.2716,1.2,0.7078,0.291,0.0768
2.035,0.2691,1.2,0.295,0.2947,0.0349
2.045,0.2666,1.2,0.0044,0.2938,0.0551
2.055,0.2642,1.2,0.1183,0.2962,0.0198
2.065,0.2619,1.2,0.2044,0.2948,0.0262
2.075,0.2595,1.2,0.3341,0.2956,0.0444
2.085,0.2572,1.2,0.0574,0.2953,0.0418
2.095,0.2549,1.2,0.3829,0.2962,0.0528
2.105,0.2527,1.2,0.4529,0.2995,0.0556
2.115,0.2504,1.2,0.1626,0.3029,0.0255
2.125,0.2482,1.2,0.0255,0.3029,0.016
2.135,0.2461,1.2,0.097,0.3044,0.0277
2.145,0.2439,1.2,-0.1013,0.3051,0.0189
2.155,0.2418,1.2,-0.2335,0.3092,0.0341
2.165,0.2397,1.2,0.8062,0.3097,0.0931
2.175,0.2377,1.2,-0.5828,0.3126,0.0684
2.185,0.2356,1.2,0.0502,0.3167,0.0177
2.195,0.2336,1.2,0.1331,0.3247,0.02
2.205,0.2316,1.2,-1.0047,0.3336,0.1104
2.215,0.2297,1.2,0.5784,0.3423,0.0701
2.225,0.2278,1.2,0.5706,0.35,0.0644
2.235,0.2258,1.2,0.7071,0.3526,0.0819
2.245,0.224,1.2,0.5418,0.353,0.0638
2.255,0.2221,1.2,-0.4438,0.3502,0.065
2.265,0.2202,1.2,0.0092,0.3498,0.0886
2.275,0.2184,1.2,0.6939,0.3488,0.0957
2.285,0.2166,1.2,0.2631,0.3464,0.0574
2.295,0.2149,1.2,0.4831,0.3395,0.0647
2.305,0.2131,1.2,-0.1983,0.3379,0.0275
2.315,0.2114,1.2,0.2137,0.3378,0.0272
2.325,0.2096,1.2,0.7288,0.3386,0.0806
2.335,0.208,1.2,-0.1942,0.3375,0.0288
2.345,0.2063,1.2,-0.1394,0.3383,0.019
2.355,0.2046,1.2,0.2034,0.3384,0.0303
2.365,0.203,1.2,0.1697,0.3377,0.0265
2.375,0.2014,1.2,0.3649,0.3371,0.0433
2.385,0.1998,1.2,-0.0257,0.337,0.0143
2.395,0.1982,1.2,0.0176,0.3383,0.0148
2.405,0.1966,1.2,-0.3492,0.3352,0.0487
2.415,0.1951,1.2,-0.0129,0.3307,0.0288
2.425,0.1936,1.2,-0.1167,0.3269,0.0247
2.435,0.1921,1.2,-0.29,0.3267,0.0325
2.445,0.1906,1.2,0.16,0.3246,0.0333
2.455,0.1891,1.2,0.7879,0.3269,0.1157
2.465,0.1877,1.2,-0.2792,0.3248,0.0326
2.475,0.1862,1.2,0.39,0.3288,0.0571
2.485,0.1848,1.2,-0.3203,0.3305,0.0445
2.495,0.1834,1.2,0.5947,0.3354,0.0727
2.505,0.182,1.2,0.231,0.3373,0.0369
2.515,0.1806,1.2,0.4814,0.3406,0.0669
2.525,0.1793,1.2,-0.0704,0.3424,0.0261
2.535,0.1779,1.2,0.1171,0.345,0.0269
2.545,0.1766,1.2,0.3335,0.3448,0.0439
2.555,0.1753,1.2,-0.1159,0.3454,0.0204
2.565,0.174,1.2,0.2932,0.3485,0.0437
2.575,0.1727,1.2,-0.0411,0.3525,0.0225
2.585,0.1714,1.2,0.2495,0.3549,0.0324
2.595,0.1702,1.2,-0.0519,0.3529,0.0465
2.605,0.1689,1.2,0.284,0.3571,0.0401
2.615,0.1677,1.2,0.2608,0.3612,0.0538
2.625,0.1665,1.2,0.3852,0.3649,0.0504
2.635,0.1653,1.2,0.138,0.3666,0.0234
2.645,0.1641,1.2,0.1976,0.3683,0.0334
2.655,0.1629,1.2,-0.2721,0.3695,0.0371
2.665,0.1617,1.2,0.2652,0.3723,0.0438
2.675,0.1606,1.2,0.2067,0.3721,0.0531
2.685,0.1594,1.2,-0.049,0.3715,0.0197
2.695,0.1583,1.2,0.0074,0.3704,0.0651
1.085,0.8297,1.44,-0.1115,0.0611,0.0202
1.095,0.8194,1.44,-0.0159,0.0644,0.0112
1.105,0.8093,1.44,-0.1083,0.068,0.0126
1.115,0.7993,1.44,-0.0532,0.0714,0.0099
1.125,0.7895,1.44,-0.0846,0.0768,0.0181
1.135,0.7799,1.44,-0.1425,0.083,0.024
1.145,0.7703,1.44,0.0682,0.0894,0.0115
1.155,0.761,1.44,0.1015,0.0969,0.0286
1.165,0.7518,1.44,0.0435,0.1036,0.0174
1.175,0.7427,1.44,0.0696,0.111,0.0265
1.185,0.7338,1.44,0.0136,0.1169,0.0236
1.195,0.725,1.44,-0.0042,0.1222,0.0161
1.205,0.7163,1.44,-0.0817,0.1266,0.0264
1.215,0.7078,1.44,0.0189,0.1282,0.0093
1.225,0.6994,1.44,-0.0338,0.1272,0.0235
1.235,0.6911,1.44,-0.0202,0.1252,0.0193
1.245,0.683,1.44,-0.155,0.1231,0.024
1.255,0.675,1.44,-0.0997,0.1206,0.0281
1.265,0.6671,1.44,0.0424,0.1171,0.0214
1.275,0.6594,1.44,-0.0394,0.1146,0.0152
1.285,0.6517,1.44,0.1477,0.1125,0.0412
1.295,0.6442,1.44,-0.2014,0.1111,0.0256
1.305,0.6368,1.44,-0.2334,0.1109,0.0258
1.315,0.6295,1.44,0.0333,0.11,0.0173
1.325,0.6223,1.44,0.2605,0.1089,0.0421
1.335,0.6153,1.44,-0.0036,0.1097,0.0225
1.345,0.6083,1.44,0.0689,0.1108,0.0127
1.355,0.6014,1.44,0.0518,0.1102,0.0181
1.365,0.5947,1.44,0.2387,0.1121,0.0268
1.375,0.588,1.44,-0.0552,0.1141,0.0259
1.385,0.5815,1.44,0.0156,0.1162,0.0101
1.395,0.575,1.44,-0.1221,0.1174,0.0216
1.405,0.5687,1.44,-0.0291,0.1194,0.0154
1.415,0.5624,1.44,0.2474,0.1213,0.0292
1.425,0.5562,1.44,-0.0008,0.1237,0.0208
1.435,0.5501,1.44,0.1514,0.1258,0.0459
1.445,0.5442,1.44,0.033,0.125,0.0229
1.455,0.5383,1.44,0.3525,0.1283,0.0531
1.465,0.5324,1.44,0.1617,0.133,0.019
1.475,0.5267,1.44,0.1635,0.1414,0.035
1.485,0.5211,1.44,0.1315,0.1487,0.0262
1.495,0.5155,1.44,0.081,0.151,0.0345
1.505,0.51,1.44,0.1398,0.145,0.0359
1.515,0.5046,1.44,0.1655,0.1405,0.0308
1.525,0.4993,1.44,0.3682,0.1377,0.0407
1.535,0.4941,1.44,0.084,0.1347,0.0188
1.545,0.4889,1.44,0.2505,0.1324,0.0425
1.555,0.4838,1.44,0.0189,0.1312,0.019
1.565,0.4788,1.44,0.0618,0.1312,0.0368
1.575,0.4739,1.44,0.0541,0.133,0.018
1.585,0.469,1.44,0.0531,0.132,0.0185
1.595,0.4642,1.44,0.0994,0.1332,0.024
1.605,0.4594,1.44,0.0375,0.1335,0.0237
1.615,0.4548,1.44,0.0704,0.1345,0.0157
1.625,0.4502,1.44,-0.1187,0.1371,0.0214
1.635,0.4456,1.44,-0.0306,0.1376,0.0206
1.645,0.4411,1.44,0.1597,0.1393,0.0289
1.655,0.4367,1.44,0.5053,0.1427,0.056
1.665,0.4324,1.44,0.1606,0.1452,0.0297
1.675,0.4281,1.44,0.3196,0.1503,0.0394
1.685,0.4238,1.44,-0.0216,0.1544,0.0347
1.695,0.4197,1.44,0.4425,0.1571,0.0535
1.705,0.4155,1.44,0.1056,0.157,0.0427
1.715,0.4115,1.44,0.0782,0.1549,0.0192
1.725,0.4075,1.44,0.0814,0.1528,0.0164
1.735,0.4035,1.44,0.3509,0.1511,0.0402
1.745,0.3996,1.44,0.3188,0.1492,0.0386
1.755,0.3958,1.44,0.6758,0.1487,0.0663
1.765,0.392,1.44,0.163,0.1513,0.0473
1.775,0.3883,1.44,0.238,0.1504,0.0379
1.785,0.3846,1.44,0.2504,0.1503,0.0253
1.795,0.3809,1.44,0.2713,0.1508,0.0501
1.805,0.3773,1.44,0.2264,0.1511,0.042
1.815,0.3738,1.44,0.2956,0.153,0.0319
1.825,0.3703,1.44,0.0307,0.1547,0.0203
1.835,0.3668,1.44,0.2068,0.1537,0.0384
1.845,0.3634,1.44,0.0169,0.1544,0.0299
1.855,0.3601,1.44,-0.1333,0.1545,0.0351
1.865,0.3567,1.44,-0.0066,0.1537,0.0177
1.875,0.3535,1.44,0.1258,0.155,0.0504
1.885,0.3502,1.44,0.3656,0.1515,0.0392
1.895,0.347,1.44,0.0474,0.1512,0.0466
1.905,0.3439,1.44,0.1157,0.1522,0.0346
1.915,0.3408,1.44,0.3183,0.1525,0.0485
1.925,0.3377,1.44,0.0533,0.1531,0.0135
1.935,0.3347,1.44,0.0816,0.1529,0.0267
1.945,0.3317,1.44,-0.0921,0.1532,0.0146
1.955,0.3287,1.44,0.1819,0.155,0.035
1.965,0.3258,1.44,0.2536,0.1564,0.0564
1.975,0.3229,1.44,-0.0727,0.1551,0.0406
1.985,0.3201,1.44,-0.0563,0.1569,0.0307
1.995,0.3173,1.44,0.1575,0.158,0.0351
2.005,0.3145,1.44,0.0536,0.1571,0.0442
2.015,0.3118,1.44,0.1354,0.1582,0.0264
2.025,0.3091,1.44,-0.0773,0.1586,0.0368
2.035,0.3064,1.44,0.3664,0.1596,0.0465
2.045,0.3038,1.44,0.0914,0.1607,0.0473
2.055,0.3012,1.44,0.364,0.1597,0.0354
2.065,0.2986,1.44,-0.2486,0.1607,0.0351
2.075,0.2961,1.44,-0.1342,0.1629,0.0189
2.085,0.2935,1.44,0.35,0.1636,0.0615
2.095,0.2911,1.44,0.0496,0.166,0.0213
2.105,0.2886,1.44,0.2734,0.1664,0.034
2.115,0.2862,1.44,0.1428,0.1693,0.0417
2.125,0.2838,1.44,0.2358,0.1721,0.0394
2.135,0.2814,1.44,-0.045,0.174,0.0486
2.145,0.2791,1.44,0.2068,0.1755,0.0674
2.155,0.2768,1.44,0.2806,0.1778,0.0295
2.165,0.2745,1.44,-0.0275,0.1796,0.0514
2.175,0.2723,1.44,0.0813,0.1803,0.0376
2.185,0.27,1.44,0.1202,0.1812,0.0363
2.195,0.2678,1.44,0.2763,0.1816,0.0343
2.205,0.2657,1.44,0.4115,0.181,0.0456
2.215,0.2635,1.44,0.0717,0.1809,0.0402
2.225,0.2614,1.44,0.1764,0.1811,0.0394
2.235,0.2593,1.44,-0.0237,0.1819,0.031
2.245,0.2572,1.44,0.1899,0.181,0.0434
2.255,0.2552,1.44,0.2597,0.1792,0.039
2.265,0.2531,1.44,0.1694,0.1787,0.038
2.275,0.2511,1.44,-0.133,0.1766,0.029
2.285,0.2492,1.44,0.4725,0.1751,0.0453
2.295,0.2472,1.44,0.1545,0.1748,0.027
2.305,0.2453,1.44,0.3577,0.1744,0.0614
2.315,0.2433,1.44,0.4221,0.1751,0.0564
2.325,0.2415,1.44,0.2351,0.1755,0.0649
2.335,0.2396,1.44,0.1099,0.1763,0.0254
2.345,0.2377,1.44,-0.0637,0.1769,0.0324
2.355,0.2359,1.44,0.2099,0.1767,0.0379
2.365,0.2341,1.44,0.0544,0.1761,0.0386
2.375,0.2323,1.44,0.2327,0.1761,0.0572
2.385,0.2305,1.44,0.2184,0.1766,0.0321
2.395,0.2288,1.44,-0.0151,0.176,0.0229
2.405,0.227,1.44,0.0666,0.1766,0.0476
2.415,0.2253,1.44,0.3207,0.1772,0.0564
2.425,0.2236,1.44,0.0142,0.1781,0.0276
2.435,0.222,1.44,0.0566,0.1777,0.0513
2.445,0.2203,1.44,0.0506,0.1762,0.0419
2.455,0.2187,1.44,0.1206,0.1757,0.0241
2.465,0.217,1.44,0.1669,0.1775,0.0314
2.475,0.2154,1.44,-0.0015,0.176,0.0248
2.485,0.2139,1.44,0.4796,0.1745,0.0552
2.495,0.2123,1.44,-0.0177,0.1749,0.0223
2.505,0.2107,1.44,0.0163,0.1742,0.0297
2.515,0.2092,1.44,0.3303,0.1741,0.042
2.525,0.2077,1.44,0.1837,0.1738,0.0339
2.535,0.2062,1.44,-0.0254,0.1731,0.0525
2.545,0.2047,1.44,-0.0024,0.1738,0.0311
2.555,0.2032,1.44,0.1101,0.1737,0.0411
2.565,0.2018,1.44,0.1336,0.1736,0.0325
2.575,0.2003,1.44,-0.3113,0.175,0.0291
2.585,0.1989,1.44,-0.0286,0.1756,0.026
2.595,0.1975,1.44,0.0896,0.1759,0.0265
2.605,0.1961,1.44,0.4211,0.176,0.0455
2.615,0.1947,1.44,0.0829,0.1754,0.0342
2.625,0.1933,1.44,-0.1899,0.1744,0.0382
2.635,0.192,1.44,0.2043,0.1764,0.0301
2.645,0.1906,1.44,0.1874,0.1748,0.0286
2.655,0.1893,1.44,0.1146,0.1744,0.0465
2.665,0.188,1.44,0.2911,0.1741,0.0551
2.675,0.1867,1.44,0.5314,0.1744,0.0686
2.685,0.1854,1.44,0.0202,0.1752,0.0222
2.695,0.1841,1.44,0.432,0.1752,0.0494
1.085,0.8527,1.71,-0.0256,0.0402,0.0066
1.095,0.8435,1.71,0.0197,0.0422,0.0093
1.105,0.8344,1.71,0.053,0.0439,0.0093
1.115,0.8255,1.71,0.0025,0.0473,0.0091
1.125,0.8167,1.71,-0.0756,0.0512,0.0131
1.135,0.8079,1.71,-0.0638,0.0556,0.0148
1.145,0.7993,1.71,-0.008,0.0605,0.0067
1.155,0.7908,1.71,-0.0808,0.0654,0.0136
1.165,0.7824,1.71,-0.0446,0.0709,0.0125
1.175,0.7741,1.71,-0.1261,0.0764,0.0204
1.185,0.766,1.71,-0.1016,0.0808,0.0199
1.195,0.7579,1.71,0.0216,0.0861,0.0236
1.205,0.7499,1.71,0.0318,0.0893,0.0152
1.215,0.742,1.71,-0.0237,0.0902,0.0163
1.225,0.7343,1.71,-0.0469,0.0895,0.0106
1.235,0.7266,1.71,-0.1365,0.0884,0.0293
1.245,0.719,1.71,-0.02,0.0874,0.012
1.255,0.7115,1.71,0.1654,0.0858,0.0191
1.265,0.7041,1.71,-0.0611,0.0827,0.0112
1.275,0.6968,1.71,-0.2683,0.0809,0.0342
1.285,0.6897,1.71,0.0395,0.0806,0.0187
1.295,0.6826,1.71,0.1242,0.0798,0.0203
1.305,0.6755,1.71,0.0856,0.0799,0.0154
1.315,0.6686,1.71,0.1047,0.0803,0.013
1.325,0.6618,1.71,-0.0599,0.0798,0.0225
1.335,0.655,1.71,0.046,0.0807,0.0259
1.345,0.6484,1.71,-0.1728,0.0813,0.0177
1.355,0.6418,1.71,0.1334,0.0822,0.0173
1.365,0.6353,1.71,0.0952,0.0845,0.017
1.375,0.6289,1.71,-0.0566,0.0854,0.0216
1.385,0.6226,1.71,0.0059,0.0867,0.0147
1.395,0.6164,1.71,-0.0237,0.089,0.024
1.405,0.6102,1.71,0.0461,0.0914,0.0137
1.415,0.6041,1.71,0.0573,0.0926,0.0116
1.425,0.5981,1.71,0.2606,0.0955,0.0286
1.435,0.5922,1.71,0.1334,0.0972,0.0177
1.445,0.5864,1.71,-0.0852,0.0982,0.0275
1.455,0.5806,1.71,0.0479,0.1,0.0173
1.465,0.5749,1.71,0.0686,0.1038,0.0194
1.475,0.5693,1.71,0.0545,0.1102,0.021
1.485,0.5637,1.71,0.221,0.117,0.0425
1.495,0.5582,1.71,0.1724,0.1184,0.0304
1.505,0.5528,1.71,0.0032,0.1141,0.0353
1.515,0.5475,1.71,0.1491,0.1119,0.0315
1.525,0.5422,1.71,0.0765,0.1089,0.0176
1.535,0.537,1.71,0.0414,0.1075,0.0181
1.545,0.5318,1.71,0.0088,0.106,0.0324
1.555,0.5268,1.71,0.1173,0.1044,0.0201
1.565,0.5217,1.71,0.1891,0.1054,0.0248
1.575,0.5168,1.71,0.124,0.1063,0.0232
1.585,0.5119,1.71,-0.0246,0.106,0.0272
1.595,0.5071,1.71,0.2587,0.1068,0.0521
1.605,0.5023,1.71,0.1658,0.1067,0.0274
1.615,0.4976,1.71,0.164,0.108,0.018
1.625,0.493,1.71,-0.1404,0.109,0.0298
1.635,0.4884,1.71,0.16,0.1104,0.0225
1.645,0.4838,1.71,0.3245,0.111,0.042
1.655,0.4794,1.71,0.0852,0.1145,0.0181
1.665,0.4749,1.71,0.2553,0.1155,0.0459
1.675,0.4706,1.71,0.1991,0.1201,0.0285
1.685,0.4663,1.71,0.0489,0.1227,0.0237
1.695,0.462,1.71,0.1269,0.1268,0.0229
1.705,0.4578,1.71,0.0875,0.1263,0.0388
1.715,0.4536,1.71,0.1306,0.1247,0.024
1.725,0.4495,1.71,-0.1138,0.123,0.0298
1.735,0.4455,1.71,0.1004,0.1212,0.0178
1.745,0.4415,1.71,0.3316,0.1208,0.0382
1.755,0.4375,1.71,-0.1328,0.1205,0.0211
1.765,0.4336,1.71,0.2545,0.1224,0.0358
1.775,0.4298,1.71,0.1416,0.1225,0.0223
1.785,0.426,1.71,0.2053,0.1221,0.0348
1.795,0.4222,1.71,0.1539,0.1224,0.0302
1.805,0.4185,1.71,0.2785,0.1237,0.0544
1.815,0.4148,1.71,0.1242,0.1255,0.0151
1.825,0.4112,1.71,0.2078,0.1265,0.0357
1.835,0.4076,1.71,0.3441,0.1251,0.0394
1.845,0.404,1.71,0.0676,0.127,0.0159
1.855,0.4005,1.71,0.3914,0.1262,0.0444
1.865,0.3971,1.71,0.126,0.1246,0.0216
1.875,0.3937,1.71,0.2741,0.1246,0.0294
1.885,0.3903,1.71,0.062,0.1223,0.0237
1.895,0.3869,1.71,0.0506,0.1221,0.0261
1.905,0.3836,1.71,0.1557,0.1219,0.0199
1.915,0.3804,1.71,0.061,0.1216,0.0163
1.925,0.3772,1.71,0.061,0.1223,0.0333
1.935,0.374,1.71,0.1282,0.122,0.022
1.945,0.3708,1.71,0.0927,0.1223,0.015
1.955,0.3677,1.71,0.1645,0.1233,0.0285
1.965,0.3646,1.71,0.2948,0.1247,0.0373
1.975,0.3616,1.71,0.3317,0.1241,0.0334
1.985,0.3586,1.71,0.1309,0.125,0.0245
1.995,0.3556,1.71,0.2331,0.1271,0.0272
2.005,0.3527,1.71,0.0782,0.1278,0.05
2.015,0.3498,1.71,0.093,0.1282,0.0185
2.025,0.3469,1.71,-0.0537,0.1288,0.0388
2.035,0.3441,1.71,0.1848,0.1303,0.0284
2.045,0.3413,1.71,0.0779,0.1322,0.0191
2.055,0.3385,1.71,0.3765,0.1337,0.0357
2.065,0.3358,1.71,0.2594,0.1352,0.0309
2.075,0.3331,1.71,0.2593,0.1375,0.035
2.085,0.3304,1.71,0.1885,0.1379,0.0296
2.095,0.3278,1.71,0.4825,0.1398,0.0581
2.105,0.3251,1.71,0.3317,0.1407,0.0451
2.115,0.3226,1.71,-0.0715,0.1425,0.0197
2.125,0.32,1.71,0.1649,0.1425,0.0266
2.135,0.3175,1.71,0.0488,0.1426,0.0327
2.145,0.315,1.71,0.195,0.1428,0.0263
2.155,0.3125,1.71,0.2082,0.1436,0.0305
2.165,0.31,1.71,-0.0682,0.1443,0.0383
2.175,0.3076,1.71,0.0088,0.1448,0.0267
2.185,0.3052,1.71,0.2329,0.1451,0.0363
2.195,0.3029,1.71,0.0721,0.1465,0.0231
2.205,0.3005,1.71,-0.0313,0.1461,0.0315
2.215,0.2982,1.71,0.4291,0.1465,0.0477
2.225,0.2959,1.71,0.4746,0.1468,0.0614
2.235,0.2936,1.71,0.2843,0.1482,0.0473
2.245,0.2914,1.71,0.0541,0.1472,0.0309
2.255,0.2892,1.71,0.3042,0.1466,0.0314
2.265,0.287,1.71,0.1346,0.1466,0.039
2.275,0.2848,1.71,0.2993,0.1454,0.036
2.285,0.2827,1.71,0.1984,0.1447,0.0224
2.295,0.2805,1.71,0.2522,0.145,0.0332
2.305,0.2784,1.71,0.3068,0.145,0.0333
2.315,0.2764,1.71,0.0499,0.1452,0.024
2.325,0.2743,1.71,-0.0838,0.1456,0.0227
2.335,0.2723,1.71,0.2611,0.1465,0.0369
2.345,0.2703,1.71,0.1684,0.1463,0.0572
2.355,0.2683,1.71,0.1578,0.1471,0.0287
2.365,0.2663,1.71,0.2121,0.147,0.0322
2.375,0.2643,1.71,0.1562,0.1468,0.0535
2.385,0.2624,1.71,0.3944,0.1476,0.0612
2.395,0.2605,1.71,-0.0609,0.1465,0.0277
2.405,0.2586,1.71,0.0834,0.146,0.0256
2.415,0.2567,1.71,-0.0122,0.1465,0.0418
2.425,0.2549,1.71,0.2227,0.1473,0.0411
2.435,0.2531,1.71,0.2016,0.1472,0.0447
2.445,0.2512,1.71,0.1742,0.1462,0.0334
2.455,0.2494,1.71,-0.1849,0.1456,0.0208
2.465,0.2477,1.71,-0.1981,0.1464,0.0249
2.475,0.2459,1.71,0.1341,0.1455,0.0286
2.485,0.2442,1.71,0.246,0.1448,0.0284
2.495,0.2424,1.71,-0.0425,0.1454,0.0281
2.505,0.2407,1.71,-0.1937,0.144,0.0502
2.515,0.239,1.71,0.1991,0.1443,0.0304
2.525,0.2374,1.71,0.3545,0.1456,0.0445
2.535,0.2357,1.71,0.2284,0.1459,0.0299
2.545,0.2341,1.71,0.0439,0.1471,0.0319
2.555,0.2325,1.71,0.1493,0.1483,0.0227
2.565,0.2308,1.71,-0.0295,0.1477,0.0228
2.575,0.2293,1.71,0.1358,0.1507,0.0421
2.585,0.2277,1.71,0.0248,0.1516,0.0381
2.595,0.2261,1.71,0.2297,0.152,0.0386
1.085,0.874,2.05,-0.0553,0.0319,0.0097
1.095,0.866,2.05,-0.0395,0.033,0.0091
1.105,0.858,2.05,0.0153,0.0352,0.0063
1.115,0.8501,2.05,0.0017,0.0379,0.0081
1.125,0.8423,2.05,-0.0303,0.0405,0.0054
1.135,0.8345,2.05,0.1003,0.0436,0.0162
1.145,0.8268,2.05,0.1239,0.0493,0.0146
1.155,0.8192,2.05,0.0474,0.0528,0.014
1.165,0.8117,2.05,0.03,0.0561,0.0139
1.175,0.8043,2.05,-0.0138,0.0601,0.009
1.185,0.7969,2.05,0.0911,0.0635,0.0147
1.195,0.7896,2.05,-0.0189,0.068,0.0117
1.205,0.7824,2.05,-0.0078,0.0702,0.0082
1.215,0.7752,2.05,-0.0408,0.0712,0.0169
1.225,0.7681,2.05,0.0487,0.0702,0.0156
