W,x,Q2,g1/F1,dg1/F1(stat),dg1/F1(sys)
2.005,0.1839,0.707,0.1317,0.2507,0.0301
2.015,0.182,0.707,-0.0606,0.2496,0.0344
2.025,0.1801,0.707,0.1483,0.2472,0.0393
2.035,0.1782,0.707,0.3236,0.245,0.0422
2.045,0.1764,0.707,-0.5813,0.2436,0.0651
2.055,0.1746,0.707,0.3534,0.2404,0.0678
2.065,0.1729,0.707,0.2281,0.2404,0.0453
2.075,0.1711,0.707,0.0722,0.2355,0.0256
2.085,0.1694,0.707,-0.1428,0.2344,0.018
2.095,0.1678,0.707,-0.3496,0.2339,0.0403
2.105,0.1661,0.707,0.0128,0.2343,0.0612
2.115,0.1645,0.707,0.2831,0.2326,0.0451
2.125,0.1629,0.707,0.5672,0.2336,0.0625
2.135,0.1613,0.707,0.3523,0.2314,0.0507
2.145,0.1597,0.707,-0.1864,0.2332,0.0266
2.155,0.1582,0.707,-0.023,0.2308,0.0236
2.165,0.1567,0.707,0.0341,0.2278,0.0097
2.175,0.1552,0.707,-0.1298,0.2226,0.0281
2.185,0.1537,0.707,-0.0544,0.2219,0.0346
2.195,0.1523,0.707,0.216,0.2215,0.0273
2.205,0.1508,0.707,0.0661,0.2207,0.0211
2.215,0.1494,0.707,-0.0798,0.2212,0.0163
2.225,0.148,0.707,0.0309,0.2184,0.0356
2.235,0.1467,0.707,0.2773,0.2168,0.0529
2.245,0.1453,0.707,0.0627,0.2175,0.0142
2.255,0.144,0.707,0.0881,0.2169,0.0185
2.265,0.1427,0.707,0.056,0.2132,0.0111
2.275,0.1414,0.707,-0.0326,0.2126,0.0133
2.285,0.1401,0.707,-0.1835,0.21,0.0436
2.295,0.1388,0.707,0.2143,0.2125,0.0285
2.305,0.1376,0.707,-0.0373,0.2179,0.0314
2.315,0.1364,0.707,0.078,0.2259,0.0135
2.325,0.1352,0.707,0.1592,0.229,0.022
2.335,0.134,0.707,-0.2776,0.2292,0.0328
2.345,0.1328,0.707,-0.0771,0.2273,0.0476
2.355,0.1316,0.707,0.0428,0.225,0.0097
2.365,0.1305,0.707,0.2782,0.2207,0.0444
2.375,0.1293,0.707,0.2541,0.2197,0.0412
2.385,0.1282,0.707,0.2222,0.2182,0.0272
2.395,0.1271,0.707,-0.0546,0.2155,0.0225
2.405,0.126,0.707,0.0129,0.2146,0.0176
2.415,0.125,0.707,0.2513,0.2138,0.0355
2.425,0.1239,0.707,0.3621,0.2123,0.045
2.435,0.1229,0.707,0.0941,0.2121,0.0144
2.445,0.1218,0.707,-0.1406,0.2147,0.0222
2.455,0.1208,0.707,-0.1082,0.2159,0.0308
2.465,0.1198,0.707,-0.2188,0.2174,0.0274
2.475,0.1188,0.707,0.247,0.2149,0.0414
2.485,0.1178,0.707,-0.2729,0.2156,0.0422
2.495,0.1169,0.707,-0.2769,0.2149,0.0536
2.505,0.1159,0.707,-0.2682,0.2142,0.0329
2.515,0.1149,0.707,0.0364,0.2133,0.0165
2.525,0.114,0.707,0.3757,0.209,0.0448
2.535,0.1131,0.707,0.2744,0.2064,0.0378
2.545,0.1122,0.707,0.0514,0.2069,0.0151
2.555,0.1113,0.707,0.2302,0.2036,0.0283
2.565,0.1104,0.707,0.1934,0.2035,0.0233
2.575,0.1095,0.707,-0.0887,0.2041,0.011
2.585,0.1086,0.707,-0.4135,0.2006,0.0473
2.595,0.1078,0.707,0.0043,0.2009,0.0081
2.605,0.1069,0.707,0.0842,0.2015,0.0135
2.615,0.1061,0.707,0.019,0.2005,0.0105
2.625,0.1053,0.707,-0.1371,0.2035,0.0184
2.635,0.1045,0.707,-0.378,0.2057,0.0438
2.645,0.1036,0.707,-0.1008,0.2059,0.0126
2.655,0.1028,0.707,-0.2539,0.2083,0.0364
2.665,0.1021,0.707,-0.0869,0.2074,0.0137
2.675,0.1013,0.707,-0.3496,0.2067,0.0387
2.685,0.1005,0.707,0.1204,0.2084,0.02
2.695,0.0997,0.707,0.0152,0.2047,0.0293
2.705,0.099,0.707,0.2669,0.1993,0.0341
2.715,0.0982,0.707,0.569,0.2002,0.0642
2.725,0.0975,0.707,-0.0253,0.1986,0.0279
2.735,0.0968,0.707,-0.2719,0.1983,0.0364
2.745,0.0961,0.707,0.1302,0.2001,0.0278
2.755,0.0953,0.707,-0.1178,0.2008,0.0252
2.765,0.0946,0.707,0.3718,0.1995,0.0457
2.775,0.0939,0.707,0.0406,0.1972,0.0154
2.785,0.0933,0.707,-0.045,0.1943,0.0168
2.795,0.0926,0.707,0.0836,0.1924,0.0269
1.085,0.7407,0.844,0.6225,1.1195,0.3062
1.095,0.7268,0.844,0.5158,0.9031,0.1626
1.105,0.7133,0.844,0.1505,0.788,0.1041
1.115,0.7001,0.844,0.2571,0.7078,0.1858
1.125,0.6874,0.844,-0.8974,0.6455,0.1918
1.135,0.6749,0.844,-0.1235,0.5976,0.0355
1.145,0.6628,0.844,0.2681,0.5466,0.0516
1.155,0.6511,0.844,0.3127,0.5003,0.0604
1.165,0.6396,0.844,-0.6354,0.467,0.0943
1.175,0.6285,0.844,1.0278,0.4334,0.1803
1.185,0.6176,0.844,0.2616,0.4091,0.0607
1.195,0.6071,0.844,0.1797,0.3887,0.0425
1.205,0.5968,0.844,-0.7105,0.3671,0.1028
1.215,0.5867,0.844,-0.4276,0.3551,0.0649
1.225,0.5769,0.844,0.0422,0.3499,0.0335
1.235,0.5674,0.844,0.2349,0.3519,0.0486
1.245,0.5581,0.844,-0.2389,0.3517,0.0398
1.255,0.549,0.844,0.5455,0.3539,0.0857
1.265,0.5402,0.844,-0.5711,0.3615,0.0908
1.275,0.5315,0.844,0.4062,0.3681,0.0705
1.285,0.5231,0.844,0.6552,0.3762,0.0988
1.295,0.5149,0.844,-0.412,0.3808,0.0721
1.305,0.5068,0.844,-0.1105,0.3876,0.0604
1.315,0.499,0.844,-0.2296,0.3993,0.0386
1.325,0.4913,0.844,-0.2098,0.4033,0.0827
1.335,0.4838,0.844,0.0667,0.4112,0.018
1.345,0.4765,0.844,0.5524,0.4173,0.0684
1.355,0.4693,0.844,-0.6177,0.4172,0.0805
1.365,0.4623,0.844,0.1829,0.4229,0.0309
1.375,0.4555,0.844,0.0551,0.4202,0.0167
1.385,0.4488,0.844,0.3741,0.4195,0.0504
1.395,0.4423,0.844,0.0902,0.4163,0.0213
1.405,0.4359,0.844,0.2258,0.4088,0.0898
1.415,0.4296,0.844,1.1712,0.4034,0.1397
1.425,0.4235,0.844,0.814,0.3986,0.0942
1.435,0.4175,0.844,0.2742,0.3926,0.0341
1.445,0.4116,0.844,-0.2966,0.3905,0.0554
1.455,0.4059,0.844,0.6734,0.3795,0.0884
1.465,0.4003,0.844,-0.035,0.3772,0.0174
1.475,0.3948,0.844,0.5487,0.3813,0.0828
1.485,0.3894,0.844,0.6263,0.3829,0.1228
1.495,0.3841,0.844,-0.3686,0.3734,0.0653
1.505,0.3789,0.844,-0.214,0.3522,0.045
1.515,0.3739,0.844,-0.1781,0.3334,0.04
1.525,0.3689,0.844,0.2719,0.3305,0.0335
1.535,0.364,0.844,0.6412,0.3275,0.0953
1.545,0.3593,0.844,0.4059,0.3257,0.0569
1.555,0.3546,0.844,0.3498,0.3271,0.0464
1.565,0.35,0.844,0.3177,0.328,0.0522
1.575,0.3455,0.844,-0.0442,0.3297,0.0229
1.585,0.3411,0.844,0.3434,0.3304,0.0488
1.595,0.3368,0.844,1.0599,0.3247,0.1167
1.605,0.3325,0.844,-0.5456,0.3235,0.0615
1.615,0.3283,0.844,-0.1328,0.3218,0.0308
1.625,0.3243,0.844,0.1317,0.3223,0.027
1.635,0.3202,0.844,0.5731,0.3183,0.066
1.645,0.3163,0.844,-0.3702,0.3169,0.0445
1.655,0.3124,0.844,0.0176,0.3145,0.0151
1.665,0.3086,0.844,0.3333,0.3175,0.0579
1.675,0.3049,0.844,-0.1341,0.3203,0.0222
1.685,0.3013,0.844,0.5681,0.3156,0.0755
1.695,0.2977,0.844,-0.3248,0.3122,0.0711
1.705,0.2941,0.844,0.1683,0.3049,0.0443
1.715,0.2907,0.844,0.0892,0.2985,0.0182
1.725,0.2873,0.844,0.2988,0.2971,0.0434
1.735,0.2839,0.844,0.2477,0.2955,0.0467
1.745,0.2807,0.844,0.0545,0.2969,0.0224
1.755,0.2774,0.844,-0.0754,0.3007,0.0226
1.765,0.2742,0.844,0.1774,0.2992,0.0371
1.775,0.2711,0.844,0.0384,0.3014,0.0128
1.785,0.2681,0.844,0.1372,0.3047,0.0523
1.795,0.2651,0.844,0.3849,0.3036,0.1047
1.805,0.2621,0.844,-0.0497,0.3014,0.033
1.815,0.2592,0.844,0.4226,0.2986,0.0518
1.825,0.2563,0.844,0.1614,0.2936,0.0231
1.835,0.2535,0.844,0.3394,0.2896,0.044
1.845,0.2507,0.844,-0.1927,0.2895,0.0337
1.855,0.248,0.844,-0.0679,0.2865,0.0294
1.865,0.2453,0.844,0.2235,0.2856,0.0389
1.875,0.2427,0.844,-0.2892,0.2837,0.0364
1.885,0.2401,0.844,0.01,0.2838,0.0381
1.895,0.2375,0.844,-0.219,0.2811,0.0547
1.905,0.235,0.844,-0.0939,0.2823,0.0273
1.915,0.2325,0.844,-0.1202,0.2792,0.0148
1.925,0.2301,0.844,0.2126,0.2773,0.029
1.935,0.2277,0.844,-0.1489,0.271,0.0189
1.945,0.2253,0.844,-0.2573,0.2714,0.0286
1.955,0.223,0.844,-0.343,0.2666,0.0564
1.965,0.2207,0.844,0.3509,0.2653,0.0607
1.975,0.2185,0.844,-0.2663,0.2633,0.0304
1.985,0.2163,0.844,-0.0302,0.2611,0.0078
1.995,0.2141,0.844,-0.1105,0.2587,0.0506
2.005,0.2119,0.844,-0.0355,0.258,0.0316
2.015,0.2098,0.844,0.4355,0.254,0.0485
2.025,0.2077,0.844,0.1415,0.2541,0.0488
2.035,0.2057,0.844,0.0078,0.2523,0.0095
2.045,0.2037,0.844,-0.2778,0.25,0.0327
2.055,0.2017,0.844,-0.2334,0.2478,0.0317
2.065,0.1997,0.844,-0.4542,0.2482,0.0529
2.075,0.1978,0.844,0.1454,0.2499,0.0195
2.085,0.1958,0.844,-0.0181,0.2508,0.0242
2.095,0.194,0.844,-0.0094,0.2481,0.0151
2.105,0.1921,0.844,0.0653,0.2474,0.0527
2.115,0.1903,0.844,0.163,0.2465,0.0349
2.125,0.1885,0.844,-0.1602,0.2473,0.0399
2.135,0.1867,0.844,0.62,0.2439,0.0829
2.145,0.185,0.844,0.0201,0.2419,0.02
2.155,0.1832,0.844,0.0872,0.2369,0.0271
2.165,0.1815,0.844,0.2503,0.2393,0.0356
2.175,0.1798,0.844,0.1619,0.2414,0.0406
2.185,0.1782,0.844,0.3737,0.2383,0.049
2.195,0.1766,0.844,0.3405,0.2372,0.0475
2.205,0.1749,0.844,0.2255,0.2339,0.0297
2.215,0.1734,0.844,-0.1964,0.2326,0.0243
2.225,0.1718,0.844,-0.4113,0.234,0.0541
2.235,0.1702,0.844,0.1287,0.231,0.0191
2.245,0.1687,0.844,0.1707,0.2295,0.0453
2.255,0.1672,0.844,0.2786,0.2285,0.0614
2.265,0.1657,0.844,-0.2074,0.2285,0.0281
2.275,0.1643,0.844,0.3104,0.2374,0.0464
2.285,0.1628,0.844,0.2394,0.2407,0.0393
2.295,0.1614,0.844,0.2185,0.243,0.0603
2.305,0.16,0.844,0.2162,0.2426,0.031
2.315,0.1586,0.844,-0.0711,0.2404,0.0271
2.325,0.1572,0.844,-0.0745,0.2402,0.0297
2.335,0.1559,0.844,-0.1094,0.2402,0.0184
2.345,0.1545,0.844,-0.0318,0.2378,0.0206
2.355,0.1532,0.844,-0.3874,0.2359,0.045
2.365,0.1519,0.844,0.0948,0.2396,0.0149
2.375,0.1506,0.844,-0.3708,0.2375,0.0418
2.385,0.1494,0.844,-0.4279,0.2355,0.0536
2.395,0.1481,0.844,-0.0373,0.234,0.0152
2.405,0.1469,0.844,-0.0354,0.231,0.009
2.415,0.1457,0.844,0.3016,0.2324,0.0401
2.425,0.1444,0.844,-0.119,0.2317,0.0175
2.435,0.1433,0.844,-0.0269,0.2289,0.0322
2.445,0.1421,0.844,0.1277,0.2287,0.0203
2.455,0.1409,0.844,0.0949,0.2294,0.0145
2.465,0.1398,0.844,-0.0791,0.23,0.0306
2.475,0.1386,0.844,0.1863,0.2295,0.0235
2.485,0.1375,0.844,0.3192,0.2263,0.0358
2.495,0.1364,0.844,-0.108,0.2259,0.0271
2.505,0.1353,0.844,0.2033,0.2238,0.026
2.515,0.1342,0.844,-0.1298,0.223,0.0303
2.525,0.1332,0.844,0.6741,0.2201,0.0883
2.535,0.1321,0.844,-0.1264,0.2191,0.0167
2.545,0.1311,0.844,0.2515,0.222,0.0328
2.555,0.13,0.844,-0.3184,0.225,0.0451
2.565,0.129,0.844,-0.1472,0.2243,0.0249
2.575,0.128,0.844,0.0607,0.2276,0.0231
2.585,0.127,0.844,-0.2892,0.2297,0.0348
2.595,0.126,0.844,0.0951,0.23,0.0453
2.605,0.1251,0.844,-0.2112,0.2296,0.0295
2.615,0.1241,0.844,0.119,0.2287,0.0168
2.625,0.1232,0.844,0.1319,0.2247,0.0345
2.635,0.1222,0.844,0.2116,0.2216,0.0257
2.645,0.1213,0.844,0.1291,0.2171,0.026
2.655,0.1204,0.844,-0.0107,0.2106,0.0078
2.665,0.1195,0.844,-0.4558,0.2089,0.0558
2.675,0.1186,0.844,0.0322,0.2076,0.0101
2.685,0.1177,0.844,-0.0982,0.2036,0.024
2.695,0.1168,0.844,0.0406,0.2034,0.0207
2.705,0.1159,0.844,-0.2443,0.2019,0.035
2.715,0.1151,0.844,0.1057,0.201,0.0163
2.725,0.1142,0.844,0.248,0.2046,0.0313
2.735,0.1134,0.844,0.1406,0.2039,0.0214
2.745,0.1126,0.844,-0.1472,0.203,0.0175
2.755,0.1118,0.844,-0.0108,0.2033,0.0088
2.765,0.1109,0.844,0.0329,0.202,0.0125
2.775,0.1101,0.844,0.3168,0.2035,0.0403
2.785,0.1093,0.844,-0.1271,0.2024,0.0281
2.795,0.1086,0.844,-0.1295,0.2042,0.0269
1.085,0.7736,1.01,0.2582,1.3319,0.1077
1.095,0.7609,1.01,-0.6325,1.0919,0.321
1.105,0.7485,1.01,-0.8753,0.9567,0.2208
1.115,0.7364,1.01,-0.0341,0.8411,0.1818
1.125,0.7246,1.01,-0.8851,0.7551,0.1499
1.135,0.713,1.01,0.3922,0.681,0.0866
1.145,0.7017,1.01,0.6582,0.6156,0.1142
1.155,0.6907,1.01,-0.226,0.5639,0.0459
1.165,0.6799,1.01,0.0607,0.5238,0.0228
1.175,0.6694,1.01,-0.6974,0.4887,0.0947
1.185,0.6591,1.01,0.3301,0.4639,0.0559
1.195,0.649,1.01,-0.5205,0.4363,0.0672
1.205,0.6391,1.01,-0.3592,0.4207,0.0472
1.215,0.6295,1.01,-0.2496,0.4079,0.0341
1.225,0.62,1.01,-0.1736,0.3991,0.0361
1.235,0.6108,1.01,-0.3313,0.3973,0.0608
1.245,0.6018,1.01,-0.1627,0.3958,0.0214
1.255,0.593,1.01,-0.0348,0.4023,0.0346
1.265,0.5843,1.01,0.1185,0.4077,0.0226
1.275,0.5759,1.01,0.0719,0.4091,0.0154
1.285,0.5676,1.01,-0.1327,0.4207,0.0247
1.295,0.5595,1.01,0.1847,0.429,0.0273
1.305,0.5515,1.01,0.5338,0.4323,0.0789
1.315,0.5437,1.01,0.3353,0.4424,0.0888
1.325,0.5361,1.01,-0.0554,0.4479,0.0154
1.335,0.5287,1.01,-0.2299,0.4563,0.0441
1.345,0.5213,1.01,-0.9842,0.4699,0.1289
1.355,0.5142,1.01,0.4201,0.4717,0.0789
1.365,0.5072,1.01,-0.2084,0.4684,0.0472
1.375,0.5003,1.01,0.554,0.4723,0.1553
1.385,0.4935,1.01,0.7808,0.4651,0.0895
1.395,0.4869,1.01,0.3469,0.4629,0.0451
1.405,0.4804,1.01,0.2133,0.4504,0.0691
1.415,0.4741,1.01,-0.4277,0.4455,0.0523
1.425,0.4678,1.01,-0.4326,0.4336,0.0567
1.435,0.4617,1.01,0.0139,0.4288,0.027
1.445,0.4557,1.01,1.4476,0.4176,0.1994
1.455,0.4498,1.01,0.0107,0.411,0.0175
1.465,0.4441,1.01,-0.3649,0.4106,0.0704
1.475,0.4384,1.01,-0.0798,0.4188,0.0239
1.485,0.4328,1.01,0.7928,0.4205,0.1307
1.495,0.4274,1.01,-0.3818,0.4151,0.0803
1.505,0.422,1.01,0.3689,0.3914,0.052
1.515,0.4168,1.01,0.2992,0.3743,0.0483
1.525,0.4116,1.01,-0.4997,0.3638,0.0672
1.535,0.4065,1.01,-0.0382,0.3598,0.0194
1.545,0.4015,1.01,0.6223,0.3576,0.072
1.555,0.3967,1.01,0.3772,0.3582,0.0633
1.565,0.3919,1.01,0.6718,0.3593,0.0798
1.575,0.3871,1.01,-0.055,0.3541,0.0151
1.585,0.3825,1.01,-0.1085,0.3556,0.0379
1.595,0.378,1.01,0.2479,0.3548,0.0316
1.605,0.3735,1.01,-0.4675,0.3496,0.0809
1.615,0.3691,1.01,0.0589,0.3465,0.0408
1.625,0.3648,1.01,0.1004,0.3466,0.0232
1.635,0.3605,1.01,-0.2794,0.3435,0.0747
1.645,0.3563,1.01,0.1414,0.343,0.0214
1.655,0.3522,1.01,-0.093,0.3405,0.0297
1.665,0.3482,1.01,0.1369,0.3388,0.0252
1.675,0.3443,1.01,-0.098,0.3394,0.0361
1.685,0.3404,1.01,0.6373,0.3438,0.0835
1.695,0.3365,1.01,0.3611,0.3373,0.0583
1.705,0.3328,1.01,0.1076,0.33,0.0296
1.715,0.329,1.01,0.8936,0.3259,0.1237
1.725,0.3254,1.01,0.3895,0.32,0.0498
1.735,0.3218,1.01,0.5592,0.3184,0.0707
1.745,0.3183,1.01,0.5225,0.3184,0.064
1.755,0.3148,1.01,0.5361,0.316,0.065
1.765,0.3114,1.01,-0.1061,0.3139,0.0508
1.775,0.308,1.01,0.2758,0.314,0.037
1.785,0.3047,1.01,0.0046,0.3081,0.0315
1.795,0.3015,1.01,0.1456,0.3085,0.0261
1.805,0.2983,1.01,0.1975,0.307,0.0565
1.815,0.2951,1.01,0.4243,0.3077,0.0608
1.825,0.292,1.01,0.2449,0.3049,0.0315
1.835,0.2889,1.01,0.1108,0.3035,0.0502
1.845,0.2859,1.01,0.4506,0.2996,0.0699
1.855,0.283,1.01,0.0419,0.3015,0.0118
1.865,0.2801,1.01,0.2959,0.2975,0.0392
1.875,0.2772,1.01,-0.4552,0.2985,0.0585
1.885,0.2743,1.01,0.8579,0.2965,0.1009
1.895,0.2716,1.01,0.1511,0.2948,0.0528
1.905,0.2688,1.01,0.7076,0.2961,0.087
1.915,0.2661,1.01,0.3612,0.293,0.0959
1.925,0.2634,1.01,0.6261,0.2886,0.0811
1.935,0.2608,1.01,-0.0151,0.2907,0.0165
1.945,0.2582,1.01,0.3003,0.2844,0.0379
1.955,0.2557,1.01,-0.1969,0.2805,0.0214
1.965,0.2532,1.01,0.1579,0.2759,0.0228
1.975,0.2507,1.01,-0.2916,0.274,0.0331
1.985,0.2482,1.01,-0.2472,0.2759,0.0336
1.995,0.2458,1.01,0.04,0.2751,0.0157
2.005,0.2435,1.01,-0.5084,0.2771,0.0582
2.015,0.2411,1.01,0.4884,0.2769,0.0784
2.025,0.2388,1.01,0.5692,0.2777,0.0694
2.035,0.2366,1.01,-0.0646,0.2806,0.0179
2.045,0.2343,1.01,0.3842,0.2783,0.0636
2.055,0.2321,1.01,0.0405,0.2748,0.0126
2.065,0.2299,1.01,-0.0805,0.2722,0.0312
2.075,0.2278,1.01,0.4302,0.268,0.0524
2.085,0.2257,1.01,0.3145,0.2647,0.0432
2.095,0.2236,1.01,0.4427,0.2632,0.0621
2.105,0.2215,1.01,-0.356,0.263,0.0404
2.115,0.2195,1.01,0.4698,0.2619,0.082
2.125,0.2175,1.01,0.322,0.2621,0.0498
2.135,0.2155,1.01,-0.0074,0.2577,0.0638
2.145,0.2136,1.01,0.2274,0.2578,0.0268
2.155,0.2116,1.01,0.4167,0.2558,0.0471
2.165,0.2097,1.01,0.4042,0.2521,0.0566
2.175,0.2079,1.01,0.0392,0.2495,0.0154
2.185,0.206,1.01,0.2968,0.2493,0.0517
2.195,0.2042,1.01,-0.0227,0.2483,0.0169
2.205,0.2024,1.01,-0.0471,0.2485,0.05
2.215,0.2006,1.01,-0.4118,0.2475,0.0544
2.225,0.1989,1.01,0.1049,0.2501,0.0162
2.235,0.1971,1.01,0.2353,0.2575,0.0584
2.245,0.1954,1.01,0.1248,0.2625,0.0267
2.255,0.1937,1.01,0.5242,0.2662,0.0633
2.265,0.1921,1.01,-0.0482,0.267,0.0118
2.275,0.1904,1.01,0.0327,0.2675,0.0131
2.285,0.1888,1.01,-0.1204,0.2647,0.0426
2.295,0.1872,1.01,-0.1542,0.259,0.0325
2.305,0.1856,1.01,-0.2656,0.2555,0.039
2.315,0.1841,1.01,-0.0917,0.2556,0.0149
2.325,0.1825,1.01,-0.1409,0.2567,0.0174
2.335,0.181,1.01,-0.1801,0.2557,0.0396
2.345,0.1795,1.01,0.2388,0.2551,0.0369
2.355,0.178,1.01,0.0836,0.2573,0.0333
2.365,0.1765,1.01,-0.2141,0.2541,0.0317
2.375,0.1751,1.01,0.2574,0.2528,0.0311
2.385,0.1736,1.01,0.4779,0.2524,0.0695
2.395,0.1722,1.01,-0.1149,0.2548,0.0235
2.405,0.1708,1.01,0.1159,0.2537,0.0357
2.415,0.1694,1.01,0.5277,0.2512,0.0627
2.425,0.1681,1.01,0.1658,0.2484,0.0251
2.435,0.1667,1.01,-0.4708,0.2485,0.0541
2.445,0.1654,1.01,0.3988,0.2491,0.0463
2.455,0.1641,1.01,0.3191,0.2497,0.0377
2.465,0.1628,1.01,0.0203,0.2411,0.03
2.475,0.1615,1.01,-0.2409,0.2432,0.0338
2.485,0.1602,1.01,0.0983,0.2393,0.0404
2.495,0.159,1.01,0.4391,0.2359,0.0712
2.505,0.1577,1.01,0.1742,0.2369,0.023
2.515,0.1565,1.01,0.1064,0.2344,0.064
2.525,0.1553,1.01,0.1572,0.2367,0.0385
2.535,0.1541,1.01,0.6087,0.2371,0.0704
2.545,0.1529,1.01,0.0877,0.2289,0.0276
2.555,0.1517,1.01,0.257,0.2314,0.036
2.565,0.1506,1.01,0.2664,0.2323,0.0479
2.575,0.1494,1.01,0.0362,0.2276,0.0144
2.585,0.1483,1.01,-0.166,0.2275,0.019
2.595,0.1472,1.01,-0.0066,0.2211,0.0083
