Q2,x,W,g1,dg1(stat),dg1(sys),dg1(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot)
2.92,0.5824,1.725,0.0791,0.0081,0.0057,0.0099,,,,,,,,
2.92,0.5627,1.775,0.0717,0.0079,0.0055,0.0096,,,,,,,,
2.92,0.5439,1.825,0.0737,0.0085,0.0079,0.0116,,,,,,,,
2.92,0.5258,1.875,0.0901,0.0094,0.0092,0.0132,,,,,,,,
2.92,0.5084,1.925,0.0888,0.0102,0.0098,0.0141,,,,,,,,
2.92,0.4917,1.975,0.08,0.0103,0.0103,0.0146,,,,,,,,
2.92,0.4757,2.025,0.094,0.01,0.0082,0.0129,,,,,,,,
2.92,0.4603,2.075,0.1167,0.0101,0.0131,0.0165,,,,,,,,
2.92,0.4455,2.125,0.0966,0.0099,0.0116,0.0153,,,,,,,,
2.92,0.4314,2.175,0.1257,0.0105,0.0113,0.0154,,,,,,,,
2.92,0.4178,2.225,0.1086,0.0103,0.011,0.0151,,,,,,,,
2.92,0.4048,2.275,0.1262,0.0108,0.0116,0.0158,,,,,,,,
2.92,0.3923,2.325,0.1479,0.0112,0.0119,0.0163,,,,,,,,
2.92,0.3803,2.375,0.1334,0.0125,0.0134,0.0183,,,,,,,,
2.92,0.3687,2.425,0.1665,0.0141,0.0144,0.0202,,,,,,,,
2.92,0.3577,2.475,0.1524,0.0157,0.0163,0.0226,,,,,,,,
2.92,0.347,2.525,0.1494,0.0191,0.0168,0.0254,,,,,,,,
2.92,0.3368,2.575,0.2019,0.0226,0.024,0.033,,,,,,,,
2.92,0.327,2.625,0.3101,0.0306,0.0402,0.0505,,,,,,,,
2.92,0.3176,2.675,0.1923,0.0484,0.034,0.0591,,,,,,,,
2.92,0.3085,2.725,0.1471,0.1222,0.0343,0.1269,,,,,,,,
3.48,0.8746,1.175,-0.0049,0.0035,0.0008,0.0036,,,,,,,,
3.48,0.849,1.225,0.0012,0.0061,0.001,0.0062,,,,,,,,
3.48,0.8239,1.275,0.006,0.0036,0.0011,0.0038,,,,,,,,
3.48,0.7993,1.325,0.0117,0.0044,0.0023,0.005,,,,,,,,
3.48,0.7752,1.375,0.0117,0.0042,0.0022,0.0047,,,,,,,,
3.48,0.7518,1.425,0.0248,0.0051,0.0021,0.0055,,,,,,,,
3.48,0.7068,1.525,0.0307,0.0045,0.003,0.0054,,,,,,,,
3.48,0.6852,1.575,0.0235,0.004,0.0026,0.0048,,,,,,,,
3.48,0.6643,1.625,0.026,0.0046,0.0028,0.0054,,,,,,,,
3.48,0.644,1.675,0.0453,0.0065,0.0035,0.0074,,,,,,,,
3.48,0.6243,1.725,0.0597,0.0074,0.0043,0.0086,,,,,,,,
3.48,0.6053,1.775,0.0518,0.0069,0.0041,0.008,,,,,,,,
3.48,0.587,1.825,0.0605,0.0072,0.0061,0.0094,,,,,,,,
3.48,0.5692,1.875,0.0571,0.0074,0.0071,0.0103,,,,,,,,
3.48,0.552,1.925,0.0581,0.0076,0.0075,0.0107,,,,,,,,
3.48,0.5355,1.975,0.0567,0.0074,0.0078,0.0108,,,,,,,,
3.48,0.5195,2.025,0.0783,0.0077,0.0065,0.0101,,,,,,,,
3.48,0.5041,2.075,0.0918,0.008,0.0111,0.0137,,,,,,,,
3.48,0.4892,2.125,0.0964,0.0092,0.0106,0.014,,,,,,,,
3.48,0.4748,2.175,0.0947,0.0099,0.0104,0.0144,,,,,,,,
3.48,0.461,2.225,0.114,0.01,0.0098,0.014,,,,,,,,
3.48,0.4477,2.275,0.0935,0.0101,0.0094,0.0138,,,,,,,,
3.48,0.4348,2.325,0.1173,0.0122,0.0101,0.0158,,,,,,,,
3.48,0.4224,2.375,0.1267,0.0164,0.0122,0.0204,,,,,,,,
3.48,0.4104,2.425,0.1548,0.0206,0.0133,0.0245,,,,,,,,
3.48,0.3989,2.475,0.1396,0.0233,0.0145,0.0274,,,,,,,,
3.48,0.3878,2.525,0.0751,0.0343,0.0121,0.0364,,,,,,,,
3.48,0.3771,2.575,0.204,0.0637,0.0276,0.0694,,,,,,,,
4.16,0.9155,1.125,-0.0007,0.0016,0.0005,0.0017,,,,,,,,
4.16,0.8929,1.175,-0.0043,0.002,0.0008,0.0022,,,,,,,,
4.16,0.8705,1.225,0.0034,0.0025,0.0008,0.0026,,,,,,,,
4.16,0.8483,1.275,0.0031,0.003,0.0008,0.0031,,,,,,,,
4.16,0.8264,1.325,0.0058,0.0035,0.0011,0.0037,,,,,,,,
4.16,0.7836,1.425,0.0119,0.0047,0.0022,0.0052,,,,,,,,
4.16,0.7423,1.525,0.0328,0.0061,0.0034,0.007,,,,,,,,
4.16,0.7224,1.575,0.0306,0.0055,0.0032,0.0064,,,,,,,,
4.16,0.7028,1.625,0.0308,0.0054,0.0027,0.006,,,,,,,,
4.16,0.6838,1.675,0.0511,0.006,0.0042,0.0073,,,,,,,,
4.16,0.6652,1.725,0.0546,0.0061,0.0032,0.0069,,,,,,,,
4.16,0.6471,1.775,0.058,0.0061,0.0037,0.0071,,,,,,,,
4.16,0.6295,1.825,0.0541,0.0064,0.005,0.0081,,,,,,,,
4.16,0.6123,1.875,0.0542,0.007,0.0056,0.009,,,,,,,,
4.16,0.5957,1.925,0.0568,0.0071,0.0058,0.0092,,,,,,,,
4.16,0.5795,1.975,0.0452,0.0078,0.0061,0.0099,,,,,,,,
4.16,0.5638,2.025,0.053,0.0083,0.0057,0.0101,,,,,,,,
4.16,0.5485,2.075,0.0846,0.0093,0.0096,0.0134,,,,,,,,
4.16,0.5338,2.125,0.0895,0.0103,0.008,0.013,,,,,,,,
4.16,0.5194,2.175,0.0671,0.012,0.0064,0.0136,,,,,,,,
4.16,0.5055,2.225,0.0815,0.0142,0.0066,0.0157,,,,,,,,
4.16,0.4921,2.275,0.1125,0.0175,0.0081,0.0193,,,,,,,,
4.16,0.479,2.325,0.1095,0.0263,0.0093,0.0279,,,,,,,,
4.16,0.4664,2.375,0.109,0.0511,0.0112,0.0523,,,,,,,,
4.96,0.9086,1.175,-0.0011,0.0009,0.0008,0.0012,,,,,,,,
4.96,0.8891,1.225,0.0,0.0021,0.0006,0.0022,,,,,,,,
4.96,0.8696,1.275,0.0033,0.0014,0.0029,0.0032,,,,,,,,
4.96,0.8502,1.325,0.0026,0.0011,0.0025,0.0027,,,,,,,,
4.96,0.831,1.375,0.0052,0.0017,0.0033,0.0037,,,,,,,,
4.96,0.8119,1.425,0.0054,0.0025,0.0019,0.0031,,,,,,,,
4.96,0.7931,1.475,0.0126,0.0034,0.0015,0.0037,,,,,,,,
4.96,0.7745,1.525,0.0116,0.0031,0.0032,0.0045,,,,,,,,
4.96,0.7562,1.575,0.0092,0.003,0.0022,0.0037,,,,,,,,
4.96,0.7382,1.625,0.0229,0.0038,0.0028,0.0047,,,,,,,,
4.96,0.7205,1.675,0.0298,0.0047,0.0025,0.0053,,,,,,,,
4.96,0.7032,1.725,0.0283,0.0048,0.0027,0.0055,,,,,,,,
4.96,0.6861,1.775,0.0333,0.0056,0.0027,0.0062,,,,,,,,
4.96,0.6695,1.825,0.0276,0.0082,0.0033,0.0088,,,,,,,,
4.96,0.6532,1.875,0.041,0.0099,0.0039,0.0106,,,,,,,,
4.96,0.6372,1.925,0.0308,0.0106,0.0041,0.0114,,,,,,,,
4.96,0.6216,1.975,0.0306,0.0121,0.0043,0.0128,,,,,,,,
4.96,0.5916,2.075,0.0122,0.0218,0.0068,0.0228,,,,,,,,
0.707,0.5863,1.175,,,,,-0.158,0.081,0.0222,0.084,,,,
0.707,0.5332,1.225,,,,,-0.1088,0.0638,0.0147,0.0655,,,,
0.707,0.4873,1.275,,,,,-0.0447,0.0696,0.0183,0.072,,,,
0.707,0.4472,1.325,,,,,0.1089,0.0807,0.0237,0.0841,,,,
0.707,0.412,1.375,,,,,0.1276,0.0778,0.0294,0.0832,,,,
0.707,0.381,1.425,,,,,0.3927,0.0665,0.0362,0.0757,,,,
0.707,0.3533,1.475,,,,,0.3603,0.0594,0.0355,0.0692,,,,
0.707,0.3287,1.525,,,,,0.384,0.0547,0.0342,0.0645,,,,
0.707,0.3066,1.575,,,,,0.4514,0.056,0.0274,0.0623,,,,
0.707,0.2867,1.625,,,,,0.3618,0.0534,0.0205,0.0572,,,,
0.707,0.2687,1.675,,,,,0.2708,0.0484,0.0191,0.052,,,,
0.707,0.2524,1.725,,,,,0.3414,0.044,0.0216,0.049,,,,
0.707,0.2376,1.775,,,,,0.2362,0.045,0.0183,0.0486,,,,
0.707,0.224,1.825,,,,,0.2031,0.0449,0.0224,0.0502,,,,
0.707,0.2116,1.875,,,,,0.1061,0.0477,0.029,0.0558,,,,
0.707,0.2002,1.925,,,,,0.202,0.0446,0.032,0.0549,,,,
0.707,0.1898,1.975,,,,,0.1433,0.0434,0.0339,0.0551,,,,
0.707,0.1801,2.025,,,,,0.1807,0.0405,0.0218,0.046,,,,
0.707,0.1711,2.075,,,,,0.2307,0.0403,0.0224,0.0461,,,,
0.707,0.1629,2.125,,,,,0.2393,0.0382,0.0199,0.0431,,,,
0.707,0.1552,2.175,,,,,0.2342,0.0373,0.0183,0.0415,,,,
0.707,0.148,2.225,,,,,0.188,0.0359,0.0168,0.0396,,,,
0.707,0.1414,2.275,,,,,0.1601,0.0357,0.0165,0.0393,,,,
0.707,0.1352,2.325,,,,,0.2131,0.04,0.0163,0.0432,,,,
0.707,0.1293,2.375,,,,,0.2097,0.0424,0.0165,0.0455,,,,
0.707,0.1239,2.425,,,,,0.0887,0.0418,0.016,0.0448,,,,
0.707,0.1188,2.475,,,,,0.1286,0.0391,0.0148,0.0418,,,,
0.707,0.114,2.525,,,,,0.1739,0.0377,0.0144,0.0404,,,,
0.707,0.1095,2.575,,,,,0.1588,0.0363,0.0135,0.0387,,,,
0.707,0.1053,2.625,,,,,0.153,0.0381,0.014,0.0406,,,,
0.707,0.1013,2.675,,,,,0.194,0.0358,0.0138,0.0384,,,,
0.707,0.0975,2.725,,,,,0.1547,0.038,0.0137,0.0404,,,,
0.707,0.0939,2.775,,,,,0.0775,0.0351,0.0128,0.0374,,,,
0.707,0.0906,2.825,,,,,0.1736,0.0353,0.0134,0.0378,,,,
0.707,0.0874,2.875,,,,,0.1124,0.0335,0.0128,0.0359,,,,
0.707,0.0844,2.925,,,,,0.0875,0.0339,0.013,0.0363,,,,
0.707,0.0815,2.975,,,,,0.039,0.0326,0.0125,0.0349,,,,
0.707,0.0788,3.025,,,,,0.0941,0.0354,0.0144,0.0382,,,,
0.707,0.0762,3.075,,,,,0.1285,0.0395,0.0192,0.0439,,,,
0.844,0.6285,1.175,,,,,-0.0343,0.0753,0.02,0.0779,,,,
0.844,0.5769,1.225,,,,,-0.2992,0.0568,0.0272,0.063,,,,
0.844,0.5315,1.275,,,,,-0.0765,0.0625,0.0182,0.0651,,,,
0.844,0.4913,1.325,,,,,0.2249,0.0713,0.0231,0.0749,,,,
0.844,0.4555,1.375,,,,,0.1463,0.0751,0.0296,0.0807,,,,
0.844,0.4235,1.425,,,,,0.1648,0.0644,0.0344,0.073,,,,
0.844,0.3948,1.475,,,,,0.4581,0.0608,0.0366,0.071,,,,
0.844,0.3689,1.525,,,,,0.3135,0.0485,0.0313,0.0577,,,,
0.844,0.3455,1.575,,,,,0.2951,0.0485,0.025,0.0546,,,,
0.844,0.3243,1.625,,,,,0.3186,0.0475,0.0204,0.0517,,,,
0.844,0.3049,1.675,,,,,0.2129,0.0478,0.0187,0.0513,,,,
0.844,0.2873,1.725,,,,,0.369,0.0462,0.0247,0.0524,,,,
0.844,0.2711,1.775,,,,,0.3714,0.0478,0.0229,0.053,,,,
0.844,0.2563,1.825,,,,,0.3328,0.0478,0.026,0.0544,,,,
0.844,0.2427,1.875,,,,,0.1872,0.0472,0.0314,0.0567,,,,
0.844,0.2301,1.925,,,,,0.1443,0.0455,0.0343,0.057,,,,
0.844,0.2185,1.975,,,,,0.2603,0.0426,0.0364,0.056,,,,
0.844,0.2077,2.025,,,,,0.2645,0.0433,0.0236,0.0493,,,,
0.844,0.1978,2.075,,,,,0.2219,0.0442,0.0256,0.0511,,,,
0.844,0.1885,2.125,,,,,0.21,0.0436,0.0235,0.0495,,,,
0.844,0.1798,2.175,,,,,0.2867,0.0393,0.0206,0.0444,,,,
0.844,0.1718,2.225,,,,,0.1726,0.0365,0.0188,0.0411,,,,
0.844,0.1643,2.275,,,,,0.2004,0.0397,0.0186,0.0438,,,,
0.844,0.1572,2.325,,,,,0.2181,0.0408,0.0179,0.0446,,,,
0.844,0.1506,2.375,,,,,0.1802,0.0395,0.017,0.043,,,,
0.844,0.1444,2.425,,,,,0.2294,0.0379,0.0163,0.0413,,,,
0.844,0.1386,2.475,,,,,0.1411,0.0411,0.0167,0.0444,,,,
0.844,0.1332,2.525,,,,,0.2354,0.0415,0.0169,0.0448,,,,
0.844,0.128,2.575,,,,,0.1304,0.0412,0.016,0.0442,,,,
0.844,0.1232,2.625,,,,,0.1751,0.0357,0.0144,0.0385,,,,
0.844,0.1186,2.675,,,,,0.2314,0.035,0.0145,0.0379,,,,
0.844,0.1142,2.725,,,,,0.2102,0.0339,0.0146,0.0369,,,,
0.844,0.1101,2.775,,,,,0.1632,0.0353,0.0148,0.0383,,,,
0.844,0.1063,2.825,,,,,0.2318,0.0371,0.0158,0.0403,,,,
0.844,0.1026,2.875,,,,,0.1205,0.0363,0.0152,0.0394,,,,
0.844,0.0991,2.925,,,,,0.2165,0.0382,0.0182,0.0423,,,,
0.844,0.0958,2.975,,,,,0.1656,0.0349,0.0176,0.0391,,,,
0.844,0.0926,3.025,,,,,0.1259,0.0367,0.0182,0.041,,,,
1.01,0.6694,1.175,,,,,-0.106,0.0839,0.0214,0.0866,,,,
1.01,0.6201,1.225,,,,,-0.1962,0.0645,0.0181,0.067,,,,
1.01,0.5759,1.275,,,,,-0.0107,0.0656,0.0174,0.0679,,,,
1.01,0.5361,1.325,,,,,0.1579,0.0737,0.0233,0.0773,,,,
1.01,0.5003,1.375,,,,,0.1176,0.0758,0.0298,0.0814,,,,
1.01,0.4678,1.425,,,,,0.4884,0.0718,0.0346,0.0797,,,,
1.01,0.4384,1.475,,,,,0.5341,0.0673,0.042,0.0793,,,,
1.01,0.4116,1.525,,,,,0.3934,0.0563,0.0331,0.0653,,,,
1.01,0.3871,1.575,,,,,0.3537,0.0558,0.0256,0.0614,,,,
1.01,0.3648,1.625,,,,,0.4187,0.0549,0.0247,0.0602,,,,
1.01,0.3443,1.675,,,,,0.3517,0.0528,0.0222,0.0573,,,,
1.01,0.3254,1.725,,,,,0.4019,0.0501,0.0261,0.0565,,,,
1.01,0.308,1.775,,,,,0.2323,0.0498,0.0227,0.0547,,,,
1.01,0.292,1.825,,,,,0.2989,0.0496,0.0297,0.0578,,,,
1.01,0.2772,1.875,,,,,0.3231,0.0468,0.0356,0.0588,,,,
1.01,0.2634,1.925,,,,,0.1998,0.0445,0.0372,0.058,,,,
1.01,0.2507,1.975,,,,,0.2267,0.0452,0.0391,0.0598,,,,
1.01,0.2388,2.025,,,,,0.2045,0.0433,0.0245,0.0498,,,,
1.01,0.2278,2.075,,,,,0.2884,0.0419,0.0289,0.0509,,,,
1.01,0.2175,2.125,,,,,0.2379,0.0391,0.0251,0.0465,,,,
1.01,0.2079,2.175,,,,,0.2359,0.0382,0.0227,0.0444,,,,
1.01,0.1989,2.225,,,,,0.2916,0.0404,0.022,0.046,,,,
1.01,0.1904,2.275,,,,,0.3176,0.0461,0.0218,0.051,,,,
1.01,0.1825,2.325,,,,,0.1857,0.0466,0.0217,0.0514,,,,
1.01,0.1751,2.375,,,,,0.2225,0.0447,0.0207,0.0493,,,,
1.01,0.1681,2.425,,,,,0.2367,0.0455,0.0205,0.0499,,,,
1.01,0.1615,2.475,,,,,0.1822,0.046,0.0207,0.0504,,,,
1.01,0.1553,2.525,,,,,0.2338,0.0456,0.0205,0.05,,,,
1.01,0.1494,2.575,,,,,0.2324,0.0395,0.0187,0.0437,,,,
1.01,0.1439,2.625,,,,,0.1847,0.039,0.0182,0.043,,,,
1.01,0.1387,2.675,,,,,0.261,0.0381,0.0181,0.0422,,,,
1.01,0.1337,2.725,,,,,0.2025,0.0367,0.0173,0.0406,,,,
1.01,0.129,2.775,,,,,0.1917,0.0368,0.017,0.0405,,,,
1.01,0.1246,2.825,,,,,0.1093,0.0354,0.0164,0.039,,,,
1.01,0.1203,2.875,,,,,0.1679,0.0346,0.0183,0.0391,,,,
1.01,0.1163,2.925,,,,,0.2306,0.0353,0.0209,0.041,,,,
1.01,0.1125,2.975,,,,,0.1102,0.0344,0.0185,0.0391,,,,
1.01,0.1088,3.025,,,,,0.0516,0.0418,0.0182,0.0456,,,,
1.2,0.7576,1.125,,,,,-0.391,0.2607,0.2333,0.3498,,,,
1.2,0.7063,1.175,,,,,-0.2802,0.106,0.0323,0.1108,,,,
1.2,0.6597,1.225,,,,,-0.1843,0.075,0.0148,0.0764,,,,
1.2,0.6173,1.275,,,,,0.0355,0.078,0.0176,0.08,,,,
1.2,0.5786,1.325,,,,,0.2542,0.0806,0.0236,0.084,,,,
1.2,0.5433,1.375,,,,,0.2731,0.0842,0.031,0.0897,,,,
1.2,0.5109,1.425,,,,,0.2685,0.0806,0.0335,0.0873,,,,
1.2,0.4812,1.475,,,,,0.4521,0.0743,0.0441,0.0864,,,,
1.2,0.4539,1.525,,,,,0.6194,0.0618,0.0422,0.0748,,,,
1.2,0.4287,1.575,,,,,0.4443,0.0581,0.0349,0.0678,,,,
1.2,0.4056,1.625,,,,,0.4167,0.0589,0.0298,0.066,,,,
1.2,0.3841,1.675,,,,,0.4917,0.056,0.03,0.0635,,,,
1.2,0.3643,1.725,,,,,0.4947,0.0543,0.0334,0.0637,,,,
1.2,0.3459,1.775,,,,,0.3306,0.0511,0.0358,0.0624,,,,
1.2,0.3289,1.825,,,,,0.2327,0.0502,0.035,0.0612,,,,
1.2,0.313,1.875,,,,,0.2673,0.0471,0.0401,0.0619,,,,
1.2,0.2982,1.925,,,,,0.2261,0.0457,0.0414,0.0617,,,,
1.2,0.2844,1.975,,,,,0.3924,0.0447,0.0443,0.0629,,,,
1.2,0.2716,2.025,,,,,0.2638,0.043,0.031,0.053,,,,
1.2,0.2595,2.075,,,,,0.4548,0.042,0.039,0.0573,,,,
1.2,0.2482,2.125,,,,,0.3685,0.0411,0.035,0.054,,,,
1.2,0.2377,2.175,,,,,0.2776,0.0422,0.033,0.0536,,,,
1.2,0.2278,2.225,,,,,0.3526,0.0428,0.0295,0.052,,,,
1.2,0.2184,2.275,,,,,0.3182,0.0416,0.028,0.0501,,,,
1.2,0.2096,2.325,,,,,0.3114,0.0386,0.0265,0.0468,,,,
1.2,0.2014,2.375,,,,,0.2711,0.0357,0.0256,0.0439,,,,
1.2,0.1936,2.425,,,,,0.2625,0.0328,0.024,0.0406,,,,
1.2,0.1862,2.475,,,,,0.1979,0.0308,0.0236,0.0388,,,,
1.2,0.1793,2.525,,,,,0.2249,0.0299,0.0231,0.0378,,,,
1.2,0.1727,2.575,,,,,0.2459,0.0294,0.0227,0.0371,,,,
1.2,0.1665,2.625,,,,,0.2657,0.0296,0.0219,0.0368,,,,
1.2,0.1606,2.675,,,,,0.2705,0.0293,0.0219,0.0366,,,,
1.2,0.155,2.725,,,,,0.2234,0.0276,0.0218,0.0352,,,,
1.2,0.1496,2.775,,,,,0.1888,0.026,0.0218,0.0339,,,,
1.2,0.1446,2.825,,,,,0.1796,0.0275,0.0226,0.0356,,,,
1.2,0.1398,2.875,,,,,0.1783,0.0279,0.0237,0.0366,,,,
1.2,0.1352,2.925,,,,,0.1693,0.0281,0.0246,0.0373,,,,
1.2,0.1309,2.975,,,,,0.1216,0.0283,0.0245,0.0374,,,,
1.44,0.7895,1.125,,,,,0.0783,0.2515,0.0962,0.2693,,,,
1.44,0.7427,1.175,,,,,-0.2275,0.1094,0.0315,0.1138,,,,
1.44,0.6994,1.225,,,,,-0.0388,0.0778,0.0116,0.0787,,,,
1.44,0.6594,1.275,,,,,0.2245,0.0824,0.0185,0.0845,,,,
1.44,0.6223,1.325,,,,,0.1981,0.0872,0.0288,0.0918,,,,
1.44,0.588,1.375,,,,,0.1111,0.0907,0.0382,0.0984,,,,
1.44,0.5562,1.425,,,,,0.4224,0.0771,0.0395,0.0866,,,,
1.44,0.5267,1.475,,,,,0.6032,0.0696,0.0618,0.0931,,,,
1.44,0.4993,1.525,,,,,0.4658,0.056,0.0364,0.0668,,,,
1.44,0.4739,1.575,,,,,0.4805,0.055,0.0319,0.0636,,,,
1.44,0.4502,1.625,,,,,0.4328,0.0524,0.0304,0.0606,,,,
1.44,0.4281,1.675,,,,,0.3843,0.0513,0.0272,0.0581,,,,
1.44,0.4075,1.725,,,,,0.4789,0.0477,0.0309,0.0568,,,,
1.44,0.3883,1.775,,,,,0.3996,0.0478,0.0338,0.0585,,,,
1.44,0.3703,1.825,,,,,0.4388,0.0482,0.0417,0.0637,,,,
1.44,0.3535,1.875,,,,,0.2458,0.0447,0.0431,0.0621,,,,
1.44,0.3377,1.925,,,,,0.2682,0.0417,0.0444,0.0609,,,,
1.44,0.323,1.975,,,,,0.2877,0.0393,0.0455,0.0601,,,,
1.44,0.3091,2.025,,,,,0.3225,0.0385,0.031,0.0494,,,,
1.44,0.2961,2.075,,,,,0.304,0.0354,0.0391,0.0527,,,,
1.44,0.2838,2.125,,,,,0.2972,0.0359,0.0348,0.05,,,,
1.44,0.2723,2.175,,,,,0.332,0.0383,0.0326,0.0503,,,,
1.44,0.2614,2.225,,,,,0.3523,0.0388,0.0315,0.05,,,,
1.44,0.2511,2.275,,,,,0.3454,0.0357,0.0298,0.0465,,,,
1.44,0.2415,2.325,,,,,0.2513,0.0343,0.0292,0.045,,,,
1.44,0.2323,2.375,,,,,0.3296,0.0326,0.0288,0.0435,,,,
1.44,0.2236,2.425,,,,,0.2628,0.0317,0.0278,0.0422,,,,
1.44,0.2154,2.475,,,,,0.2731,0.0324,0.0268,0.042,,,,
1.44,0.2077,2.525,,,,,0.2461,0.0317,0.0266,0.0414,,,,
1.44,0.2003,2.575,,,,,0.3025,0.0323,0.0282,0.0429,,,,
1.44,0.1933,2.625,,,,,0.2805,0.0323,0.0287,0.0432,,,,
1.44,0.1867,2.675,,,,,0.2717,0.0312,0.0285,0.0423,,,,
1.44,0.1804,2.725,,,,,0.2992,0.0321,0.0289,0.0432,,,,
1.44,0.1744,2.775,,,,,0.2652,0.0298,0.0302,0.0424,,,,
1.44,0.1686,2.825,,,,,0.2665,0.0322,0.0351,0.0476,,,,
1.44,0.1632,2.875,,,,,0.2628,0.0291,0.0409,0.0502,,,,
1.44,0.158,2.925,,,,,0.2617,0.0358,0.0522,0.0633,,,,
1.71,0.8167,1.125,,,,,0.2085,0.315,0.1281,0.3401,,,,
1.71,0.7741,1.175,,,,,-0.342,0.1361,0.0397,0.1418,,,,
1.71,0.7343,1.225,,,,,-0.0562,0.0807,0.0119,0.0816,,,,
1.71,0.6969,1.275,,,,,0.1479,0.0794,0.02,0.0819,,,,
1.71,0.6618,1.325,,,,,0.1591,0.0825,0.0313,0.0882,,,,
1.71,0.6289,1.375,,,,,0.4748,0.0916,0.0405,0.1002,,,,
1.71,0.5981,1.425,,,,,0.3886,0.0801,0.0408,0.0899,,,,
1.71,0.5422,1.525,,,,,0.615,0.0587,0.0417,0.072,,,,
1.71,0.5168,1.575,,,,,0.3825,0.0575,0.0321,0.0659,,,,
1.71,0.493,1.625,,,,,0.4742,0.058,0.0344,0.0674,,,,
1.71,0.4706,1.675,,,,,0.4614,0.0548,0.0303,0.0626,,,,
1.71,0.4495,1.725,,,,,0.4568,0.0482,0.0327,0.0582,,,,
1.71,0.4298,1.775,,,,,0.5171,0.0487,0.0372,0.0613,,,,
1.71,0.4112,1.825,,,,,0.3595,0.0454,0.043,0.0625,,,,
1.71,0.3937,1.875,,,,,0.36,0.0429,0.047,0.0636,,,,
1.71,0.3772,1.925,,,,,0.3624,0.039,0.0469,0.061,,,,
1.71,0.3616,1.975,,,,,0.3297,0.0387,0.0473,0.0611,,,,
1.71,0.3469,2.025,,,,,0.3129,0.0363,0.0324,0.0487,,,,
1.71,0.3331,2.075,,,,,0.3317,0.0357,0.0427,0.0557,,,,
1.71,0.32,2.125,,,,,0.3558,0.0358,0.0375,0.0518,,,,
1.71,0.3076,2.175,,,,,0.3046,0.0352,0.0343,0.0491,,,,
1.71,0.2959,2.225,,,,,0.3384,0.0353,0.0333,0.0485,,,,
1.71,0.2848,2.275,,,,,0.3484,0.0345,0.0324,0.0473,,,,
1.71,0.2743,2.325,,,,,0.3261,0.0357,0.0328,0.0485,,,,
1.71,0.2643,2.375,,,,,0.3601,0.033,0.0316,0.0457,,,,
1.71,0.2549,2.425,,,,,0.2998,0.032,0.0314,0.0448,,,,
1.71,0.2459,2.475,,,,,0.2816,0.0299,0.031,0.0431,,,,
1.71,0.2374,2.525,,,,,0.3981,0.0308,0.0309,0.0436,,,,
1.71,0.2293,2.575,,,,,0.3125,0.031,0.0298,0.043,,,,
1.71,0.2215,2.625,,,,,0.3339,0.031,0.0304,0.0434,,,,
1.71,0.2142,2.675,,,,,0.2994,0.0302,0.0311,0.0434,,,,
1.71,0.2072,2.725,,,,,0.3256,0.0297,0.0343,0.0454,,,,
1.71,0.2005,2.775,,,,,0.2652,0.0287,0.0363,0.0463,,,,
1.71,0.1941,2.825,,,,,0.2752,0.0312,0.0436,0.0536,,,,
1.71,0.188,2.875,,,,,0.1964,0.0373,0.0445,0.0581,,,,
1.71,0.1822,2.925,,,,,0.2669,0.0648,0.0814,0.104,,,,
2.05,0.8043,1.175,,,,,-0.0857,0.1309,0.0261,0.1335,,,,
2.05,0.7681,1.225,,,,,0.0962,0.0922,0.0129,0.0931,,,,
2.05,0.7337,1.275,,,,,0.151,0.092,0.0236,0.095,,,,
2.05,0.7011,1.325,,,,,0.3314,0.0982,0.0381,0.1053,,,,
2.05,0.6702,1.375,,,,,0.5272,0.1136,0.0503,0.1242,,,,
2.05,0.6409,1.425,,,,,0.4717,0.0918,0.0427,0.1012,,,,
2.05,0.6131,1.475,,,,,0.5904,0.0794,0.0668,0.1038,,,,
2.05,0.5867,1.525,,,,,0.5637,0.0579,0.0434,0.0724,,,,
2.05,0.5618,1.575,,,,,0.4049,0.0539,0.0334,0.0634,,,,
2.05,0.5382,1.625,,,,,0.406,0.0531,0.0319,0.0619,,,,
2.05,0.5159,1.675,,,,,0.5831,0.0535,0.0304,0.0615,,,,
2.05,0.4947,1.725,,,,,0.5922,0.0525,0.0363,0.0638,,,,
2.05,0.4747,1.775,,,,,0.5368,0.0482,0.0371,0.0608,,,,
2.05,0.4557,1.825,,,,,0.3481,0.0479,0.0455,0.0661,,,,
2.05,0.4377,1.875,,,,,0.3053,0.0449,0.0488,0.0663,,,,
2.05,0.4206,1.925,,,,,0.3126,0.0441,0.049,0.0659,,,,
2.05,0.4044,1.975,,,,,0.4396,0.0443,0.0497,0.0666,,,,
2.05,0.3891,2.025,,,,,0.3569,0.0446,0.0363,0.0575,,,,
2.05,0.3745,2.075,,,,,0.4422,0.0424,0.0488,0.0646,,,,
2.05,0.3607,2.125,,,,,0.4429,0.0401,0.0427,0.0586,,,,
2.05,0.3475,2.175,,,,,0.4281,0.0398,0.0397,0.0562,,,,
2.05,0.335,2.225,,,,,0.397,0.0396,0.0387,0.0554,,,,
2.05,0.3231,2.275,,,,,0.3977,0.0362,0.036,0.0511,,,,
2.05,0.3118,2.325,,,,,0.3891,0.0353,0.0352,0.0499,,,,
2.05,0.3011,2.375,,,,,0.3315,0.0337,0.0337,0.0477,,,,
2.05,0.2908,2.425,,,,,0.4384,0.034,0.034,0.0481,,,,
