W,x,Q2,A1,dA1(stat),dA1(sys)
1.465,0.2817,0.496,0.1913,0.1221,0.0357
1.475,0.2771,0.496,0.3082,0.1161,0.0446
1.485,0.2726,0.496,0.2246,0.1072,0.0342
1.495,0.2682,0.496,0.1845,0.1059,0.0299
1.505,0.2639,0.496,0.2429,0.0989,0.0327
1.515,0.2598,0.496,0.1525,0.0978,0.0277
1.525,0.2557,0.496,0.1448,0.1002,0.0288
1.535,0.2517,0.496,0.4238,0.1022,0.0501
1.545,0.2478,0.496,0.3272,0.1071,0.0441
1.555,0.2441,0.496,0.2555,0.1104,0.0388
1.565,0.2404,0.496,0.2378,0.112,0.0371
1.575,0.2368,0.496,0.2216,0.1228,0.0363
1.585,0.2332,0.496,0.0679,0.1263,0.0268
1.595,0.2298,0.496,0.2976,0.146,0.04
1.085,0.667,0.592,0.6206,0.6709,0.7896
1.095,0.651,0.592,0.9249,0.5288,0.3182
1.105,0.6357,0.592,-0.3007,0.4757,0.4522
1.115,0.6209,0.592,-0.0202,0.4476,0.2771
1.125,0.6066,0.592,-0.0766,0.3756,0.2022
1.135,0.5929,0.592,-0.018,0.3511,0.1451
1.145,0.5797,0.592,0.058,0.3114,0.1169
1.155,0.5669,0.592,-0.1357,0.2423,0.0839
1.165,0.5546,0.592,-0.1409,0.2409,0.0701
1.175,0.5427,0.592,-0.4105,0.2023,0.0764
1.185,0.5312,0.592,-0.5039,0.1761,0.0806
1.195,0.5201,0.592,-0.2269,0.1587,0.0488
1.205,0.5093,0.592,-0.5139,0.1484,0.078
1.215,0.4989,0.592,-0.4985,0.1369,0.0742
1.225,0.4889,0.592,-0.5385,0.1373,0.079
1.235,0.4792,0.592,-0.5004,0.1384,0.0745
1.245,0.4697,0.592,-0.0888,0.1305,0.0346
1.255,0.4606,0.592,-0.5315,0.1323,0.0778
1.265,0.4517,0.592,-0.5942,0.135,0.0874
1.275,0.4431,0.592,-0.4166,0.1372,0.0651
1.285,0.4348,0.592,-0.0374,0.14,0.0341
1.295,0.4267,0.592,-0.0613,0.1453,0.0328
1.305,0.4189,0.592,-0.0931,0.1494,0.0326
1.315,0.4113,0.592,-0.3341,0.1515,0.054
1.325,0.4038,0.592,-0.0758,0.1528,0.03
1.335,0.3966,0.592,-0.0327,0.1587,0.0278
1.345,0.3897,0.592,-0.2891,0.1588,0.0478
1.355,0.3828,0.592,-0.111,0.1499,0.0328
1.365,0.3762,0.592,0.1923,0.1464,0.0386
1.375,0.3698,0.592,-0.0224,0.1489,0.0315
1.385,0.3635,0.592,0.1333,0.1566,0.0365
1.395,0.3574,0.592,0.0191,0.1568,0.032
1.405,0.3515,0.592,0.2369,0.1398,0.0422
1.415,0.3457,0.592,0.0517,0.1426,0.0322
1.425,0.3401,0.592,0.0901,0.1566,0.0336
1.435,0.3346,0.592,0.0138,0.1518,0.0303
1.445,0.3292,0.592,0.0039,0.1497,0.0292
1.455,0.324,0.592,0.6881,0.1507,0.0857
1.465,0.3189,0.592,0.2048,0.1527,0.0369
1.475,0.3139,0.592,0.455,0.1625,0.06
1.485,0.3091,0.592,0.2794,0.1735,0.042
1.495,0.3043,0.592,0.3931,0.1731,0.0485
