Unnamed: 0,Q2,x,W,Eb,g1,dg1(stat),dg1(sys),dg1(model),dg1(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot),Experiment
4903,0.244,0.1059,1.715,,,,,,,0.011,0.0701,0.0152,0.0717,,,,,CLAS_EG1b
4904,0.244,0.1044,1.725,,,,,,,-0.0512,0.0692,0.0149,0.0708,,,,,CLAS_EG1b
4905,0.244,0.1028,1.735,,,,,,,-0.0413,0.0732,0.0154,0.0748,,,,,CLAS_EG1b
4906,0.292,0.497,1.085,,,,,,,0.0733,0.1539,0.2259,0.2733,,,,,CLAS_EG1b
4907,0.292,0.4792,1.095,,,,,,,-0.0364,0.1416,0.1701,0.2213,,,,,CLAS_EG1b
4908,0.292,0.4625,1.105,,,,,,,0.3308,0.1264,0.0978,0.1598,,,,,CLAS_EG1b
4909,0.292,0.4468,1.115,,,,,,,0.1457,0.1207,0.0631,0.1362,,,,,CLAS_EG1b
4910,0.292,0.432,1.125,,,,,,,0.1255,0.1114,0.0591,0.1261,,,,,CLAS_EG1b
4911,0.292,0.418,1.135,,,,,,,-0.0198,0.099,0.0414,0.1073,,,,,CLAS_EG1b
4912,0.292,0.4048,1.145,,,,,,,-0.1652,0.0895,0.0436,0.0996,,,,,CLAS_EG1b
4913,0.292,0.3923,1.155,,,,,,,0.05,0.0854,0.0329,0.0915,,,,,CLAS_EG1b
4914,0.292,0.3805,1.165,,,,,,,-0.143,0.0761,0.033,0.0829,,,,,CLAS_EG1b
4915,0.292,0.3692,1.175,,,,,,,-0.1354,0.0685,0.032,0.0756,,,,,CLAS_EG1b
4916,0.292,0.3585,1.185,,,,,,,-0.2241,0.0636,0.0521,0.0822,,,,,CLAS_EG1b
4917,0.292,0.3483,1.195,,,,,,,-0.1721,0.0583,0.0397,0.0705,,,,,CLAS_EG1b
4918,0.292,0.3386,1.205,,,,,,,-0.1298,0.0562,0.0294,0.0634,,,,,CLAS_EG1b
4919,0.292,0.3294,1.215,,,,,,,-0.1421,0.0531,0.0317,0.0618,,,,,CLAS_EG1b
4920,0.292,0.3206,1.225,,,,,,,-0.2519,0.0531,0.0575,0.0783,,,,,CLAS_EG1b
4921,0.292,0.3121,1.235,,,,,,,-0.2069,0.0546,0.0465,0.0717,,,,,CLAS_EG1b
4922,0.292,0.3041,1.245,,,,,,,-0.2723,0.0558,0.062,0.0834,,,,,CLAS_EG1b
4923,0.292,0.2964,1.255,,,,,,,-0.2103,0.0571,0.0478,0.0745,,,,,CLAS_EG1b
4924,0.292,0.289,1.265,,,,,,,-0.1598,0.0608,0.0361,0.0707,,,,,CLAS_EG1b
4925,0.292,0.2819,1.275,,,,,,,-0.181,0.062,0.0413,0.0745,,,,,CLAS_EG1b
4926,0.292,0.2751,1.285,,,,,,,-0.2093,0.0671,0.0483,0.0827,,,,,CLAS_EG1b
4927,0.292,0.2686,1.295,,,,,,,-0.1498,0.0689,0.034,0.0768,,,,,CLAS_EG1b
4928,0.292,0.2623,1.305,,,,,,,0.0129,0.0714,0.0148,0.0729,,,,,CLAS_EG1b
4929,0.292,0.2563,1.315,,,,,,,0.0126,0.0731,0.0153,0.0747,,,,,CLAS_EG1b
4930,0.292,0.2504,1.325,,,,,,,-0.122,0.0749,0.0288,0.0802,,,,,CLAS_EG1b
4931,0.292,0.2449,1.335,,,,,,,-0.0598,0.078,0.0189,0.0803,,,,,CLAS_EG1b
4932,0.292,0.2395,1.345,,,,,,,-0.0277,0.0771,0.017,0.079,,,,,CLAS_EG1b
4933,0.292,0.2343,1.355,,,,,,,-0.1505,0.0786,0.0322,0.0849,,,,,CLAS_EG1b
4934,0.292,0.2293,1.365,,,,,,,-0.1239,0.0784,0.0262,0.0827,,,,,CLAS_EG1b
4935,0.292,0.2245,1.375,,,,,,,0.1617,0.0798,0.0353,0.0873,,,,,CLAS_EG1b
4936,0.292,0.2198,1.385,,,,,,,0.0378,0.0807,0.017,0.0825,,,,,CLAS_EG1b
4937,0.292,0.2153,1.395,,,,,,,-0.001,0.0789,0.0146,0.0802,,,,,CLAS_EG1b
4938,0.292,0.2109,1.405,,,,,,,0.0607,0.0756,0.0171,0.0775,,,,,CLAS_EG1b
4939,0.292,0.2067,1.415,,,,,,,-0.0603,0.0758,0.0162,0.0775,,,,,CLAS_EG1b
4940,0.292,0.2027,1.425,,,,,,,0.0333,0.0744,0.0141,0.0757,,,,,CLAS_EG1b
4941,0.292,0.1987,1.435,,,,,,,0.156,0.0715,0.0271,0.0765,,,,,CLAS_EG1b
4942,0.292,0.1949,1.445,,,,,,,-0.0586,0.0705,0.0186,0.0729,,,,,CLAS_EG1b
4943,0.292,0.1912,1.455,,,,,,,0.0625,0.0683,0.0181,0.0707,,,,,CLAS_EG1b
4944,0.292,0.1876,1.465,,,,,,,0.1952,0.0661,0.03,0.0726,,,,,CLAS_EG1b
4945,0.292,0.1841,1.475,,,,,,,-0.0308,0.0654,0.0108,0.0663,,,,,CLAS_EG1b
4946,0.292,0.1807,1.485,,,,,,,0.1631,0.0623,0.0221,0.0661,,,,,CLAS_EG1b
4947,0.292,0.1775,1.495,,,,,,,-0.0031,0.0591,0.0106,0.06,,,,,CLAS_EG1b
4948,0.292,0.1743,1.505,,,,,,,0.1284,0.0575,0.0173,0.06,,,,,CLAS_EG1b
4949,0.292,0.1712,1.515,,,,,,,0.108,0.0558,0.0145,0.0577,,,,,CLAS_EG1b
4950,0.292,0.1682,1.525,,,,,,,0.2219,0.0553,0.024,0.0603,,,,,CLAS_EG1b
4951,0.292,0.1653,1.535,,,,,,,0.1201,0.0576,0.0174,0.0602,,,,,CLAS_EG1b
4952,0.292,0.1625,1.545,,,,,,,0.1699,0.0604,0.0225,0.0645,,,,,CLAS_EG1b
4953,0.292,0.1597,1.555,,,,,,,0.0926,0.0585,0.0181,0.0612,,,,,CLAS_EG1b
4954,0.292,0.157,1.565,,,,,,,0.0563,0.0601,0.016,0.0622,,,,,CLAS_EG1b
4955,0.292,0.1544,1.575,,,,,,,0.1222,0.0635,0.0197,0.0665,,,,,CLAS_EG1b
4956,0.292,0.1519,1.585,,,,,,,-0.0244,0.0662,0.0142,0.0677,,,,,CLAS_EG1b
4957,0.292,0.1494,1.595,,,,,,,-0.0058,0.0635,0.0149,0.0652,,,,,CLAS_EG1b
4958,0.292,0.147,1.605,,,,,,,0.1229,0.0645,0.0208,0.0678,,,,,CLAS_EG1b
4959,0.292,0.1447,1.615,,,,,,,0.0975,0.0652,0.0191,0.0679,,,,,CLAS_EG1b
4960,0.292,0.1424,1.625,,,,,,,0.044,0.0638,0.0163,0.0658,,,,,CLAS_EG1b
4961,0.292,0.1401,1.635,,,,,,,0.0381,0.0684,0.0158,0.0702,,,,,CLAS_EG1b
4962,0.292,0.138,1.645,,,,,,,0.0852,0.0646,0.0177,0.067,,,,,CLAS_EG1b
4963,0.292,0.1359,1.655,,,,,,,0.1131,0.0644,0.019,0.0671,,,,,CLAS_EG1b
4964,0.292,0.1338,1.665,,,,,,,0.0714,0.0649,0.0169,0.0671,,,,,CLAS_EG1b
4965,0.292,0.1318,1.675,,,,,,,0.0457,0.0623,0.0158,0.0643,,,,,CLAS_EG1b
4966,0.292,0.1298,1.685,,,,,,,-0.0402,0.0646,0.0149,0.0663,,,,,CLAS_EG1b
4967,0.292,0.1279,1.695,,,,,,,0.0261,0.0656,0.016,0.0675,,,,,CLAS_EG1b
4968,0.292,0.126,1.705,,,,,,,-0.0027,0.0655,0.0156,0.0673,,,,,CLAS_EG1b
4969,0.348,0.5408,1.085,,,,,,,-0.0503,0.1501,0.3609,0.3909,,,,,CLAS_EG1b
4970,0.348,0.5231,1.095,,,,,,,0.1698,0.1296,0.0758,0.1501,,,,,CLAS_EG1b
4971,0.348,0.5063,1.105,,,,,,,-0.0195,0.1264,0.0989,0.1605,,,,,CLAS_EG1b
4972,0.348,0.4905,1.115,,,,,,,-0.0126,0.1096,0.0687,0.1294,,,,,CLAS_EG1b
4973,0.348,0.4755,1.125,,,,,,,-0.166,0.11,0.0711,0.131,,,,,CLAS_EG1b
4974,0.348,0.4612,1.135,,,,,,,-0.0682,0.0974,0.0412,0.1058,,,,,CLAS_EG1b
4975,0.348,0.4477,1.145,,,,,,,0.1402,0.0872,0.0525,0.1018,,,,,CLAS_EG1b
4976,0.348,0.4348,1.155,,,,,,,-0.0267,0.081,0.0205,0.0836,,,,,CLAS_EG1b
4977,0.348,0.4226,1.165,,,,,,,-0.0861,0.0742,0.0211,0.0771,,,,,CLAS_EG1b
4978,0.348,0.4109,1.175,,,,,,,-0.1778,0.0649,0.0375,0.075,,,,,CLAS_EG1b
4979,0.348,0.3998,1.185,,,,,,,-0.1231,0.0612,0.027,0.0669,,,,,CLAS_EG1b
4980,0.348,0.3891,1.195,,,,,,,-0.2861,0.0573,0.0608,0.0835,,,,,CLAS_EG1b
4981,0.348,0.379,1.205,,,,,,,-0.2429,0.0528,0.0501,0.0728,,,,,CLAS_EG1b
4982,0.348,0.3692,1.215,,,,,,,-0.226,0.0516,0.0459,0.0691,,,,,CLAS_EG1b
4983,0.348,0.3599,1.225,,,,,,,-0.2092,0.0499,0.0417,0.065,,,,,CLAS_EG1b
4984,0.348,0.351,1.235,,,,,,,-0.2726,0.051,0.0552,0.0752,,,,,CLAS_EG1b
4985,0.348,0.3424,1.245,,,,,,,-0.2031,0.0519,0.0411,0.0662,,,,,CLAS_EG1b
4986,0.348,0.3342,1.255,,,,,,,-0.216,0.0537,0.0457,0.0705,,,,,CLAS_EG1b
4987,0.348,0.3263,1.265,,,,,,,-0.0974,0.0568,0.0207,0.0605,,,,,CLAS_EG1b
4988,0.348,0.3187,1.275,,,,,,,-0.1428,0.0606,0.0312,0.0682,,,,,CLAS_EG1b
4989,0.348,0.3114,1.285,,,,,,,-0.1592,0.0625,0.0337,0.071,,,,,CLAS_EG1b
4990,0.348,0.3044,1.295,,,,,,,-0.1523,0.065,0.0332,0.073,,,,,CLAS_EG1b
4991,0.348,0.2976,1.305,,,,,,,-0.0445,0.066,0.0155,0.0678,,,,,CLAS_EG1b
4992,0.348,0.2911,1.315,,,,,,,-0.0971,0.0682,0.0227,0.0719,,,,,CLAS_EG1b
4993,0.348,0.2848,1.325,,,,,,,-0.0066,0.0701,0.018,0.0724,,,,,CLAS_EG1b
4994,0.348,0.2787,1.335,,,,,,,-0.018,0.0735,0.0181,0.0757,,,,,CLAS_EG1b
4995,0.348,0.2729,1.345,,,,,,,0.0501,0.0744,0.0206,0.0772,,,,,CLAS_EG1b
4996,0.348,0.2672,1.355,,,,,,,0.0698,0.0753,0.0219,0.0784,,,,,CLAS_EG1b
4997,0.348,0.2618,1.365,,,,,,,0.0247,0.0745,0.0172,0.0765,,,,,CLAS_EG1b
4998,0.348,0.2565,1.375,,,,,,,0.1504,0.0738,0.0314,0.0802,,,,,CLAS_EG1b
4999,0.348,0.2514,1.385,,,,,,,0.2031,0.074,0.0369,0.0827,,,,,CLAS_EG1b
5000,0.348,0.2464,1.395,,,,,,,-0.0182,0.073,0.0154,0.0746,,,,,CLAS_EG1b
5001,0.348,0.2416,1.405,,,,,,,0.278,0.0735,0.0449,0.0861,,,,,CLAS_EG1b
5002,0.348,0.237,1.415,,,,,,,-0.0172,0.072,0.0145,0.0734,,,,,CLAS_EG1b
5003,0.348,0.2325,1.425,,,,,,,0.1229,0.0699,0.0227,0.0735,,,,,CLAS_EG1b
5004,0.348,0.2281,1.435,,,,,,,0.1641,0.0697,0.0292,0.0756,,,,,CLAS_EG1b
5005,0.348,0.2239,1.445,,,,,,,0.0223,0.066,0.0178,0.0684,,,,,CLAS_EG1b
5006,0.348,0.2198,1.455,,,,,,,0.0627,0.066,0.0185,0.0685,,,,,CLAS_EG1b
5007,0.348,0.2158,1.465,,,,,,,0.0777,0.0644,0.0174,0.0667,,,,,CLAS_EG1b
5008,0.348,0.2119,1.475,,,,,,,0.17,0.0626,0.0259,0.0677,,,,,CLAS_EG1b
5009,0.348,0.2082,1.485,,,,,,,0.0866,0.0598,0.0161,0.0619,,,,,CLAS_EG1b
5010,0.348,0.2045,1.495,,,,,,,0.0982,0.0606,0.0168,0.0629,,,,,CLAS_EG1b
5011,0.348,0.201,1.505,,,,,,,0.1654,0.0575,0.0215,0.0614,,,,,CLAS_EG1b
5012,0.348,0.1976,1.515,,,,,,,0.1545,0.0545,0.0183,0.0575,,,,,CLAS_EG1b
5013,0.348,0.1942,1.525,,,,,,,0.1809,0.0558,0.0209,0.0596,,,,,CLAS_EG1b
5014,0.348,0.1909,1.535,,,,,,,0.0636,0.0569,0.0149,0.0588,,,,,CLAS_EG1b
5015,0.348,0.1878,1.545,,,,,,,0.0267,0.0641,0.0163,0.0661,,,,,CLAS_EG1b
5016,0.348,0.1847,1.555,,,,,,,0.1982,0.0625,0.027,0.0681,,,,,CLAS_EG1b
5017,0.348,0.1817,1.565,,,,,,,0.1793,0.0643,0.0256,0.0692,,,,,CLAS_EG1b
5018,0.348,0.1787,1.575,,,,,,,0.1907,0.0641,0.0261,0.0692,,,,,CLAS_EG1b
5019,0.348,0.1759,1.585,,,,,,,0.0345,0.0667,0.0166,0.0687,,,,,CLAS_EG1b
5020,0.348,0.1731,1.595,,,,,,,0.1373,0.0663,0.023,0.0702,,,,,CLAS_EG1b
5021,0.348,0.1704,1.605,,,,,,,0.1375,0.0647,0.0229,0.0686,,,,,CLAS_EG1b
5022,0.348,0.1678,1.615,,,,,,,0.1626,0.0664,0.0249,0.0709,,,,,CLAS_EG1b
5023,0.348,0.1652,1.625,,,,,,,0.0128,0.0635,0.0167,0.0657,,,,,CLAS_EG1b
5024,0.348,0.1627,1.635,,,,,,,0.2278,0.0632,0.0281,0.0692,,,,,CLAS_EG1b
5025,0.348,0.1602,1.645,,,,,,,-0.0213,0.067,0.0155,0.0688,,,,,CLAS_EG1b
5026,0.348,0.1578,1.655,,,,,,,0.1277,0.063,0.0209,0.0664,,,,,CLAS_EG1b
5027,0.348,0.1555,1.665,,,,,,,0.1115,0.0658,0.0203,0.0689,,,,,CLAS_EG1b
5028,0.416,0.5847,1.085,,,,,,,0.0132,0.1518,0.2602,0.3012,,,,,CLAS_EG1b
5029,0.416,0.5673,1.095,,,,,,,0.0605,0.1318,0.1026,0.167,,,,,CLAS_EG1b
5030,0.416,0.5508,1.105,,,,,,,-0.2077,0.1246,0.1375,0.1856,,,,,CLAS_EG1b
5031,0.416,0.535,1.115,,,,,,,0.0475,0.1078,0.0549,0.121,,,,,CLAS_EG1b
5032,0.416,0.5201,1.125,,,,,,,0.0312,0.1042,0.0446,0.1133,,,,,CLAS_EG1b
5033,0.416,0.5058,1.135,,,,,,,-0.0476,0.0977,0.0387,0.1051,,,,,CLAS_EG1b
5034,0.416,0.4921,1.145,,,,,,,-0.1254,0.0896,0.0315,0.095,,,,,CLAS_EG1b
5035,0.416,0.4791,1.155,,,,,,,-0.068,0.0809,0.0224,0.0839,,,,,CLAS_EG1b
5036,0.416,0.4666,1.165,,,,,,,-0.1526,0.0691,0.0288,0.0749,,,,,CLAS_EG1b
5037,0.416,0.4547,1.175,,,,,,,-0.2454,0.0632,0.0458,0.0781,,,,,CLAS_EG1b
5038,0.416,0.4433,1.185,,,,,,,-0.0956,0.0576,0.0203,0.0611,,,,,CLAS_EG1b
5039,0.416,0.4323,1.195,,,,,,,-0.102,0.0547,0.0201,0.0583,,,,,CLAS_EG1b
5040,0.416,0.4218,1.205,,,,,,,-0.2021,0.0514,0.0369,0.0633,,,,,CLAS_EG1b
5041,0.416,0.4117,1.215,,,,,,,-0.1812,0.0494,0.0329,0.0594,,,,,CLAS_EG1b
5042,0.416,0.402,1.225,,,,,,,-0.1724,0.0489,0.0315,0.0582,,,,,CLAS_EG1b
5043,0.416,0.3926,1.235,,,,,,,-0.2393,0.0497,0.0427,0.0655,,,,,CLAS_EG1b
5044,0.416,0.3837,1.245,,,,,,,-0.287,0.0499,0.0518,0.0719,,,,,CLAS_EG1b
5045,0.416,0.375,1.255,,,,,,,-0.249,0.0542,0.0461,0.0712,,,,,CLAS_EG1b
5046,0.416,0.3667,1.265,,,,,,,-0.1734,0.0517,0.0314,0.0605,,,,,CLAS_EG1b
5047,0.416,0.3587,1.275,,,,,,,-0.1873,0.0561,0.0348,0.066,,,,,CLAS_EG1b
5048,0.416,0.3509,1.285,,,,,,,-0.0806,0.0593,0.0179,0.0619,,,,,CLAS_EG1b
5049,0.416,0.3434,1.295,,,,,,,-0.0939,0.0618,0.0198,0.0649,,,,,CLAS_EG1b
5050,0.416,0.3362,1.305,,,,,,,-0.0725,0.0645,0.0186,0.0671,,,,,CLAS_EG1b
5051,0.416,0.3292,1.315,,,,,,,0.004,0.0665,0.0158,0.0684,,,,,CLAS_EG1b
5052,0.416,0.3225,1.325,,,,,,,-0.0506,0.0669,0.0198,0.0698,,,,,CLAS_EG1b
5053,0.416,0.316,1.335,,,,,,,-0.0139,0.0687,0.019,0.0713,,,,,CLAS_EG1b
5054,0.416,0.3097,1.345,,,,,,,0.0137,0.0703,0.0184,0.0727,,,,,CLAS_EG1b
5055,0.416,0.3036,1.355,,,,,,,0.1466,0.0724,0.0301,0.0784,,,,,CLAS_EG1b
5056,0.416,0.2977,1.365,,,,,,,-0.0638,0.0711,0.0194,0.0737,,,,,CLAS_EG1b
5057,0.416,0.2919,1.375,,,,,,,0.1388,0.0732,0.0285,0.0786,,,,,CLAS_EG1b
5058,0.416,0.2864,1.385,,,,,,,0.0618,0.0729,0.0191,0.0754,,,,,CLAS_EG1b
5059,0.416,0.281,1.395,,,,,,,0.0425,0.071,0.0176,0.0731,,,,,CLAS_EG1b
5060,0.416,0.2758,1.405,,,,,,,0.0688,0.0716,0.0214,0.0747,,,,,CLAS_EG1b
5061,0.416,0.2707,1.415,,,,,,,0.2223,0.0739,0.0348,0.0817,,,,,CLAS_EG1b
5062,0.416,0.2658,1.425,,,,,,,0.0507,0.078,0.0171,0.0799,,,,,CLAS_EG1b
5063,0.416,0.2611,1.435,,,,,,,0.1504,0.0734,0.0278,0.0785,,,,,CLAS_EG1b
5064,0.416,0.2564,1.445,,,,,,,0.1508,0.072,0.0274,0.077,,,,,CLAS_EG1b
5065,0.416,0.2519,1.455,,,,,,,0.0623,0.0694,0.0192,0.072,,,,,CLAS_EG1b
5066,0.416,0.2475,1.465,,,,,,,0.1434,0.0676,0.0243,0.0718,,,,,CLAS_EG1b
5067,0.416,0.2433,1.475,,,,,,,0.2367,0.0643,0.0325,0.072,,,,,CLAS_EG1b
5068,0.416,0.2391,1.485,,,,,,,0.148,0.0671,0.0234,0.0711,,,,,CLAS_EG1b
5069,0.416,0.2351,1.495,,,,,,,0.2136,0.0649,0.0278,0.0706,,,,,CLAS_EG1b
5070,0.416,0.2312,1.505,,,,,,,0.193,0.0623,0.0243,0.0669,,,,,CLAS_EG1b
5071,0.416,0.2274,1.515,,,,,,,0.1501,0.0628,0.0206,0.0661,,,,,CLAS_EG1b
5072,0.416,0.2237,1.525,,,,,,,0.2056,0.0635,0.0248,0.0682,,,,,CLAS_EG1b
5073,0.416,0.22,1.535,,,,,,,0.0236,0.0638,0.0146,0.0654,,,,,CLAS_EG1b
5074,0.416,0.2165,1.545,,,,,,,0.3168,0.0639,0.0364,0.0735,,,,,CLAS_EG1b
5075,0.416,0.2131,1.555,,,,,,,0.0485,0.0651,0.0183,0.0676,,,,,CLAS_EG1b
5076,0.416,0.2097,1.565,,,,,,,0.2841,0.0675,0.0351,0.0761,,,,,CLAS_EG1b
5077,0.416,0.2065,1.575,,,,,,,0.0982,0.0678,0.0205,0.0708,,,,,CLAS_EG1b
5078,0.416,0.2033,1.585,,,,,,,0.0554,0.0699,0.019,0.0724,,,,,CLAS_EG1b
5079,0.416,0.2002,1.595,,,,,,,0.0342,0.0671,0.0187,0.0697,,,,,CLAS_EG1b
5080,0.416,0.1971,1.605,,,,,,,0.3399,0.0701,0.04,0.0807,,,,,CLAS_EG1b
5081,0.416,0.1942,1.615,,,,,,,0.2071,0.0723,0.0289,0.0779,,,,,CLAS_EG1b
5082,0.416,0.1913,1.625,,,,,,,0.1023,0.0733,0.0219,0.0765,,,,,CLAS_EG1b
5083,0.496,0.6267,1.085,,,,,,,-0.149,0.1738,0.3656,0.4048,,,,,CLAS_EG1b
5084,0.496,0.6099,1.095,,,,,,,-0.222,0.1549,0.1934,0.2478,,,,,CLAS_EG1b
5085,0.496,0.5938,1.105,,,,,,,-0.204,0.1394,0.1178,0.1825,,,,,CLAS_EG1b
5086,0.496,0.5784,1.115,,,,,,,-0.1042,0.1228,0.0637,0.1383,,,,,CLAS_EG1b
5087,0.496,0.5637,1.125,,,,,,,0.2586,0.1157,0.0689,0.1347,,,,,CLAS_EG1b
5088,0.496,0.5496,1.135,,,,,,,0.0217,0.1012,0.0313,0.1059,,,,,CLAS_EG1b
5089,0.496,0.536,1.145,,,,,,,-0.0874,0.0936,0.0231,0.0964,,,,,CLAS_EG1b
5090,0.496,0.523,1.155,,,,,,,-0.0554,0.0828,0.0149,0.0841,,,,,CLAS_EG1b
5091,0.496,0.5105,1.165,,,,,,,-0.1672,0.076,0.0273,0.0808,,,,,CLAS_EG1b
5092,0.496,0.4985,1.175,,,,,,,-0.1828,0.0697,0.0304,0.076,,,,,CLAS_EG1b
5093,0.496,0.487,1.185,,,,,,,-0.2356,0.0612,0.0387,0.0724,,,,,CLAS_EG1b
5094,0.496,0.4759,1.195,,,,,,,-0.0899,0.058,0.0162,0.0602,,,,,CLAS_EG1b
5095,0.496,0.4652,1.205,,,,,,,-0.1964,0.056,0.0307,0.0639,,,,,CLAS_EG1b
5096,0.496,0.4548,1.215,,,,,,,-0.1256,0.054,0.0197,0.0575,,,,,CLAS_EG1b
5097,0.496,0.4449,1.225,,,,,,,-0.1182,0.0526,0.0183,0.0557,,,,,CLAS_EG1b
5098,0.496,0.4353,1.235,,,,,,,-0.1279,0.0511,0.0196,0.0547,,,,,CLAS_EG1b
5099,0.496,0.426,1.245,,,,,,,-0.0599,0.0538,0.0122,0.0552,,,,,CLAS_EG1b
5100,0.496,0.4171,1.255,,,,,,,-0.2404,0.0564,0.038,0.068,,,,,CLAS_EG1b
5101,0.496,0.4084,1.265,,,,,,,-0.219,0.059,0.0356,0.0689,,,,,CLAS_EG1b
5102,0.496,0.4,1.275,,,,,,,-0.1633,0.0601,0.0274,0.0661,,,,,CLAS_EG1b
5103,0.496,0.3919,1.285,,,,,,,-0.1257,0.0634,0.0226,0.0673,,,,,CLAS_EG1b
5104,0.496,0.3841,1.295,,,,,,,-0.2352,0.0649,0.0387,0.0756,,,,,CLAS_EG1b
5105,0.496,0.3765,1.305,,,,,,,-0.1777,0.0692,0.0307,0.0757,,,,,CLAS_EG1b
5106,0.496,0.3692,1.315,,,,,,,-0.1918,0.0709,0.0329,0.0782,,,,,CLAS_EG1b
5107,0.496,0.3621,1.325,,,,,,,-0.0045,0.0718,0.0185,0.0741,,,,,CLAS_EG1b
5108,0.496,0.3552,1.335,,,,,,,0.0839,0.0727,0.024,0.0766,,,,,CLAS_EG1b
5109,0.496,0.3485,1.345,,,,,,,0.0571,0.0798,0.0218,0.0827,,,,,CLAS_EG1b
5110,0.496,0.342,1.355,,,,,,,0.1317,0.0778,0.0278,0.0826,,,,,CLAS_EG1b
5111,0.496,0.3357,1.365,,,,,,,0.0045,0.0781,0.0197,0.0805,,,,,CLAS_EG1b
5112,0.496,0.3296,1.375,,,,,,,-0.0546,0.0761,0.0205,0.0788,,,,,CLAS_EG1b
5113,0.496,0.3237,1.385,,,,,,,0.1948,0.0758,0.0312,0.082,,,,,CLAS_EG1b
5114,0.496,0.3179,1.395,,,,,,,0.0203,0.0795,0.0189,0.0817,,,,,CLAS_EG1b
5115,0.496,0.3123,1.405,,,,,,,-0.0306,0.0816,0.0187,0.0837,,,,,CLAS_EG1b
5116,0.496,0.3068,1.415,,,,,,,-0.0636,0.078,0.0194,0.0804,,,,,CLAS_EG1b
5117,0.496,0.3015,1.425,,,,,,,0.1679,0.0802,0.0275,0.0848,,,,,CLAS_EG1b
5118,0.496,0.2964,1.435,,,,,,,0.0423,0.079,0.0189,0.0812,,,,,CLAS_EG1b
5119,0.496,0.2914,1.445,,,,,,,0.1779,0.0788,0.0284,0.0838,,,,,CLAS_EG1b
5120,0.496,0.2865,1.455,,,,,,,0.1236,0.0742,0.0235,0.0778,,,,,CLAS_EG1b
5121,0.496,0.2817,1.465,,,,,,,0.145,0.078,0.0253,0.082,,,,,CLAS_EG1b
5122,0.496,0.2771,1.475,,,,,,,0.221,0.0751,0.032,0.0816,,,,,CLAS_EG1b
5123,0.496,0.2726,1.485,,,,,,,0.1678,0.0701,0.027,0.0751,,,,,CLAS_EG1b
5124,0.496,0.2682,1.495,,,,,,,0.1423,0.07,0.0244,0.0741,,,,,CLAS_EG1b
5125,0.496,0.2639,1.505,,,,,,,0.1819,0.0661,0.0255,0.0708,,,,,CLAS_EG1b
5126,0.496,0.2598,1.515,,,,,,,0.1221,0.0661,0.0208,0.0693,,,,,CLAS_EG1b
5127,0.496,0.2557,1.525,,,,,,,0.118,0.0684,0.0198,0.0712,,,,,CLAS_EG1b
5128,0.496,0.2517,1.535,,,,,,,0.3119,0.0704,0.0349,0.0786,,,,,CLAS_EG1b
5129,0.496,0.2478,1.545,,,,,,,0.2488,0.0746,0.0309,0.0807,,,,,CLAS_EG1b
5130,0.496,0.2441,1.555,,,,,,,0.2021,0.0776,0.0279,0.0825,,,,,CLAS_EG1b
5131,0.496,0.2404,1.565,,,,,,,0.193,0.0794,0.0273,0.084,,,,,CLAS_EG1b
5132,0.496,0.2368,1.575,,,,,,,0.1846,0.0878,0.0274,0.092,,,,,CLAS_EG1b
5133,0.496,0.2332,1.585,,,,,,,0.0765,0.091,0.0216,0.0935,,,,,CLAS_EG1b
5134,0.496,0.2298,1.595,,,,,,,0.2448,0.1061,0.0317,0.1107,,,,,CLAS_EG1b
5135,0.592,0.667,1.085,,,,,,,0.0319,0.1838,0.1784,0.2561,,,,,CLAS_EG1b
5136,0.592,0.651,1.095,,,,,,,0.1417,0.15,0.0694,0.1653,,,,,CLAS_EG1b
5137,0.592,0.6357,1.105,,,,,,,-0.1782,0.1396,0.1002,0.1718,,,,,CLAS_EG1b
5138,0.592,0.6209,1.115,,,,,,,-0.0699,0.1358,0.0552,0.1466,,,,,CLAS_EG1b
5139,0.592,0.6066,1.125,,,,,,,-0.0592,0.1177,0.038,0.1237,,,,,CLAS_EG1b
5140,0.592,0.5929,1.135,,,,,,,-0.0159,0.1135,0.0277,0.1168,,,,,CLAS_EG1b
5141,0.592,0.5797,1.145,,,,,,,0.0171,0.1038,0.0239,0.1065,,,,,CLAS_EG1b
5142,0.592,0.5669,1.155,,,,,,,-0.0425,0.0831,0.0139,0.0843,,,,,CLAS_EG1b
5143,0.592,0.5546,1.165,,,,,,,-0.0441,0.0851,0.0136,0.0862,,,,,CLAS_EG1b
5144,0.592,0.5427,1.175,,,,,,,-0.1423,0.0735,0.0215,0.0766,,,,,CLAS_EG1b
5145,0.592,0.5312,1.185,,,,,,,-0.1809,0.0657,0.0264,0.0708,,,,,CLAS_EG1b
5146,0.592,0.5201,1.195,,,,,,,-0.0823,0.0608,0.0143,0.0625,,,,,CLAS_EG1b
5147,0.592,0.5093,1.205,,,,,,,-0.1993,0.0583,0.0269,0.0642,,,,,CLAS_EG1b
5148,0.592,0.4989,1.215,,,,,,,-0.1973,0.0551,0.0258,0.0608,,,,,CLAS_EG1b
5149,0.592,0.4889,1.225,,,,,,,-0.2184,0.0567,0.0286,0.0635,,,,,CLAS_EG1b
5150,0.592,0.4792,1.235,,,,,,,-0.2078,0.0585,0.0277,0.0647,,,,,CLAS_EG1b
