Q2,x,W,theta,Eb,nu,g1,dg1(stat),dg1(sys),dg1(model),dg1(tot),g2,dg2(stat),dg2(sys),dg2(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot),g2/F1,dg2/F1(stat),dg2/F1(sys),dg2/F1(tot),sigma_LT,dsigma_LT(stat),dsigma_LT(sys),dsigma_LT(tot),sigma_TT,dsigma_TT(stat),dsigma_TT(sys),dsigma_TT(tot),Experiment
0.49284,0.0080220732947856,1.4199,,,,-0.00878,0.03065,0.00919,,,,,,,-0.02039,0.07387,0.02097,,-0.25539,0.12221,0.0951,,,,,,,,,,,,,,CLAS_EG1b
0.49323,0.0080220732947856,1.46,,,,0.04234,0.03257,0.01625,,,,,,,0.09374,0.06942,0.03275,,-0.04129,0.10893,0.11491,,,,,,,,,,,,,,CLAS_EG1b
0.49391,0.0080220732947856,1.5001,,,,-0.00548,0.03446,0.02164,,,,,,,-0.00994,0.06468,0.04141,,-0.14428,0.09718,0.12574,,,,,,,,,,,,,,CLAS_EG1b
0.49416,0.0080220732947856,1.54,,,,-0.0061,0.03922,0.02003,,,,,,,-0.01157,0.07534,0.03794,,-0.12938,0.10871,0.12425,,,,,,,,,,,,,,CLAS_EG1b
0.4934,0.0080220732947856,1.5798,,,,-0.06148,0.0392,0.01468,,,,,,,-0.12119,0.07708,0.02812,,-0.29552,0.10729,0.12048,,,,,,,,,,,,,,CLAS_EG1b
0.49368,0.0080220732947856,1.6198,,,,0.00866,0.04814,0.01739,,,,,,,0.01706,0.09545,0.03291,,-0.09606,0.12871,0.12192,,,,,,,,,,,,,,CLAS_EG1b
0.49442,0.0080220732947856,1.66,,,,-0.0316,0.05201,0.02811,,,,,,,-0.05641,0.09577,0.04858,,-0.14811,0.1254,0.11867,,,,,,,,,,,,,,CLAS_EG1b
0.49439,0.0080220732947856,1.7,,,,-0.04684,0.0526,0.03863,,,,,,,-0.07426,0.08434,0.06307,,-0.15214,0.10775,0.1109,,,,,,,,,,,,,,CLAS_EG1b
0.49437,0.0080220732947856,1.74,,,,-0.09055,0.05234,0.03904,,,,,,,-0.14603,0.08524,0.06301,,-0.21815,0.10653,0.09556,,,,,,,,,,,,,,CLAS_EG1b
0.49477,0.0080220732947856,1.78,,,,-0.05165,0.05202,0.02689,,,,,,,-0.08505,0.08567,0.0433,,-0.13116,0.10495,0.06468,,,,,,,,,,,,,,CLAS_EG1b
0.49526,0.0080220732947856,1.82,,,,-0.08795,0.05208,0.01337,,,,,,,-0.1418,0.08356,0.02025,,-0.18678,0.10057,0.03328,,,,,,,,,,,,,,CLAS_EG1b
0.49576,0.0080220732947856,1.8601,,,,-0.10255,0.05251,0.01061,,,,,,,-0.15831,0.08087,0.01426,,-0.20136,0.0958,0.02059,,,,,,,,,,,,,,CLAS_EG1b
0.49607,0.0080220732947856,1.9,,,,-0.12176,0.05302,0.01112,,,,,,,-0.17797,0.07789,0.01435,,-0.21512,0.09096,0.01715,,,,,,,,,,,,,,CLAS_EG1b
0.49528,0.0080220732947856,1.9397,,,,-0.09554,0.05589,0.01626,,,,,,,-0.1335,0.07816,0.0209,,-0.15188,0.09013,0.02384,,,,,,,,,,,,,,CLAS_EG1b
0.4959,0.0080220732947856,1.9795,,,,-0.08737,0.11184,0.0235,,,,,,,-0.11892,0.14894,0.02949,,-0.12878,0.16987,0.03339,,,,,,,,,,,,,,CLAS_EG1b
0.49595,0.0080220732947856,2.0201,,,,-0.26753,0.12539,0.02714,,,,,,,-0.34156,0.1581,0.03275,,-0.37747,0.1783,0.03634,,,,,,,,,,,,,,CLAS_EG1b
0.49463,0.0080220732947856,2.0599,,,,-0.18052,0.13074,0.02835,,,,,,,-0.21705,0.15714,0.03277,,-0.23421,0.17554,0.03516,,,,,,,,,,,,,,CLAS_EG1b
0.49393,0.0080220732947856,2.0998,,,,-0.06446,0.13757,0.02894,,,,,,,-0.07292,0.15786,0.03274,,-0.07265,0.17483,0.0344,,,,,,,,,,,,,,CLAS_EG1b
0.49414,0.0080220732947856,2.1399,,,,-0.05326,0.14353,0.02975,,,,,,,-0.05321,0.15765,0.03223,,-0.04992,0.17326,0.03358,,,,,,,,,,,,,,CLAS_EG1b
0.49469,0.0080220732947856,2.18,,,,-0.2488,0.14828,0.03345,,,,,,,-0.26082,0.15628,0.03438,,-0.27717,0.17056,0.03586,,,,,,,,,,,,,,CLAS_EG1b
0.49547,0.0080220732947856,2.2201,,,,-0.0102,0.15682,0.03273,,,,,,,-0.00875,0.15911,0.03287,,-0.00231,0.17259,0.03415,,,,,,,,,,,,,,CLAS_EG1b
0.49524,0.0080220732947856,2.2602,,,,-0.20531,0.14772,0.02515,,,,,,,-0.20183,0.14392,0.02402,,-0.21125,0.15511,0.02411,,,,,,,,,,,,,,CLAS_EG1b
0.49514,0.0080220732947856,2.3001,,,,-0.1584,0.12784,0.0232,,,,,,,-0.14661,0.12061,0.02027,,-0.15048,0.12935,0.0198,,,,,,,,,,,,,,CLAS_EG1b
0.49528,0.0080220732947856,2.34,,,,-0.27696,0.12745,0.03055,,,,,,,-0.25254,0.11636,0.02652,,-0.26346,0.1242,0.02699,,,,,,,,,,,,,,CLAS_EG1b
0.49501,0.0080220732947856,2.3801,,,,-0.06414,0.12689,0.03813,,,,,,,-0.05773,0.1123,0.03303,,-0.05574,0.11932,0.03415,,,,,,,,,,,,,,CLAS_EG1b
0.49392,0.0080220732947856,2.42,,,,-0.1136,0.12627,0.03862,,,,,,,-0.09655,0.10853,0.03309,,-0.09651,0.11484,0.03421,,,,,,,,,,,,,,CLAS_EG1b
0.49345,0.0080220732947856,2.4599,,,,-0.05779,0.12885,0.03216,,,,,,,-0.04756,0.10775,0.02682,,-0.04477,0.11359,0.0274,,,,,,,,,,,,,,CLAS_EG1b
0.49398,0.0080220732947856,2.4999,,,,-0.14884,0.13633,0.02588,,,,,,,-0.12032,0.11125,0.02076,,-0.12122,0.11688,0.02077,,,,,,,,,,,,,,CLAS_EG1b
0.49491,0.0080220732947856,2.54,,,,-0.13847,0.14372,0.02531,,,,,,,-0.11024,0.11476,0.01973,,-0.11058,0.12019,0.01964,,,,,,,,,,,,,,CLAS_EG1b
0.49422,0.0080220732947856,2.5794,,,,-0.02623,0.14572,0.02963,,,,,,,-0.02053,0.11426,0.02263,,-0.01681,0.11933,0.02281,,,,,,,,,,,,,,CLAS_EG1b
0.49361,0.0080220732947856,2.6196,,,,-0.35969,0.21777,0.04858,,,,,,,-0.27741,0.16795,0.03653,,-0.28445,0.17491,0.03756,,,,,,,,,,,,,,CLAS_EG1b
0.49398,0.0080220732947856,2.6599,,,,-0.58328,0.29279,0.06348,,,,,,,-0.44423,0.22251,0.04759,,-0.45743,0.23119,0.04914,,,,,,,,,,,,,,CLAS_EG1b
0.49397,0.0080220732947856,2.6999,,,,-0.37255,0.33724,0.05864,,,,,,,-0.2787,0.25237,0.04347,,-0.28475,0.26159,0.04479,,,,,,,,,,,,,,CLAS_EG1b
0.49382,0.0080220732947856,2.7399,,,,-0.44003,0.37355,0.09998,,,,,,,-0.32471,0.27529,0.07241,,-0.33196,0.28474,0.07461,,,,,,,,,,,,,,CLAS_EG1b
0.49466,0.0080220732947856,2.7801,,,,-0.86437,0.33015,0.14812,,,,,,,-0.62458,0.23887,0.10671,,-0.6408,0.24656,0.11001,,,,,,,,,,,,,,CLAS_EG1b
0.49378,0.0080220732947856,2.8199,,,,0.13189,0.31111,0.16792,,,,,,,0.09271,0.22123,0.11915,,0.09904,0.22796,0.12267,,,,,,,,,,,,,,CLAS_EG1b
0.49349,0.0080220732947856,2.8599,,,,0.38679,0.32749,0.22616,,,,,,,0.26857,0.22805,0.15634,,0.27965,0.23457,0.16066,,,,,,,,,,,,,,CLAS_EG1b
0.48545,0.0080220732947856,2.9665,,,,0.70299,0.78285,0.31262,,,,,,,0.45927,0.51128,0.20652,,0.47351,0.52378,0.21169,,,,,,,,,,,,,,CLAS_EG1b
0.58817,0.0080220732947856,1.1402,,,,-0.03188,0.01922,0.01315,,,,,,,-0.18757,0.1093,0.09091,,-0.58243,0.3252,0.20919,,,,,,,,,,,,,,CLAS_EG1b
0.58823,0.0080220732947856,1.1804,,,,-0.10191,0.02252,0.02795,,,,,,,-0.19918,0.04258,0.04756,,-0.47814,0.11409,0.11668,,,,,,,,,,,,,,CLAS_EG1b
0.58852,0.0080220732947856,1.2201,,,,-0.17248,0.02483,0.03597,,,,,,,-0.2217,0.03197,0.05214,,-0.49731,0.0783,0.11959,,,,,,,,,,,,,,CLAS_EG1b
0.58883,0.0080220732947856,1.2599,,,,-0.09893,0.02516,0.03003,,,,,,,-0.16052,0.04136,0.04571,,-0.35755,0.09282,0.09953,,,,,,,,,,,,,,CLAS_EG1b
0.58889,0.0080220732947856,1.2998,,,,-0.02734,0.02467,0.01675,,,,,,,-0.0639,0.05621,0.03213,,-0.19073,0.11612,0.06144,,,,,,,,,,,,,,CLAS_EG1b
0.58922,0.0080220732947856,1.3399,,,,0.00743,0.02507,0.00836,,,,,,,0.01625,0.06788,0.02119,,-0.10917,0.13028,0.05611,,,,,,,,,,,,,,CLAS_EG1b
0.58972,0.0080220732947856,1.38,,,,0.00248,0.02598,0.00594,,,,,,,0.00743,0.07426,0.01659,,-0.18897,0.13355,0.08823,,,,,,,,,,,,,,CLAS_EG1b
0.58976,0.0080220732947856,1.4201,,,,-0.03282,0.02757,0.00628,,,,,,,-0.09324,0.07669,0.01655,,-0.38499,0.13016,0.11845,,,,,,,,,,,,,,CLAS_EG1b
0.58905,0.0080220732947856,1.4601,,,,0.01605,0.02965,0.01548,,,,,,,0.0336,0.07274,0.03433,,-0.14052,0.11721,0.14254,,,,,,,,,,,,,,CLAS_EG1b
0.58853,0.0080220732947856,1.4999,,,,-0.0281,0.03313,0.02623,,,,,,,-0.06026,0.07122,0.0574,,-0.22407,0.10984,0.16409,,,,,,,,,,,,,,CLAS_EG1b
0.59001,0.0080220732947856,1.5399,,,,0.1132,0.04004,0.03011,,,,,,,0.24902,0.08804,0.06657,,0.25253,0.13035,0.17754,,,,,,,,,,,,,,CLAS_EG1b
0.59197,0.0080220732947856,1.5801,,,,-0.02848,0.04284,0.02704,,,,,,,-0.06445,0.09633,0.06036,,-0.22387,0.13757,0.17711,,,,,,,,,,,,,,CLAS_EG1b
0.59246,0.0080220732947856,1.62,,,,-0.01893,0.0444,0.02655,,,,,,,-0.04346,0.09998,0.05769,,-0.18644,0.1382,0.16665,,,,,,,,,,,,,,CLAS_EG1b
0.5926,0.0080220732947856,1.6602,,,,-0.05535,0.04542,0.03535,,,,,,,-0.11013,0.09394,0.06933,,-0.22639,0.12605,0.15301,,,,,,,,,,,,,,CLAS_EG1b
0.59206,0.0080220732947856,1.7001,,,,-0.01117,0.0462,0.04501,,,,,,,-0.02082,0.08287,0.08281,,-0.09083,0.10838,0.14199,,,,,,,,,,,,,,CLAS_EG1b
0.59127,0.0080220732947856,1.7401,,,,-0.05952,0.04595,0.04377,,,,,,,-0.10921,0.0844,0.07977,,-0.18035,0.10785,0.12193,,,,,,,,,,,,,,CLAS_EG1b
0.59017,0.0080220732947856,1.78,,,,-0.00724,0.04564,0.03074,,,,,,,-0.0134,0.08527,0.05661,,-0.04507,0.10667,0.08413,,,,,,,,,,,,,,CLAS_EG1b
0.59007,0.0080220732947856,1.82,,,,0.0261,0.04608,0.01792,,,,,,,0.04739,0.08409,0.03279,,0.04134,0.10322,0.04898,,,,,,,,,,,,,,CLAS_EG1b
0.59012,0.0080220732947856,1.86,,,,-0.06123,0.047,0.01387,,,,,,,-0.10935,0.08236,0.02363,,-0.14842,0.0994,0.03305,,,,,,,,,,,,,,CLAS_EG1b
0.58957,0.0080220732947856,1.8999,,,,-0.1139,0.04843,0.01347,,,,,,,-0.1909,0.08088,0.02085,,-0.2372,0.09613,0.02663,,,,,,,,,,,,,,CLAS_EG1b
0.58652,0.0080220732947856,1.9384,,,,-0.13354,0.07036,0.02425,,,,,,,-0.21252,0.11235,0.03667,,-0.25003,0.13187,0.04287,,,,,,,,,,,,,,CLAS_EG1b
0.58843,0.0080220732947856,1.9798,,,,0.04893,0.11357,0.03371,,,,,,,0.07622,0.17037,0.05051,,0.09521,0.19719,0.0582,,,,,,,,,,,,,,CLAS_EG1b
0.58935,0.0080220732947856,2.0198,,,,-0.00976,0.11714,0.0309,,,,,,,-0.01238,0.16659,0.04482,,-0.00644,0.19068,0.05081,,,,,,,,,,,,,,CLAS_EG1b
0.59033,0.0080220732947856,2.06,,,,-0.15702,0.12178,0.02319,,,,,,,-0.20611,0.16448,0.03007,,-0.22504,0.18635,0.03216,,,,,,,,,,,,,,CLAS_EG1b
0.59112,0.0080220732947856,2.1001,,,,-0.30549,0.12001,0.02368,,,,,,,-0.39272,0.1543,0.02787,,-0.43379,0.17319,0.02854,,,,,,,,,,,,,,CLAS_EG1b
0.59215,0.0080220732947856,2.1402,,,,-0.16535,0.11443,0.02597,,,,,,,-0.20275,0.1406,0.03023,,-0.2188,0.15651,0.0312,,,,,,,,,,,,,,CLAS_EG1b
0.59246,0.0080220732947856,2.1802,,,,-0.17243,0.1113,0.02625,,,,,,,-0.2025,0.13101,0.02927,,-0.21698,0.14472,0.03003,,,,,,,,,,,,,,CLAS_EG1b
0.59174,0.0080220732947856,2.2201,,,,-0.34733,0.10924,0.0252,,,,,,,-0.39286,0.1235,0.02637,,-0.42449,0.13545,0.02661,,,,,,,,,,,,,,CLAS_EG1b
0.59068,0.0080220732947856,2.26,,,,-0.14053,0.1087,0.02298,,,,,,,-0.15177,0.11831,0.02347,,-0.15894,0.12891,0.02318,,,,,,,,,,,,,,CLAS_EG1b
0.59041,0.0080220732947856,2.2999,,,,-0.04001,0.1093,0.0235,,,,,,,-0.04239,0.11476,0.0235,,-0.03998,0.1243,0.02324,,,,,,,,,,,,,,CLAS_EG1b
0.58979,0.0080220732947856,2.3399,,,,-0.30746,0.11079,0.02594,,,,,,,-0.31217,0.11246,0.02505,,-0.3305,0.12114,0.02516,,,,,,,,,,,,,,CLAS_EG1b
0.59026,0.0080220732947856,2.38,,,,-0.11066,0.11193,0.03061,,,,,,,-0.10906,0.11002,0.02927,,-0.11135,0.11794,0.02995,,,,,,,,,,,,,,CLAS_EG1b
0.59152,0.0080220732947856,2.42,,,,0.0174,0.11195,0.03316,,,,,,,0.01727,0.10676,0.03155,,0.02395,0.11393,0.0325,,,,,,,,,,,,,,CLAS_EG1b
0.59153,0.0080220732947856,2.4601,,,,-0.11271,0.11104,0.03205,,,,,,,-0.10351,0.10293,0.02957,,-0.10463,0.10939,0.03032,,,,,,,,,,,,,,CLAS_EG1b
0.5913,0.0080220732947856,2.5001,,,,-0.06619,0.11138,0.03092,,,,,,,-0.06005,0.10069,0.02751,,-0.05856,0.10659,0.02808,,,,,,,,,,,,,,CLAS_EG1b
0.59168,0.0080220732947856,2.5402,,,,-0.27538,0.11012,0.02796,,,,,,,-0.24364,0.09741,0.02401,,-0.25213,0.10275,0.02429,,,,,,,,,,,,,,CLAS_EG1b
0.58693,0.0080220732947856,2.5762,,,,-0.14254,0.13956,0.03527,,,,,,,-0.12408,0.12145,0.02978,,-0.12576,0.12771,0.03045,,,,,,,,,,,,,,CLAS_EG1b
0.58943,0.0080220732947856,2.62,,,,-0.17036,0.21793,0.04683,,,,,,,-0.1464,0.18634,0.0395,,-0.14903,0.19532,0.04076,,,,,,,,,,,,,,CLAS_EG1b
0.58939,0.0080220732947856,2.6599,,,,-0.08756,0.28191,0.05293,,,,,,,-0.07476,0.23747,0.04401,,-0.07391,0.24818,0.04547,,,,,,,,,,,,,,CLAS_EG1b
0.58992,0.0080220732947856,2.7,,,,-0.47558,0.30744,0.0652,,,,,,,-0.39506,0.25542,0.05336,,-0.40753,0.26626,0.05523,,,,,,,,,,,,,,CLAS_EG1b
0.58955,0.0080220732947856,2.74,,,,-0.55764,0.34032,0.09338,,,,,,,-0.45791,0.27879,0.0757,,-0.47224,0.28992,0.07842,,,,,,,,,,,,,,CLAS_EG1b
0.58823,0.0080220732947856,2.7797,,,,0.13389,0.30427,0.1264,,,,,,,0.10637,0.24528,0.10134,,0.11411,0.25445,0.1049,,,,,,,,,,,,,,CLAS_EG1b
0.58912,0.0080220732947856,2.8199,,,,0.2142,0.30311,0.15083,,,,,,,0.1682,0.24034,0.11918,,0.17779,0.24883,0.1232,,,,,,,,,,,,,,CLAS_EG1b
0.58989,0.0080220732947856,2.86,,,,0.32218,0.26733,0.14239,,,,,,,0.25183,0.20741,0.11121,,0.26401,0.21429,0.11484,,,,,,,,,,,,,,CLAS_EG1b
0.59054,0.0080220732947856,2.9002,,,,-0.46587,0.19842,0.09574,,,,,,,-0.35506,0.15093,0.07373,,-0.3628,0.15569,0.076,,,,,,,,,,,,,,CLAS_EG1b
0.58618,0.0080220732947856,2.9379,,,,-0.16555,0.21449,0.25209,,,,,,,-0.12192,0.15953,0.1845,,-0.1221,0.16427,0.18947,,,,,,,,,,,,,,CLAS_EG1b
0.70466,0.0080220732947856,1.1403,,,,-0.02567,0.01677,0.01054,,,,,,,-0.27645,0.1194,0.08846,,-0.82349,0.34705,0.23624,,,,,,,,,,,,,,CLAS_EG1b
0.70504,0.0080220732947856,1.1804,,,,-0.05988,0.01949,0.02223,,,,,,,-0.14886,0.0466,0.04966,,-0.3311,0.1234,0.10392,,,,,,,,,,,,,,CLAS_EG1b
0.70551,0.0080220732947856,1.2202,,,,-0.1241,0.02147,0.02817,,,,,,,-0.20055,0.03493,0.051,,-0.43746,0.08529,0.09479,,,,,,,,,,,,,,CLAS_EG1b
0.70601,0.0080220732947856,1.26,,,,-0.03101,0.0219,0.02295,,,,,,,-0.06448,0.04513,0.0438,,-0.1355,0.10173,0.07447,,,,,,,,,,,,,,CLAS_EG1b
0.70555,0.0080220732947856,1.3,,,,-0.00864,0.02206,0.01398,,,,,,,-0.02775,0.06196,0.03624,,-0.11013,0.12936,0.04819,,,,,,,,,,,,,,CLAS_EG1b
0.70446,0.0080220732947856,1.3399,,,,-0.01342,0.02347,0.01126,,,,,,,-0.04328,0.07677,0.03593,,-0.22761,0.14963,0.07365,,,,,,,,,,,,,,CLAS_EG1b
0.70392,0.0080220732947856,1.38,,,,-0.02252,0.02623,0.0109,,,,,,,-0.07662,0.08927,0.0365,,-0.33857,0.16358,0.12492,,,,,,,,,,,,,,CLAS_EG1b
0.70412,0.0080220732947856,1.4201,,,,0.01975,0.03097,0.0132,,,,,,,0.06338,0.10182,0.04113,,-0.11296,0.17656,0.17324,,,,,,,,,,,,,,CLAS_EG1b
0.70409,0.0080220732947856,1.4602,,,,-0.0498,0.03482,0.02424,,,,,,,-0.14413,0.1001,0.06473,,-0.42803,0.16485,0.20861,,,,,,,,,,,,,,CLAS_EG1b
0.70387,0.0080220732947856,1.5001,,,,0.07169,0.03573,0.03478,,,,,,,0.17969,0.08963,0.08897,,0.15379,0.14133,0.22614,,,,,,,,,,,,,,CLAS_EG1b
0.70354,0.0080220732947856,1.5401,,,,-0.00343,0.03606,0.03634,,,,,,,-0.00838,0.09239,0.09304,,-0.13131,0.13994,0.22654,,,,,,,,,,,,,,CLAS_EG1b
0.70264,0.0080220732947856,1.5799,,,,0.01717,0.03711,0.03249,,,,,,,0.04464,0.09707,0.08443,,-0.06942,0.14179,0.2187,,,,,,,,,,,,,,CLAS_EG1b
0.70298,0.0080220732947856,1.62,,,,0.0323,0.03858,0.03266,,,,,,,0.08336,0.10025,0.08264,,-0.00986,0.1417,0.20547,,,,,,,,,,,,,,CLAS_EG1b
0.70322,0.0080220732947856,1.66,,,,-0.00415,0.03986,0.04053,,,,,,,-0.0169,0.09388,0.0918,,-0.10645,0.12876,0.18749,,,,,,,,,,,,,,CLAS_EG1b
0.70334,0.0080220732947856,1.7,,,,-0.00433,0.04061,0.04851,,,,,,,-0.00854,0.08247,0.1019,,-0.07911,0.11021,0.17189,,,,,,,,,,,,,,CLAS_EG1b
0.70322,0.0080220732947856,1.74,,,,-0.0091,0.04094,0.04549,,,,,,,-0.02008,0.08583,0.09461,,-0.0715,0.11201,0.14577,,,,,,,,,,,,,,CLAS_EG1b
0.70322,0.0080220732947856,1.7799,,,,-0.01411,0.04085,0.03173,,,,,,,-0.03016,0.08769,0.06705,,-0.0678,0.11196,0.10039,,,,,,,,,,,,,,CLAS_EG1b
0.70302,0.0080220732947856,1.8198,,,,0.03655,0.04205,0.01953,,,,,,,0.0764,0.08836,0.04094,,0.07794,0.11063,0.06012,,,,,,,,,,,,,,CLAS_EG1b
0.70274,0.0080220732947856,1.8598,,,,-0.10109,0.04631,0.01567,,,,,,,-0.2046,0.09351,0.03073,,-0.26943,0.11502,0.04292,,,,,,,,,,,,,,CLAS_EG1b
0.7025,0.0080220732947856,1.899,,,,-0.07864,0.05933,0.0212,,,,,,,-0.15209,0.11443,0.03915,,-0.1982,0.13865,0.04913,,,,,,,,,,,,,,CLAS_EG1b
0.70689,0.0080220732947856,1.9401,,,,0.07403,0.09469,0.02922,,,,,,,0.13291,0.17195,0.05242,,0.15672,0.20513,0.06263,,,,,,,,,,,,,,CLAS_EG1b
0.7076,0.0080220732947856,1.9801,,,,-0.15875,0.09277,0.03001,,,,,,,-0.27389,0.15901,0.05087,,-0.31829,0.1872,0.05942,,,,,,,,,,,,,,CLAS_EG1b
0.70773,0.0080220732947856,2.0201,,,,-0.14384,0.09033,0.02558,,,,,,,-0.23179,0.14625,0.04006,,-0.2636,0.1701,0.04539,,,,,,,,,,,,,,CLAS_EG1b
0.7067,0.0080220732947856,2.0601,,,,-0.09871,0.08843,0.02148,,,,,,,-0.15557,0.1356,0.03129,,-0.17416,0.15596,0.03371,,,,,,,,,,,,,,CLAS_EG1b
0.7049,0.0080220732947856,2.1,,,,-0.14581,0.08762,0.02169,,,,,,,-0.21158,0.12767,0.02954,,-0.23489,0.14534,0.03066,,,,,,,,,,,,,,CLAS_EG1b
0.70394,0.0080220732947856,2.1399,,,,-0.09764,0.08833,0.02366,,,,,,,-0.13536,0.12269,0.03104,,-0.14685,0.13838,0.03232,,,,,,,,,,,,,,CLAS_EG1b
0.70359,0.0080220732947856,2.1799,,,,-0.27617,0.08992,0.0252,,,,,,,-0.36841,0.11942,0.03167,,-0.40662,0.13356,0.03295,,,,,,,,,,,,,,CLAS_EG1b
0.70425,0.0080220732947856,2.2199,,,,-0.01367,0.09115,0.02669,,,,,,,-0.01776,0.11605,0.03289,,-0.01412,0.12879,0.03429,,,,,,,,,,,,,,CLAS_EG1b
0.70442,0.0080220732947856,2.26,,,,-0.14465,0.09246,0.02657,,,,,,,-0.17758,0.11314,0.03189,,-0.19022,0.12468,0.03305,,,,,,,,,,,,,,CLAS_EG1b
0.7047,0.0080220732947856,2.2999,,,,0.01106,0.09393,0.02662,,,,,,,0.01371,0.11073,0.03071,,0.02064,0.12123,0.03162,,,,,,,,,,,,,,CLAS_EG1b
0.70504,0.0080220732947856,2.3401,,,,-0.17334,0.09375,0.02606,,,,,,,-0.19893,0.10667,0.02872,,-0.21143,0.1161,0.02936,,,,,,,,,,,,,,CLAS_EG1b
0.70484,0.0080220732947856,2.3801,,,,-0.17461,0.09259,0.02478,,,,,,,-0.19341,0.10191,0.02605,,-0.20428,0.11031,0.02632,,,,,,,,,,,,,,CLAS_EG1b
0.70435,0.0080220732947856,2.42,,,,-0.06885,0.09217,0.02632,,,,,,,-0.07246,0.09833,0.02713,,-0.0727,0.10589,0.02762,,,,,,,,,,,,,,CLAS_EG1b
0.70469,0.0080220732947856,2.4601,,,,-0.13878,0.09269,0.0284,,,,,,,-0.14392,0.09604,0.02842,,-0.14926,0.10294,0.02911,,,,,,,,,,,,,,CLAS_EG1b
0.70497,0.0080220732947856,2.5002,,,,-0.20889,0.09258,0.02671,,,,,,,-0.21097,0.09345,0.02587,,-0.22027,0.09974,0.02632,,,,,,,,,,,,,,CLAS_EG1b
0.70142,0.0080220732947856,2.5389,,,,-0.12858,0.0978,0.02299,,,,,,,-0.12655,0.09663,0.02162,,-0.1296,0.10272,0.02148,,,,,,,,,,,,,,CLAS_EG1b
0.70135,0.0080220732947856,2.579,,,,-0.20959,0.1764,0.03365,,,,,,,-0.20373,0.17103,0.03123,,-0.21116,0.18112,0.03198,,,,,,,,,,,,,,CLAS_EG1b
0.70325,0.0080220732947856,2.6199,,,,-0.44941,0.22852,0.05044,,,,,,,-0.42999,0.218,0.04676,,-0.44958,0.23009,0.04868,,,,,,,,,,,,,,CLAS_EG1b
0.70282,0.0080220732947856,2.6599,,,,-0.44834,0.25346,0.06166,,,,,,,-0.4213,0.23833,0.05697,,-0.4387,0.25073,0.05943,,,,,,,,,,,,,,CLAS_EG1b
0.70293,0.0080220732947856,2.6999,,,,-0.09624,0.27418,0.06004,,,,,,,-0.08932,0.25447,0.05532,,-0.08934,0.26693,0.05759,,,,,,,,,,,,,,CLAS_EG1b
0.70416,0.0080220732947856,2.74,,,,-0.20516,0.23102,0.04427,,,,,,,-0.18692,0.21126,0.04033,,-0.19111,0.22095,0.04167,,,,,,,,,,,,,,CLAS_EG1b
0.70601,0.0080220732947856,2.7801,,,,-0.09817,0.17603,0.03519,,,,,,,-0.08922,0.15897,0.0312,,-0.08907,0.16589,0.03185,,,,,,,,,,,,,,CLAS_EG1b
0.70589,0.0080220732947856,2.8201,,,,-0.11311,0.17252,0.03566,,,,,,,-0.10024,0.15335,0.03128,,-0.10032,0.15965,0.03196,,,,,,,,,,,,,,CLAS_EG1b
0.70556,0.0080220732947856,2.8601,,,,-0.33907,0.17157,0.02978,,,,,,,-0.29597,0.14976,0.02538,,-0.30359,0.15557,0.02573,,,,,,,,,,,,,,CLAS_EG1b
0.70486,0.0080220732947856,2.9,,,,-0.17378,0.17388,0.0345,,,,,,,-0.14886,0.14868,0.0288,,-0.15063,0.15413,0.0293,,,,,,,,,,,,,,CLAS_EG1b
0.69089,0.0080220732947856,2.9292,,,,-0.10757,0.28643,0.03945,,,,,,,-0.09062,0.24087,0.03299,,-0.09023,0.2492,0.03379,,,,,,,,,,,,,,CLAS_EG1b
0.83649,0.0080220732947856,1.1402,,,,-0.00242,0.01575,0.00907,,,,,,,-0.00408,0.14678,0.09429,,0.00341,0.41404,0.26938,,,,,,,,,,,,,,CLAS_EG1b
0.83576,0.0080220732947856,1.1803,,,,-0.06468,0.01898,0.01825,,,,,,,-0.19595,0.0594,0.05539,,-0.43756,0.15426,0.10432,,,,,,,,,,,,,,CLAS_EG1b
0.83581,0.0080220732947856,1.2201,,,,-0.07523,0.02208,0.02313,,,,,,,-0.15999,0.04674,0.0547,,-0.3255,0.11291,0.09122,,,,,,,,,,,,,,CLAS_EG1b
0.83684,0.0080220732947856,1.26,,,,-0.07755,0.02428,0.01957,,,,,,,-0.2212,0.06432,0.0496,,-0.47462,0.14446,0.07734,,,,,,,,,,,,,,CLAS_EG1b
0.83782,0.0080220732947856,1.2999,,,,-0.05202,0.02576,0.01391,,,,,,,-0.18841,0.09161,0.04747,,-0.44182,0.19166,0.06935,,,,,,,,,,,,,,CLAS_EG1b
0.83824,0.0080220732947856,1.34,,,,0.03707,0.02641,0.01317,,,,,,,0.15078,0.10714,0.05239,,0.15824,0.21017,0.10778,,,,,,,,,,,,,,CLAS_EG1b
0.83841,0.0080220732947856,1.38,,,,0.01676,0.02755,0.01333,,,,,,,0.06967,0.1143,0.05436,,-0.06226,0.21163,0.15853,,,,,,,,,,,,,,CLAS_EG1b
0.8388,0.0080220732947856,1.4201,,,,0.01186,0.02872,0.01459,,,,,,,0.05037,0.11379,0.05581,,-0.12268,0.19992,0.19889,,,,,,,,,,,,,,CLAS_EG1b
