W,x,Q2,g1,dg1(stat),dg1(sys)
1.135,0.5058,0.416,-0.0317,0.0649,0.0123
1.145,0.4921,0.416,-0.099,0.0707,0.0152
1.155,0.4791,0.416,-0.0633,0.0752,0.0134
1.165,0.4666,0.416,-0.1657,0.075,0.0338
1.175,0.4547,0.416,-0.3067,0.079,0.0741
1.185,0.4433,0.416,-0.1351,0.0814,0.0275
1.195,0.4323,0.416,-0.1595,0.0855,0.0335
1.205,0.4218,0.416,-0.3408,0.0867,0.0799
1.215,0.4117,0.416,-0.32,0.0873,0.0725
1.225,0.402,0.416,-0.3103,0.088,0.0692
1.235,0.3926,0.416,-0.428,0.0889,0.0956
1.245,0.3837,0.416,-0.4993,0.0868,0.1131
1.255,0.375,0.416,-0.4147,0.0903,0.0948
1.265,0.3667,0.416,-0.2737,0.0816,0.0599
1.275,0.3587,0.416,-0.2784,0.0833,0.0617
1.285,0.3509,0.416,-0.1126,0.0828,0.0259
1.295,0.3434,0.416,-0.1234,0.0812,0.0274
1.305,0.3362,0.416,-0.0899,0.08,0.023
1.315,0.3292,0.416,0.0047,0.0782,0.0182
1.325,0.3225,0.416,-0.0567,0.0749,0.0216
1.335,0.316,0.416,-0.0149,0.0738,0.02
1.345,0.3097,0.416,0.0142,0.0729,0.0191
1.355,0.3036,0.416,0.1478,0.073,0.0324
1.365,0.2977,0.416,-0.063,0.0702,0.0187
1.375,0.2919,0.416,0.1352,0.0713,0.0288
1.385,0.2864,0.416,0.0597,0.0705,0.0188
1.395,0.281,0.416,0.0412,0.0688,0.0171
1.405,0.2758,0.416,0.0672,0.0699,0.021
1.415,0.2707,0.416,0.2209,0.0734,0.0349
1.425,0.2658,0.416,0.0516,0.0795,0.0175
1.435,0.2611,0.416,0.1583,0.0773,0.0293
1.445,0.2564,0.416,0.1654,0.079,0.0302
1.455,0.2519,0.416,0.0718,0.0799,0.0222
1.465,0.2475,0.416,0.1744,0.0822,0.0303
1.475,0.2433,0.416,0.3046,0.0827,0.0437
1.485,0.2391,0.416,0.2013,0.0912,0.0336
1.495,0.2351,0.416,0.3045,0.0926,0.043
1.505,0.2312,0.416,0.2846,0.0918,0.039
1.515,0.2274,0.416,0.2252,0.0942,0.0333
1.525,0.2237,0.416,0.3088,0.0954,0.0412
1.535,0.22,0.416,0.0351,0.0948,0.022
1.545,0.2165,0.416,0.4623,0.0933,0.0576
1.555,0.2131,0.416,0.0694,0.0932,0.0267
1.565,0.2097,0.416,0.4003,0.0952,0.051
1.575,0.2065,0.416,0.1369,0.0946,0.0288
1.585,0.2033,0.416,0.0769,0.097,0.0263
1.595,0.2002,0.416,0.0477,0.0934,0.026
1.605,0.1971,0.416,0.4774,0.0984,0.0554
1.615,0.1942,0.416,0.2952,0.1031,0.0407
1.625,0.1913,0.416,0.1486,0.1065,0.0317
1.085,0.6267,0.496,-0.0307,0.0359,0.0106
1.095,0.6099,0.496,-0.056,0.0391,0.0088
1.105,0.5938,0.496,-0.0623,0.0426,0.0083
1.115,0.5784,0.496,-0.0383,0.0451,0.0075
1.125,0.5637,0.496,0.1137,0.0509,0.0399
1.135,0.5496,0.496,0.0114,0.0531,0.0141
1.145,0.536,0.496,-0.0544,0.0582,0.0048
1.155,0.523,0.496,-0.0406,0.0606,0.0039
1.165,0.5105,0.496,-0.1429,0.065,0.0251
1.175,0.4985,0.496,-0.18,0.0687,0.0345
1.185,0.487,0.496,-0.2623,0.0682,0.0539
1.195,0.4759,0.496,-0.1107,0.0714,0.019
1.205,0.4652,0.496,-0.2608,0.0744,0.0505
1.215,0.4548,0.496,-0.1748,0.0752,0.0309
1.225,0.4449,0.496,-0.1678,0.0746,0.0288
1.235,0.4353,0.496,-0.1805,0.0722,0.0309
1.245,0.426,0.496,-0.0823,0.074,0.0158
1.255,0.4171,0.496,-0.3172,0.0744,0.0588
1.265,0.4084,0.496,-0.2743,0.0739,0.0514
1.275,0.4,0.496,-0.1932,0.0711,0.0359
1.285,0.3919,0.496,-0.1402,0.0707,0.0266
1.295,0.3841,0.496,-0.2477,0.0683,0.0447
1.305,0.3765,0.496,-0.1772,0.069,0.0322
1.315,0.3692,0.496,-0.1821,0.0673,0.0324
1.325,0.3621,0.496,-0.0041,0.0652,0.0167
1.335,0.3552,0.496,0.0735,0.0637,0.0215
1.345,0.3485,0.496,0.0485,0.0678,0.0187
1.355,0.342,0.496,0.1093,0.0646,0.0233
1.365,0.3357,0.496,0.0037,0.0638,0.0161
1.375,0.3296,0.496,-0.0442,0.0616,0.0167
1.385,0.3237,0.496,0.1575,0.0613,0.0248
1.395,0.3179,0.496,0.0165,0.0647,0.0154
1.405,0.3123,0.496,-0.0253,0.0674,0.0156
1.415,0.3068,0.496,-0.0536,0.0658,0.0165
1.425,0.3015,0.496,0.1459,0.0697,0.0236
1.435,0.2964,0.496,0.0382,0.0713,0.017
1.445,0.2914,0.496,0.1682,0.0745,0.0266
1.455,0.2865,0.496,0.1232,0.074,0.0233
1.465,0.2817,0.496,0.1533,0.0825,0.027
1.475,0.2771,0.496,0.2484,0.0844,0.0369
1.485,0.2726,0.496,0.1999,0.0835,0.0334
1.495,0.2682,0.496,0.1781,0.0877,0.0319
1.505,0.2639,0.496,0.236,0.0858,0.0351
1.515,0.2598,0.496,0.1614,0.0873,0.0287
1.525,0.2557,0.496,0.1561,0.0905,0.0277
1.535,0.2517,0.496,0.4085,0.0923,0.0494
1.545,0.2478,0.496,0.3202,0.0959,0.0421
1.555,0.2441,0.496,0.2552,0.098,0.0364
1.565,0.2404,0.496,0.2399,0.0987,0.0343
1.575,0.2368,0.496,0.2271,0.108,0.0334
1.585,0.2332,0.496,0.0938,0.1116,0.026
1.595,0.2298,0.496,0.301,0.1305,0.0377
1.085,0.667,0.592,0.0053,0.0307,0.0144
1.095,0.651,0.592,0.0292,0.031,0.0166
1.105,0.6357,0.592,-0.0447,0.035,0.0088
1.115,0.6209,0.592,-0.0211,0.041,0.0091
1.125,0.6066,0.592,-0.0214,0.0425,0.0072
1.135,0.5929,0.592,-0.0068,0.0488,0.0084
1.145,0.5797,0.592,0.0087,0.0529,0.0114
1.155,0.5669,0.592,-0.0255,0.0498,0.0044
1.165,0.5546,0.592,-0.0308,0.0594,0.0042
1.175,0.5427,0.592,-0.1141,0.0589,0.017
1.185,0.5312,0.592,-0.1639,0.0595,0.0272
1.195,0.5201,0.592,-0.0825,0.0609,0.0118
1.205,0.5093,0.592,-0.2152,0.063,0.0348
1.215,0.4989,0.592,-0.2236,0.0625,0.0344
1.225,0.4889,0.592,-0.2528,0.0656,0.0385
1.235,0.4792,0.592,-0.2397,0.0674,0.0363
1.245,0.4697,0.592,-0.0398,0.0635,0.0106
1.255,0.4606,0.592,-0.2519,0.0634,0.0389
1.265,0.4517,0.592,-0.2745,0.0631,0.0438
1.275,0.4431,0.592,-0.1847,0.0622,0.0298
1.285,0.4348,0.592,-0.0111,0.0614,0.013
1.295,0.4267,0.592,-0.02,0.0618,0.0128
1.305,0.4189,0.592,-0.0312,0.0617,0.0134
1.315,0.4113,0.592,-0.1253,0.0611,0.0216
1.325,0.4038,0.592,-0.0182,0.0605,0.0146
1.335,0.3966,0.592,0.0015,0.062,0.0151
1.345,0.3897,0.592,-0.0967,0.0616,0.0194
1.355,0.3828,0.592,-0.0264,0.0581,0.0158
1.365,0.3762,0.592,0.0928,0.0571,0.0195
1.375,0.3698,0.592,0.0101,0.0588,0.0159
1.385,0.3635,0.592,0.0733,0.0629,0.018
1.395,0.3574,0.592,0.0283,0.0645,0.0162
1.405,0.3515,0.592,0.1213,0.0593,0.0208
1.415,0.3457,0.592,0.0439,0.0627,0.017
1.425,0.3401,0.592,0.0627,0.0719,0.0184
1.435,0.3346,0.592,0.0281,0.0733,0.0175
1.445,0.3292,0.592,0.0235,0.0766,0.0181
1.455,0.324,0.592,0.3959,0.082,0.0492
1.465,0.3189,0.592,0.1408,0.0889,0.0261
1.475,0.3139,0.592,0.3055,0.1013,0.043
1.485,0.3091,0.592,0.2083,0.1155,0.0359
1.495,0.3043,0.592,0.3001,0.1221,0.0432
