Q2,x,W,g1,dg1(stat),dg1(sys),dg1(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot)
0.101,0.0667,1.515,,,,,-0.3306,0.1473,0.0273,0.1498,,,,
0.101,0.0654,1.525,,,,,0.0304,0.1479,0.0104,0.1483,,,,
0.101,0.0641,1.535,,,,,0.0873,0.1493,0.016,0.1502,,,,
0.101,0.0629,1.545,,,,,-0.1415,0.1524,0.0131,0.153,,,,
0.101,0.0617,1.555,,,,,0.1752,0.1578,0.0218,0.1593,,,,
0.101,0.0605,1.565,,,,,0.1001,0.1621,0.0168,0.163,,,,
0.101,0.0594,1.575,,,,,-0.1811,0.1656,0.0275,0.1679,,,,
0.101,0.0583,1.585,,,,,-0.0474,0.1683,0.0097,0.1686,,,,
0.12,0.2888,1.085,,,,,-0.2689,0.4285,0.6859,0.8087,,,,
0.12,0.2744,1.095,,,,,-0.1116,0.3637,0.2011,0.4156,,,,
0.12,0.2613,1.105,,,,,0.1497,0.3184,0.0397,0.3209,,,,
0.12,0.2492,1.115,,,,,0.0781,0.2836,0.0531,0.2885,,,,
0.12,0.2381,1.125,,,,,-0.0598,0.2575,0.0495,0.2622,,,,
0.12,0.2279,1.135,,,,,-0.2685,0.2359,0.0803,0.2492,,,,
0.12,0.2185,1.145,,,,,-0.227,0.213,0.055,0.22,,,,
0.12,0.2097,1.155,,,,,0.0115,0.1933,0.0224,0.1946,,,,
0.12,0.2015,1.165,,,,,-0.0652,0.176,0.0328,0.179,,,,
0.12,0.1939,1.175,,,,,-0.4862,0.1606,0.0839,0.1812,,,,
0.12,0.1868,1.185,,,,,0.0439,0.1487,0.0173,0.1497,,,,
0.12,0.1801,1.195,,,,,-0.1897,0.1396,0.0308,0.143,,,,
0.12,0.1738,1.205,,,,,-0.2615,0.1317,0.041,0.1379,,,,
0.12,0.1679,1.215,,,,,0.0081,0.1277,0.0141,0.1285,,,,
0.12,0.1624,1.225,,,,,-0.0667,0.1269,0.0153,0.1278,,,,
0.12,0.1572,1.235,,,,,-0.143,0.1277,0.0217,0.1295,,,,
0.12,0.1522,1.245,,,,,-0.2862,0.1304,0.0395,0.1363,,,,
0.12,0.1475,1.255,,,,,0.1078,0.1358,0.0227,0.1377,,,,
0.12,0.1431,1.265,,,,,-0.1867,0.1424,0.0278,0.1451,,,,
0.12,0.1389,1.275,,,,,-0.2257,0.1503,0.0333,0.1539,,,,
0.12,0.1349,1.285,,,,,-0.3333,0.158,0.0475,0.165,,,,
0.12,0.1311,1.295,,,,,-0.3588,0.1645,0.0483,0.1714,,,,
0.12,0.1275,1.305,,,,,-0.2969,0.1723,0.0513,0.1798,,,,
0.12,0.124,1.315,,,,,-0.0833,0.1794,0.0183,0.1803,,,,
0.12,0.1207,1.325,,,,,-0.1428,0.1811,0.0318,0.1839,,,,
0.12,0.1176,1.335,,,,,-0.2032,0.1848,0.0282,0.1869,,,,
0.12,0.1146,1.345,,,,,-0.2179,0.1868,0.0289,0.189,,,,
0.12,0.1117,1.355,,,,,-0.1834,0.187,0.0242,0.1886,,,,
0.12,0.1089,1.365,,,,,-0.0888,0.1855,0.0239,0.187,,,,
0.12,0.1063,1.375,,,,,-0.0959,0.1838,0.0161,0.1845,,,,
0.12,0.1038,1.385,,,,,-0.1121,0.1836,0.0254,0.1853,,,,
0.12,0.1013,1.395,,,,,-0.3274,0.1823,0.0324,0.1852,,,,
0.12,0.099,1.405,,,,,-0.1239,0.181,0.0171,0.1818,,,,
0.12,0.0967,1.415,,,,,-0.0374,0.1792,0.0159,0.1799,,,,
0.12,0.0946,1.425,,,,,0.0171,0.1739,0.0085,0.1741,,,,
0.12,0.0925,1.435,,,,,0.0241,0.17,0.0087,0.1702,,,,
0.12,0.0905,1.445,,,,,-0.2783,0.1645,0.0281,0.1669,,,,
0.12,0.0885,1.455,,,,,-0.0793,0.1586,0.0169,0.1595,,,,
0.12,0.0867,1.465,,,,,-0.2297,0.155,0.0197,0.1562,,,,
0.12,0.0849,1.475,,,,,0.0366,0.1525,0.0133,0.1531,,,,
0.12,0.0831,1.485,,,,,-0.0827,0.1492,0.0271,0.1516,,,,
0.12,0.0814,1.495,,,,,0.1004,0.1461,0.0185,0.1473,,,,
0.12,0.0798,1.505,,,,,-0.049,0.1427,0.0129,0.1433,,,,
0.12,0.0783,1.515,,,,,0.1038,0.1427,0.0097,0.143,,,,
0.12,0.0767,1.525,,,,,-0.0029,0.1434,0.0155,0.1442,,,,
0.12,0.0753,1.535,,,,,-0.1196,0.1467,0.0117,0.1472,,,,
0.12,0.0738,1.545,,,,,0.2648,0.1516,0.0215,0.1531,,,,
0.12,0.0725,1.555,,,,,0.0965,0.16,0.0115,0.1604,,,,
0.12,0.0711,1.565,,,,,0.1418,0.1643,0.0334,0.1677,,,,
0.12,0.0698,1.575,,,,,0.0736,0.1664,0.0104,0.1667,,,,
0.12,0.0686,1.585,,,,,0.0316,0.1658,0.0179,0.1668,,,,
0.144,0.3276,1.085,,,,,0.1695,0.388,0.0759,0.3954,,,,
0.144,0.3122,1.095,,,,,-0.2946,0.3353,0.3275,0.4687,,,,
0.144,0.2979,1.105,,,,,-0.0865,0.3025,0.1141,0.3233,,,,
0.144,0.2849,1.115,,,,,0.0289,0.2735,0.0651,0.2811,,,,
0.144,0.2728,1.125,,,,,-0.266,0.2504,0.1043,0.2713,,,,
0.144,0.2616,1.135,,,,,0.157,0.2314,0.0477,0.2363,,,,
0.144,0.2512,1.145,,,,,-0.0363,0.2112,0.0279,0.213,,,,
0.144,0.2415,1.155,,,,,0.0788,0.1928,0.0257,0.1945,,,,
0.144,0.2324,1.165,,,,,-0.1796,0.1746,0.0389,0.1789,,,,
0.144,0.224,1.175,,,,,-0.2371,0.1595,0.0415,0.1648,,,,
0.144,0.2161,1.185,,,,,-0.104,0.1474,0.021,0.1489,,,,
0.144,0.2086,1.195,,,,,-0.0746,0.1374,0.019,0.1387,,,,
0.144,0.2016,1.205,,,,,-0.3315,0.1291,0.0514,0.139,,,,
0.144,0.195,1.215,,,,,-0.4339,0.125,0.0702,0.1434,,,,
0.144,0.1888,1.225,,,,,-0.2359,0.1236,0.0378,0.1293,,,,
0.144,0.1829,1.235,,,,,-0.173,0.1242,0.0284,0.1274,,,,
0.144,0.1773,1.245,,,,,-0.3409,0.1265,0.051,0.1364,,,,
0.144,0.172,1.255,,,,,-0.2697,0.1314,0.0429,0.1382,,,,
0.144,0.167,1.265,,,,,-0.0886,0.1368,0.0166,0.1378,,,,
0.144,0.1622,1.275,,,,,0.2704,0.1441,0.0496,0.1524,,,,
0.144,0.1576,1.285,,,,,-0.2052,0.1499,0.0482,0.1575,,,,
0.144,0.1533,1.295,,,,,-0.281,0.1576,0.045,0.1639,,,,
0.144,0.1492,1.305,,,,,-0.0888,0.164,0.0161,0.1648,,,,
0.144,0.1452,1.315,,,,,-0.1099,0.1699,0.0192,0.171,,,,
0.144,0.1415,1.325,,,,,-0.0141,0.173,0.0146,0.1736,,,,
0.144,0.1379,1.335,,,,,0.0047,0.1775,0.0612,0.1878,,,,
0.144,0.1344,1.345,,,,,0.2538,0.1784,0.0522,0.1859,,,,
0.144,0.1311,1.355,,,,,0.0651,0.1816,0.0217,0.1829,,,,
0.144,0.1279,1.365,,,,,-0.2421,0.1787,0.0402,0.1832,,,,
0.144,0.1249,1.375,,,,,-0.2933,0.1799,0.0536,0.1877,,,,
0.144,0.122,1.385,,,,,0.0236,0.1795,0.0133,0.18,,,,
0.144,0.1192,1.395,,,,,-0.0889,0.1792,0.0166,0.18,,,,
0.144,0.1165,1.405,,,,,0.0384,0.1795,0.012,0.1799,,,,
0.144,0.1139,1.415,,,,,0.0162,0.1773,0.016,0.178,,,,
0.144,0.1114,1.425,,,,,-0.0636,0.1745,0.0134,0.175,,,,
0.144,0.109,1.435,,,,,-0.3491,0.171,0.0506,0.1783,,,,
0.144,0.1066,1.445,,,,,0.2073,0.1644,0.0241,0.1662,,,,
0.144,0.1044,1.455,,,,,0.0541,0.1587,0.0151,0.1594,,,,
0.144,0.1022,1.465,,,,,-0.1265,0.1561,0.0158,0.1569,,,,
0.144,0.1001,1.475,,,,,0.1891,0.1519,0.0243,0.1538,,,,
0.144,0.0981,1.485,,,,,-0.0099,0.1485,0.0209,0.15,,,,
0.144,0.0962,1.495,,,,,-0.1254,0.1448,0.0127,0.1454,,,,
0.144,0.0943,1.505,,,,,0.2555,0.1444,0.0206,0.1459,,,,
0.144,0.0925,1.515,,,,,0.0259,0.1431,0.0078,0.1433,,,,
0.144,0.0907,1.525,,,,,0.0214,0.1446,0.0102,0.145,,,,
0.144,0.089,1.535,,,,,-0.2516,0.1466,0.0259,0.1489,,,,
0.144,0.0873,1.545,,,,,0.137,0.1483,0.0132,0.1489,,,,
0.144,0.0857,1.555,,,,,0.0826,0.1558,0.0217,0.1573,,,,
0.144,0.0841,1.565,,,,,0.1829,0.1573,0.021,0.1587,,,,
0.144,0.0826,1.575,,,,,0.2632,0.159,0.024,0.1608,,,,
0.144,0.0811,1.585,,,,,0.2049,0.1606,0.0257,0.1626,,,,
0.171,0.3666,1.085,,,,,0.0489,0.3543,0.2197,0.4169,,,,
0.171,0.3502,1.095,,,,,-0.1284,0.3082,0.2254,0.3818,,,,
0.171,0.3351,1.105,,,,,0.1725,0.2825,0.0801,0.2936,,,,
0.171,0.3211,1.115,,,,,-0.3018,0.2549,0.1477,0.2946,,,,
0.171,0.3082,1.125,,,,,-0.1853,0.2324,0.0824,0.2466,,,,
0.171,0.2961,1.135,,,,,-0.1876,0.2152,0.0704,0.2264,,,,
0.171,0.2849,1.145,,,,,-0.2264,0.1961,0.0555,0.2038,,,,
0.171,0.2743,1.155,,,,,-0.0749,0.1777,0.0254,0.1795,,,,
0.171,0.2645,1.165,,,,,0.08,0.1618,0.0273,0.1641,,,,
0.171,0.2553,1.175,,,,,-0.3473,0.1487,0.0649,0.1622,,,,
0.171,0.2466,1.185,,,,,-0.3116,0.1371,0.0625,0.1507,,,,
0.171,0.2384,1.195,,,,,-0.3181,0.1294,0.0616,0.1433,,,,
0.171,0.2307,1.205,,,,,-0.2445,0.1223,0.0454,0.1305,,,,
0.171,0.2234,1.215,,,,,-0.1645,0.1187,0.0283,0.122,,,,
0.171,0.2165,1.225,,,,,-0.1546,0.1165,0.0288,0.12,,,,
0.171,0.2099,1.235,,,,,-0.3607,0.1177,0.0595,0.1319,,,,
0.171,0.2037,1.245,,,,,-0.3441,0.12,0.0582,0.1334,,,,
0.171,0.1978,1.255,,,,,-0.4718,0.1249,0.079,0.1478,,,,
0.171,0.1922,1.265,,,,,-0.422,0.1314,0.0762,0.1519,,,,
0.171,0.1869,1.275,,,,,-0.3232,0.1383,0.0586,0.1502,,,,
0.171,0.1818,1.285,,,,,0.0944,0.1449,0.0313,0.1482,,,,
0.171,0.177,1.295,,,,,-0.0973,0.1521,0.021,0.1535,,,,
0.171,0.1723,1.305,,,,,0.1091,0.1583,0.0317,0.1614,,,,
0.171,0.1679,1.315,,,,,-0.1164,0.1646,0.0258,0.1666,,,,
0.171,0.1637,1.325,,,,,-0.2148,0.1675,0.0421,0.1727,,,,
0.171,0.1596,1.335,,,,,-0.0557,0.173,0.0171,0.1738,,,,
0.171,0.1557,1.345,,,,,0.2219,0.1762,0.0359,0.1798,,,,
0.171,0.152,1.355,,,,,0.0563,0.1801,0.0169,0.1809,,,,
0.171,0.1484,1.365,,,,,-0.1458,0.1787,0.0243,0.1803,,,,
0.171,0.1449,1.375,,,,,0.0744,0.1804,0.0171,0.1812,,,,
0.171,0.1416,1.385,,,,,0.1871,0.1793,0.0291,0.1816,,,,
0.171,0.1384,1.395,,,,,0.2454,0.1771,0.0411,0.1818,,,,
0.171,0.1354,1.405,,,,,0.1173,0.1759,0.021,0.1771,,,,
0.171,0.1324,1.415,,,,,-0.0523,0.1735,0.0159,0.1742,,,,
0.171,0.1296,1.425,,,,,-0.1011,0.1721,0.0168,0.1729,,,,
0.171,0.1268,1.435,,,,,0.0346,0.1682,0.0107,0.1685,,,,
0.171,0.1242,1.445,,,,,0.2353,0.1661,0.023,0.1677,,,,
0.171,0.1216,1.455,,,,,0.0766,0.1609,0.0111,0.1613,,,,
0.171,0.1191,1.465,,,,,-0.1558,0.1578,0.0167,0.1587,,,,
0.171,0.1167,1.475,,,,,-0.0187,0.1533,0.0089,0.1536,,,,
0.171,0.1144,1.485,,,,,0.0612,0.1493,0.0105,0.1497,,,,
0.171,0.1122,1.495,,,,,-0.0001,0.1433,0.0113,0.1437,,,,
0.171,0.11,1.505,,,,,0.2708,0.1386,0.0239,0.1406,,,,
0.171,0.1079,1.515,,,,,0.3006,0.1358,0.0322,0.1396,,,,
0.171,0.1059,1.525,,,,,-0.3439,0.1354,0.0342,0.1397,,,,
0.171,0.1039,1.535,,,,,-0.249,0.1359,0.0285,0.1389,,,,
0.171,0.102,1.545,,,,,-0.0197,0.1385,0.0161,0.1394,,,,
0.171,0.1002,1.555,,,,,-0.0665,0.1431,0.0163,0.144,,,,
0.171,0.0984,1.565,,,,,-0.0615,0.1474,0.0116,0.1479,,,,
0.171,0.0966,1.575,,,,,0.1199,0.1489,0.015,0.1497,,,,
0.171,0.0949,1.585,,,,,0.1404,0.1518,0.0302,0.1548,,,,
0.205,0.4096,1.085,,,,,-0.2285,0.2462,0.6749,0.7184,,,,
0.205,0.3925,1.095,,,,,0.0281,0.2073,0.1235,0.2413,,,,
0.205,0.3766,1.105,,,,,-0.0299,0.1874,0.1055,0.2151,,,,
0.205,0.3619,1.115,,,,,0.1401,0.17,0.0481,0.1767,,,,
0.205,0.3481,1.125,,,,,-0.0184,0.1519,0.0529,0.1608,,,,
0.205,0.3352,1.135,,,,,0.0027,0.1445,0.0391,0.1497,,,,
0.205,0.3232,1.145,,,,,0.023,0.1285,0.0293,0.1318,,,,
0.205,0.3119,1.155,,,,,-0.1711,0.1126,0.0386,0.119,,,,
0.205,0.3012,1.165,,,,,-0.0864,0.1033,0.0214,0.1055,,,,
0.205,0.2912,1.175,,,,,-0.0954,0.0927,0.0217,0.0952,,,,
0.205,0.2818,1.185,,,,,-0.1689,0.0861,0.0343,0.0927,,,,
0.205,0.2729,1.195,,,,,-0.183,0.0781,0.0358,0.0859,,,,
0.205,0.2644,1.205,,,,,-0.2231,0.0734,0.0429,0.085,,,,
0.205,0.2564,1.215,,,,,-0.2345,0.0703,0.0435,0.0827,,,,
0.205,0.2488,1.225,,,,,-0.2529,0.0687,0.047,0.0832,,,,
0.205,0.2416,1.235,,,,,-0.2769,0.0712,0.0525,0.0885,,,,
0.205,0.2347,1.245,,,,,-0.1799,0.0703,0.0348,0.0784,,,,
0.205,0.2282,1.255,,,,,-0.1938,0.0743,0.0365,0.0828,,,,
0.205,0.222,1.265,,,,,-0.2445,0.077,0.0467,0.0901,,,,
0.205,0.216,1.275,,,,,-0.1197,0.0801,0.024,0.0836,,,,
0.205,0.2104,1.285,,,,,-0.1188,0.0835,0.0234,0.0867,,,,
0.205,0.2049,1.295,,,,,-0.2259,0.0832,0.0417,0.0931,,,,
0.205,0.1997,1.305,,,,,-0.016,0.0913,0.0133,0.0923,,,,
0.205,0.1948,1.315,,,,,-0.1128,0.0901,0.0235,0.0931,,,,
0.205,0.19,1.325,,,,,-0.0162,0.0953,0.0146,0.0964,,,,
0.205,0.1854,1.335,,,,,-0.0442,0.0978,0.0163,0.0991,,,,
0.205,0.181,1.345,,,,,0.0212,0.0985,0.0173,0.1,,,,
0.205,0.1768,1.355,,,,,-0.0665,0.0953,0.0173,0.0969,,,,
0.205,0.1728,1.365,,,,,0.0462,0.0947,0.017,0.0962,,,,
0.205,0.1689,1.375,,,,,-0.0592,0.0939,0.0173,0.0955,,,,
0.205,0.1651,1.385,,,,,0.1273,0.0902,0.0243,0.0934,,,,
0.205,0.1615,1.395,,,,,0.0912,0.0898,0.0187,0.0917,,,,
0.205,0.158,1.405,,,,,0.0738,0.086,0.0163,0.0875,,,,
0.205,0.1547,1.415,,,,,-0.0408,0.0877,0.0128,0.0886,,,,
0.205,0.1514,1.425,,,,,-0.0887,0.081,0.0152,0.0824,,,,
0.205,0.1483,1.435,,,,,-0.0587,0.0841,0.0124,0.085,,,,
0.205,0.1453,1.445,,,,,-0.0408,0.079,0.0113,0.0798,,,,
0.205,0.1423,1.455,,,,,0.035,0.0768,0.0111,0.0776,,,,
0.205,0.1395,1.465,,,,,-0.0856,0.0751,0.0129,0.0762,,,,
0.205,0.1368,1.475,,,,,-0.0264,0.0706,0.0086,0.0711,,,,
0.205,0.1341,1.485,,,,,0.079,0.0684,0.0111,0.0693,,,,
0.205,0.1316,1.495,,,,,-0.0205,0.0652,0.0096,0.0659,,,,
0.205,0.1291,1.505,,,,,0.1355,0.064,0.0155,0.0659,,,,
0.205,0.1267,1.515,,,,,0.0395,0.0632,0.0085,0.0638,,,,
0.205,0.1243,1.525,,,,,0.0599,0.0641,0.0094,0.0648,,,,
0.205,0.1221,1.535,,,,,0.0958,0.0626,0.0114,0.0636,,,,
0.205,0.1199,1.545,,,,,0.0252,0.066,0.0107,0.0669,,,,
0.205,0.1177,1.555,,,,,0.0626,0.067,0.0122,0.0681,,,,
0.205,0.1157,1.565,,,,,0.0884,0.0681,0.0175,0.0703,,,,
0.205,0.1136,1.575,,,,,-0.0894,0.0769,0.0142,0.0782,,,,
0.205,0.1117,1.585,,,,,-0.1163,0.078,0.0158,0.0796,,,,
0.205,0.1098,1.595,,,,,0.1326,0.0762,0.0178,0.0783,,,,
0.205,0.1079,1.605,,,,,0.14,0.0767,0.0182,0.0788,,,,
0.205,0.1061,1.615,,,,,0.1812,0.0781,0.0207,0.0808,,,,
0.205,0.1044,1.625,,,,,0.0065,0.0768,0.0132,0.0779,,,,
0.205,0.1027,1.635,,,,,-0.0581,0.0778,0.0128,0.0788,,,,
0.205,0.101,1.645,,,,,-0.0262,0.0755,0.0123,0.0765,,,,
0.205,0.0994,1.655,,,,,0.069,0.078,0.0145,0.0793,,,,
0.205,0.0978,1.665,,,,,0.138,0.0771,0.018,0.0792,,,,
0.205,0.0963,1.675,,,,,-0.1175,0.0746,0.0142,0.0759,,,,
0.205,0.0948,1.685,,,,,-0.0223,0.0759,0.0131,0.077,,,,
0.205,0.0933,1.695,,,,,0.0352,0.0764,0.0144,0.0777,,,,
0.205,0.0919,1.705,,,,,0.0885,0.0791,0.0177,0.0811,,,,
0.205,0.0905,1.715,,,,,-0.1717,0.0827,0.02,0.0851,,,,
0.205,0.0892,1.725,,,,,0.0458,0.0901,0.017,0.0917,,,,
0.205,0.0879,1.735,,,,,-0.0253,0.0954,0.0145,0.0965,,,,
0.244,0.4523,1.085,,,,,0.0737,0.194,0.2196,0.293,,,,
0.244,0.4347,1.095,,,,,0.0948,0.1591,0.0952,0.1854,,,,
0.244,0.4183,1.105,,,,,0.1408,0.145,0.0613,0.1574,,,,
0.244,0.403,1.115,,,,,0.0487,0.1286,0.0595,0.1417,,,,
0.244,0.3886,1.125,,,,,0.1414,0.1214,0.0586,0.1348,,,,
0.244,0.3751,1.135,,,,,-0.0706,0.1099,0.0431,0.118,,,,
0.244,0.3624,1.145,,,,,0.0475,0.1036,0.0333,0.1088,,,,
0.244,0.3504,1.155,,,,,-0.0712,0.0959,0.0235,0.0987,,,,
0.244,0.3391,1.165,,,,,-0.1405,0.0837,0.0304,0.089,,,,
0.244,0.3284,1.175,,,,,-0.1576,0.0768,0.0344,0.0842,,,,
0.244,0.3183,1.185,,,,,-0.1963,0.0717,0.0415,0.0828,,,,
0.244,0.3087,1.195,,,,,-0.177,0.067,0.037,0.0765,,,,
0.244,0.2996,1.205,,,,,-0.1773,0.0609,0.0362,0.0708,,,,
0.244,0.291,1.215,,,,,-0.2067,0.0577,0.0426,0.0717,,,,
0.244,0.2828,1.225,,,,,-0.2526,0.0571,0.0512,0.0767,,,,
0.244,0.2749,1.235,,,,,-0.2121,0.0574,0.0431,0.0718,,,,
0.244,0.2675,1.245,,,,,-0.2283,0.0577,0.0461,0.0739,,,,
0.244,0.2603,1.255,,,,,-0.1829,0.0594,0.0381,0.0706,,,,
0.244,0.2535,1.265,,,,,-0.2538,0.0628,0.0532,0.0823,,,,
0.244,0.247,1.275,,,,,-0.0886,0.0643,0.0194,0.0672,,,,
0.244,0.2407,1.285,,,,,-0.1459,0.0679,0.0299,0.0742,,,,
0.244,0.2348,1.295,,,,,-0.1403,0.0694,0.03,0.0756,,,,
0.244,0.229,1.305,,,,,-0.2116,0.0728,0.0444,0.0853,,,,
0.244,0.2235,1.315,,,,,-0.2884,0.074,0.0582,0.0941,,,,
0.244,0.2183,1.325,,,,,-0.0854,0.0774,0.0215,0.0803,,,,
0.244,0.2132,1.335,,,,,-0.061,0.0769,0.0182,0.079,,,,
0.244,0.2083,1.345,,,,,-0.063,0.079,0.0185,0.0811,,,,
0.244,0.2036,1.355,,,,,0.0817,0.0808,0.023,0.084,,,,
0.244,0.1991,1.365,,,,,0.0595,0.081,0.02,0.0834,,,,
0.244,0.1947,1.375,,,,,-0.0287,0.0802,0.0156,0.0817,,,,
0.244,0.1905,1.385,,,,,0.1277,0.079,0.024,0.0826,,,,
0.244,0.1865,1.395,,,,,0.0731,0.0808,0.0187,0.0829,,,,
0.244,0.1826,1.405,,,,,-0.0951,0.0777,0.0178,0.0797,,,,
0.244,0.1788,1.415,,,,,0.0525,0.0754,0.0152,0.0769,,,,
0.244,0.1752,1.425,,,,,0.1641,0.0746,0.0277,0.0796,,,,
0.244,0.1716,1.435,,,,,0.1205,0.0743,0.0204,0.077,,,,
0.244,0.1682,1.445,,,,,0.0321,0.0726,0.0152,0.0742,,,,
0.244,0.1649,1.455,,,,,0.0246,0.0679,0.0135,0.0692,,,,
0.244,0.1618,1.465,,,,,-0.0513,0.0672,0.0119,0.0682,,,,
0.244,0.1587,1.475,,,,,0.0085,0.0658,0.0097,0.0665,,,,
0.244,0.1557,1.485,,,,,0.0896,0.0634,0.0132,0.0648,,,,
0.244,0.1528,1.495,,,,,0.0281,0.0629,0.0096,0.0636,,,,
0.244,0.1499,1.505,,,,,-0.0115,0.0615,0.009,0.0622,,,,
0.244,0.1472,1.515,,,,,0.033,0.0591,0.0091,0.0598,,,,
0.244,0.1446,1.525,,,,,0.1312,0.0594,0.0165,0.0616,,,,
0.244,0.142,1.535,,,,,0.0915,0.0599,0.0137,0.0614,,,,
0.244,0.1395,1.545,,,,,0.1121,0.0609,0.0165,0.0631,,,,
0.244,0.1371,1.555,,,,,0.0066,0.0598,0.0133,0.0613,,,,
0.244,0.1347,1.565,,,,,0.006,0.0605,0.0168,0.0628,,,,
0.244,0.1324,1.575,,,,,-0.0166,0.0678,0.0128,0.069,,,,
0.244,0.1302,1.585,,,,,0.1588,0.0658,0.0206,0.0689,,,,
0.244,0.128,1.595,,,,,-0.0148,0.0689,0.0139,0.0703,,,,
0.244,0.1259,1.605,,,,,0.076,0.0701,0.0167,0.0721,,,,
0.244,0.1238,1.615,,,,,0.0847,0.0707,0.017,0.0727,,,,
0.244,0.1218,1.625,,,,,0.0404,0.0665,0.015,0.0682,,,,
0.244,0.1199,1.635,,,,,0.1068,0.0672,0.0175,0.0694,,,,
0.244,0.118,1.645,,,,,0.081,0.065,0.0159,0.0669,,,,
0.244,0.1161,1.655,,,,,-0.0096,0.0666,0.0133,0.0679,,,,
0.244,0.1143,1.665,,,,,0.0069,0.0642,0.0137,0.0656,,,,
0.244,0.1126,1.675,,,,,0.0348,0.067,0.0145,0.0686,,,,
0.244,0.1108,1.685,,,,,0.0339,0.0648,0.0147,0.0664,,,,
0.244,0.1092,1.695,,,,,-0.056,0.0628,0.0141,0.0644,,,,
0.244,0.1075,1.705,,,,,0.0096,0.0669,0.0147,0.0685,,,,
0.244,0.1059,1.715,,,,,0.011,0.0701,0.0152,0.0717,,,,
0.244,0.1044,1.725,,,,,-0.0512,0.0692,0.0149,0.0708,,,,
0.244,0.1028,1.735,,,,,-0.0413,0.0732,0.0154,0.0748,,,,
0.292,0.497,1.085,,,,,0.0733,0.1539,0.2259,0.2733,,,,
0.292,0.4792,1.095,,,,,-0.0364,0.1416,0.1701,0.2213,,,,
0.292,0.4625,1.105,,,,,0.3308,0.1264,0.0978,0.1598,,,,
0.292,0.4468,1.115,,,,,0.1457,0.1207,0.0631,0.1362,,,,
0.292,0.432,1.125,,,,,0.1255,0.1114,0.0591,0.1261,,,,
0.292,0.418,1.135,,,,,-0.0198,0.099,0.0414,0.1073,,,,
0.292,0.4048,1.145,,,,,-0.1652,0.0895,0.0436,0.0996,,,,
0.292,0.3923,1.155,,,,,0.05,0.0854,0.0329,0.0915,,,,
0.292,0.3805,1.165,,,,,-0.143,0.0761,0.033,0.0829,,,,
0.292,0.3692,1.175,,,,,-0.1354,0.0685,0.032,0.0756,,,,
0.292,0.3585,1.185,,,,,-0.2241,0.0636,0.0521,0.0822,,,,
0.292,0.3483,1.195,,,,,-0.1721,0.0583,0.0397,0.0705,,,,
0.292,0.3386,1.205,,,,,-0.1298,0.0562,0.0294,0.0634,,,,
0.292,0.3294,1.215,,,,,-0.1421,0.0531,0.0317,0.0618,,,,
0.292,0.3206,1.225,,,,,-0.2519,0.0531,0.0575,0.0783,,,,
0.292,0.3121,1.235,,,,,-0.2069,0.0546,0.0465,0.0717,,,,
0.292,0.3041,1.245,,,,,-0.2723,0.0558,0.062,0.0834,,,,
0.292,0.2964,1.255,,,,,-0.2103,0.0571,0.0478,0.0745,,,,
0.292,0.289,1.265,,,,,-0.1598,0.0608,0.0361,0.0707,,,,
0.292,0.2819,1.275,,,,,-0.181,0.062,0.0413,0.0745,,,,
0.292,0.2751,1.285,,,,,-0.2093,0.0671,0.0483,0.0827,,,,
0.292,0.2686,1.295,,,,,-0.1498,0.0689,0.034,0.0768,,,,
0.292,0.2623,1.305,,,,,0.0129,0.0714,0.0148,0.0729,,,,
0.292,0.2563,1.315,,,,,0.0126,0.0731,0.0153,0.0747,,,,
0.292,0.2504,1.325,,,,,-0.122,0.0749,0.0288,0.0802,,,,
0.292,0.2449,1.335,,,,,-0.0598,0.078,0.0189,0.0803,,,,
0.292,0.2395,1.345,,,,,-0.0277,0.0771,0.017,0.079,,,,
0.292,0.2343,1.355,,,,,-0.1505,0.0786,0.0322,0.0849,,,,
0.292,0.2293,1.365,,,,,-0.1239,0.0784,0.0262,0.0827,,,,
0.292,0.2245,1.375,,,,,0.1617,0.0798,0.0353,0.0873,,,,
0.292,0.2198,1.385,,,,,0.0378,0.0807,0.017,0.0825,,,,
0.292,0.2153,1.395,,,,,-0.001,0.0789,0.0146,0.0802,,,,
0.292,0.2109,1.405,,,,,0.0607,0.0756,0.0171,0.0775,,,,
0.292,0.2067,1.415,,,,,-0.0603,0.0758,0.0162,0.0775,,,,
0.292,0.2027,1.425,,,,,0.0333,0.0744,0.0141,0.0757,,,,
0.292,0.1987,1.435,,,,,0.156,0.0715,0.0271,0.0765,,,,
0.292,0.1949,1.445,,,,,-0.0586,0.0705,0.0186,0.0729,,,,
0.292,0.1912,1.455,,,,,0.0625,0.0683,0.0181,0.0707,,,,
0.292,0.1876,1.465,,,,,0.1952,0.0661,0.03,0.0726,,,,
0.292,0.1841,1.475,,,,,-0.0308,0.0654,0.0108,0.0663,,,,
0.292,0.1807,1.485,,,,,0.1631,0.0623,0.0221,0.0661,,,,
0.292,0.1775,1.495,,,,,-0.0031,0.0591,0.0106,0.06,,,,
0.292,0.1743,1.505,,,,,0.1284,0.0575,0.0173,0.06,,,,
0.292,0.1712,1.515,,,,,0.108,0.0558,0.0145,0.0577,,,,
0.292,0.1682,1.525,,,,,0.2219,0.0553,0.024,0.0603,,,,
