W,x,Q2,A1,dA1(stat),dA1(sys)
1.245,0.7541,2.05,-0.6241,0.9659,0.1934
1.255,0.7473,2.05,0.9346,0.945,0.1968
1.265,0.7405,2.05,-1.1311,0.9308,0.2421
1.275,0.7337,2.05,-0.4308,0.9129,0.1277
1.285,0.7271,2.05,-0.0525,0.9168,0.1182
1.295,0.7205,2.05,-1.0268,0.8979,0.2263
1.305,0.714,2.05,-0.6684,0.8768,0.2516
1.315,0.7075,2.05,1.1112,0.8636,0.1886
1.325,0.7011,2.05,2.585,0.867,0.2847
1.335,0.6948,2.05,-0.3264,0.8446,0.1523
1.345,0.6885,2.05,0.6518,0.8332,0.2554
1.355,0.6824,2.05,0.4686,0.8129,0.1399
1.365,0.6762,2.05,0.1196,0.811,0.1989
1.375,0.6702,2.05,0.3432,0.8056,0.1441
1.385,0.6642,2.05,0.2415,0.79,0.1805
1.395,0.6583,2.05,0.2679,0.7783,0.2189
1.405,0.6524,2.05,0.2829,0.7703,0.2095
1.415,0.6466,2.05,0.0677,0.7568,0.1119
1.425,0.6408,2.05,-0.2847,0.7449,0.1138
1.435,0.6352,2.05,0.9334,0.7237,0.2187
1.445,0.6295,2.05,0.7945,0.6933,0.1441
1.455,0.624,2.05,-0.3237,0.6763,0.1143
1.465,0.6185,2.05,0.5532,0.6686,0.104
1.475,0.6131,2.05,-0.1956,0.6727,0.1753
1.485,0.6077,2.05,-0.2794,0.6724,0.097
1.495,0.6024,2.05,0.2219,0.659,0.1144
1.505,0.5971,2.05,0.8575,0.6106,0.2428
1.515,0.5919,2.05,0.6153,0.5742,0.1591
1.525,0.5867,2.05,0.8093,0.5485,0.1044
1.535,0.5816,2.05,0.864,0.528,0.1607
1.545,0.5766,2.05,0.1767,0.5183,0.0858
1.555,0.5716,2.05,0.3534,0.4986,0.1578
1.565,0.5667,2.05,1.1642,0.4882,0.1696
1.575,0.5618,2.05,-0.4798,0.4865,0.0913
1.585,0.557,2.05,0.1457,0.4701,0.1251
1.595,0.5522,2.05,0.831,0.4597,0.1238
1.605,0.5475,2.05,-0.0074,0.4468,0.1124
1.615,0.5428,2.05,0.9935,0.4351,0.1201
1.625,0.5382,2.05,0.7463,0.4308,0.1013
1.635,0.5336,2.05,0.0181,0.4191,0.1471
1.645,0.5291,2.05,0.519,0.4109,0.1184
1.655,0.5247,2.05,-0.0853,0.4089,0.0638
1.665,0.5202,2.05,0.3787,0.4012,0.0673
1.675,0.5159,2.05,0.3766,0.4085,0.0692
1.685,0.5115,2.05,0.6527,0.412,0.1296
1.695,0.5073,2.05,0.6335,0.4099,0.0964
1.705,0.503,2.05,0.7186,0.3992,0.1298
1.715,0.4988,2.05,-0.0827,0.3851,0.12
1.725,0.4947,2.05,0.574,0.373,0.0846
1.735,0.4906,2.05,0.7713,0.3706,0.1178
1.745,0.4866,2.05,1.4251,0.3575,0.1592
1.755,0.4825,2.05,0.3652,0.3543,0.0678
1.765,0.4786,2.05,0.4898,0.351,0.0959
1.775,0.4747,2.05,0.6825,0.3463,0.0938
1.785,0.4708,2.05,0.1376,0.3426,0.0796
1.795,0.4669,2.05,-0.2176,0.3384,0.0916
1.805,0.4631,2.05,0.3409,0.3357,0.0568
1.815,0.4594,2.05,1.1267,0.3352,0.1366
1.825,0.4557,2.05,0.3669,0.332,0.0996
1.835,0.452,2.05,0.4566,0.3244,0.0643
1.845,0.4484,2.05,0.925,0.3191,0.1046
1.855,0.4448,2.05,0.8807,0.3142,0.1094
1.865,0.4412,2.05,0.5044,0.307,0.0812
1.875,0.4377,2.05,0.6568,0.3015,0.0849
1.885,0.4342,2.05,0.7568,0.2936,0.0889
1.895,0.4307,2.05,0.2732,0.288,0.0739
1.905,0.4273,2.05,0.593,0.2881,0.0849
1.915,0.4239,2.05,-0.3402,0.2828,0.102
1.925,0.4206,2.05,0.0127,0.2817,0.0465
1.935,0.4173,2.05,0.5133,0.2777,0.0664
1.945,0.414,2.05,-0.1409,0.2787,0.0457
1.955,0.4108,2.05,0.3382,0.2757,0.0693
1.965,0.4076,2.05,-0.0771,0.2778,0.0613
1.975,0.4044,2.05,0.0874,0.2765,0.0459
1.985,0.4013,2.05,-0.1753,0.2764,0.0473
1.995,0.3982,2.05,-0.0218,0.2752,0.0587
2.005,0.3951,2.05,0.4184,0.2697,0.0797
2.015,0.3921,2.05,0.4453,0.2657,0.1099
2.025,0.3891,2.05,0.2776,0.2673,0.0519
2.035,0.3861,2.05,0.1981,0.2665,0.063
2.045,0.3832,2.05,-0.1569,0.2651,0.0628
2.055,0.3802,2.05,0.1616,0.2582,0.0522
2.065,0.3774,2.05,0.4576,0.2571,0.0862
2.075,0.3745,2.05,0.0955,0.2568,0.0487
2.085,0.3717,2.05,0.067,0.2529,0.0529
2.095,0.3689,2.05,0.2575,0.2537,0.0781
2.105,0.3661,2.05,0.3978,0.2482,0.0627
2.115,0.3634,2.05,-0.0205,0.2459,0.0482
2.125,0.3607,2.05,0.5338,0.2429,0.074
2.135,0.358,2.05,0.1535,0.2397,0.0402
2.145,0.3553,2.05,0.3876,0.2366,0.0497
2.155,0.3527,2.05,0.0742,0.2314,0.0413
2.165,0.3501,2.05,0.1537,0.2272,0.0525
2.175,0.3475,2.05,0.0397,0.2252,0.0651
2.185,0.345,2.05,-0.1097,0.2232,0.0377
2.195,0.3424,2.05,0.1383,0.2231,0.0429
2.205,0.3399,2.05,0.5858,0.2218,0.0763
2.215,0.3375,2.05,0.2504,0.2209,0.0372
2.225,0.335,2.05,0.1694,0.22,0.064
2.235,0.3326,2.05,0.1695,0.2177,0.056
2.245,0.3302,2.05,0.0835,0.2151,0.0888
2.255,0.3278,2.05,0.0818,0.2114,0.0494
2.265,0.3255,2.05,0.3343,0.2085,0.0444
2.275,0.3231,2.05,0.1971,0.2032,0.0624
2.285,0.3208,2.05,0.2524,0.1998,0.0668
2.295,0.3186,2.05,-0.0114,0.1995,0.0431
2.305,0.3163,2.05,0.6359,0.1975,0.0827
2.315,0.3141,2.05,0.305,0.196,0.0765
2.325,0.3118,2.05,0.1595,0.1945,0.0518
2.335,0.3096,2.05,0.3969,0.1933,0.0604
2.345,0.3075,2.05,0.2866,0.192,0.0411
2.355,0.3053,2.05,-0.0349,0.1899,0.0399
2.365,0.3032,2.05,0.3278,0.1908,0.0501
2.375,0.3011,2.05,0.4561,0.1869,0.0752
2.385,0.299,2.05,0.1668,0.185,0.0608
2.395,0.2969,2.05,0.3417,0.1819,0.0483
2.405,0.2949,2.05,-0.008,0.1799,0.0395
2.415,0.2928,2.05,-0.0191,0.1785,0.0327
2.425,0.2908,2.05,0.0377,0.1784,0.0377
2.435,0.2888,2.05,0.3375,0.1753,0.0412
2.445,0.2869,2.05,-0.1337,0.1757,0.0408
2.455,0.2849,2.05,0.0023,0.1738,0.028
2.465,0.283,2.05,0.2137,0.1737,0.0383
2.475,0.2811,2.05,0.0083,0.1719,0.0515
2.485,0.2792,2.05,-0.0497,0.1698,0.043
2.495,0.2773,2.05,0.0886,0.1668,0.045
2.505,0.2754,2.05,0.1018,0.1649,0.0423
2.515,0.2736,2.05,0.4182,0.1636,0.0491
2.525,0.2717,2.05,0.3016,0.1625,0.041
2.535,0.2699,2.05,0.0546,0.1605,0.0386
2.545,0.2681,2.05,-0.1025,0.1601,0.0433
2.555,0.2664,2.05,0.3319,0.1582,0.0468
2.565,0.2646,2.05,0.2162,0.1569,0.044
2.575,0.2629,2.05,0.077,0.1559,0.0346
2.585,0.2611,2.05,0.0283,0.1542,0.0366
2.595,0.2594,2.05,0.0209,0.1527,0.0334
1.085,0.892,2.44,3.5103,4.4649,2.2433
1.095,0.8849,2.44,0.3288,3.149,0.9582
1.105,0.8779,2.44,-3.6415,2.6126,0.884
1.115,0.871,2.44,-5.6288,2.3116,1.0491
1.125,0.8641,2.44,5.6997,2.0927,1.1263
1.135,0.8572,2.44,-2.2314,1.8477,0.3478
1.145,0.8504,2.44,2.2876,1.779,0.3392
1.155,0.8436,2.44,1.4084,1.6756,0.2545
1.165,0.8369,2.44,-1.3632,1.5841,0.2704
1.175,0.8302,2.44,0.6474,1.4854,0.4797
1.185,0.8236,2.44,0.7696,1.4087,0.1907
1.195,0.8171,2.44,-0.6408,1.3105,0.2636
1.205,0.8105,2.44,0.5412,1.2452,0.2454
1.215,0.8041,2.44,-1.9639,1.1652,0.1838
1.225,0.7977,2.44,-0.0617,1.1238,0.1441
1.235,0.7913,2.44,-2.5752,1.0727,0.3491
1.245,0.785,2.44,-0.1758,1.0498,0.0897
1.255,0.7787,2.44,0.453,1.0082,0.294
1.265,0.7725,2.44,-1.4729,1.001,0.216
1.275,0.7664,2.44,-0.3292,0.9992,0.3273
1.285,0.7602,2.44,-1.5556,0.9975,0.2927
1.295,0.7542,2.44,0.0373,0.9903,0.1181
1.305,0.7482,2.44,0.3547,0.9601,0.2227
1.315,0.7422,2.44,0.5144,0.9436,0.1531
1.325,0.7363,2.44,0.5802,0.9433,0.2067
1.335,0.7304,2.44,-0.2296,0.8898,0.1081
1.345,0.7246,2.44,0.1556,0.8624,0.1646
1.355,0.7189,2.44,1.328,0.8403,0.2506
1.365,0.7131,2.44,2.2903,0.836,0.466
1.375,0.7075,2.44,0.7281,0.8421,0.1012
1.385,0.7019,2.44,0.6771,0.8193,0.1829
1.395,0.6963,2.44,-0.0227,0.8162,0.1696
1.405,0.6908,2.44,0.5301,0.8008,0.1432
1.415,0.6853,2.44,-0.0209,0.7986,0.1152
1.425,0.6799,2.44,-0.4158,0.7823,0.1829
1.435,0.6745,2.44,1.1476,0.7487,0.192
1.445,0.6692,2.44,0.1435,0.7323,0.1852
1.455,0.6639,2.44,0.7529,0.7246,0.1523
1.465,0.6587,2.44,1.3743,0.72,0.2129
1.475,0.6535,2.44,0.2413,0.7249,0.347
1.485,0.6483,2.44,0.5595,0.7297,0.1168
1.495,0.6432,2.44,1.696,0.72,0.4092
1.505,0.6382,2.44,1.6307,0.6871,0.2295
1.515,0.6332,2.44,0.33,0.6372,0.1172
1.525,0.6282,2.44,1.6665,0.5953,0.1619
1.535,0.6233,2.44,1.7974,0.5782,0.2231
1.545,0.6185,2.44,0.7111,0.5685,0.1452
1.555,0.6136,2.44,0.6594,0.5469,0.1301
1.565,0.6089,2.44,-0.1457,0.5419,0.0833
1.575,0.6041,2.44,-0.2792,0.5302,0.1238
1.585,0.5994,2.44,0.3091,0.5108,0.0936
1.595,0.5948,2.44,0.532,0.5019,0.1011
1.605,0.5902,2.44,0.0321,0.4908,0.095
1.615,0.5856,2.44,0.4275,0.4744,0.113
1.625,0.5811,2.44,0.6363,0.4687,0.1265
1.635,0.5766,2.44,-0.1113,0.4656,0.0893
1.645,0.5722,2.44,0.4861,0.4594,0.1304
1.655,0.5678,2.44,0.3758,0.4604,0.0707
1.665,0.5634,2.44,0.7604,0.4508,0.1065
1.675,0.5591,2.44,1.3818,0.4542,0.1614
1.685,0.5549,2.44,0.5791,0.4551,0.139
1.695,0.5506,2.44,0.4992,0.455,0.0783
1.705,0.5464,2.44,0.8439,0.44,0.1676
1.715,0.5423,2.44,0.0226,0.4242,0.0938
1.725,0.5382,2.44,0.8236,0.4079,0.1462
1.735,0.5341,2.44,0.9166,0.3993,0.1147
1.745,0.5301,2.44,0.112,0.3903,0.073
1.755,0.5261,2.44,0.0556,0.3798,0.0696
1.765,0.5221,2.44,0.7042,0.3744,0.1164
1.775,0.5182,2.44,0.5999,0.3665,0.0727
1.785,0.5143,2.44,0.7968,0.3671,0.1134
1.795,0.5104,2.44,0.5195,0.3623,0.1065
1.805,0.5066,2.44,0.2121,0.3639,0.113
1.815,0.5028,2.44,0.4317,0.361,0.063
1.825,0.4991,2.44,0.944,0.3578,0.0932
1.835,0.4954,2.44,0.3565,0.3521,0.0973
1.845,0.4917,2.44,0.3973,0.3488,0.0734
1.855,0.4881,2.44,0.5001,0.3394,0.0755
1.865,0.4845,2.44,0.3999,0.3347,0.0678
1.875,0.4809,2.44,0.7772,0.3292,0.1081
1.885,0.4774,2.44,0.1319,0.3268,0.0673
1.895,0.4738,2.44,0.0451,0.3221,0.0797
1.905,0.4704,2.44,0.5725,0.3163,0.0838
1.915,0.4669,2.44,0.2326,0.3146,0.0958
1.925,0.4635,2.44,0.2297,0.3124,0.0604
1.935,0.4602,2.44,-0.2049,0.3099,0.1062
1.945,0.4568,2.44,0.5317,0.3059,0.0861
1.955,0.4535,2.44,0.4565,0.3023,0.0808
1.965,0.4502,2.44,0.6089,0.3037,0.0664
1.975,0.447,2.44,0.4618,0.2977,0.0633
1.985,0.4438,2.44,0.0417,0.296,0.0514
1.995,0.4406,2.44,0.8222,0.2904,0.1022
2.005,0.4374,2.44,0.5502,0.2889,0.0633
2.015,0.4343,2.44,0.3037,0.2824,0.0689
2.025,0.4312,2.44,0.2419,0.2817,0.0845
2.035,0.4281,2.44,0.3456,0.2764,0.0962
2.045,0.4251,2.44,0.1928,0.2746,0.0497
2.055,0.422,2.44,0.3102,0.2706,0.0837
2.065,0.4191,2.44,0.0509,0.2719,0.0568
2.075,0.4161,2.44,0.3374,0.2685,0.058
2.085,0.4132,2.44,0.1788,0.267,0.0756
2.095,0.4103,2.44,0.0722,0.2675,0.0558
2.105,0.4074,2.44,0.273,0.2638,0.0697
2.115,0.4045,2.44,0.3096,0.2596,0.0635
2.125,0.4017,2.44,-0.1164,0.2589,0.0456
2.135,0.3989,2.44,0.6242,0.2551,0.0791
2.145,0.3961,2.44,0.3887,0.2508,0.0486
2.155,0.3934,2.44,0.0935,0.2465,0.0345
2.165,0.3907,2.44,0.2741,0.2432,0.0532
2.175,0.388,2.44,0.2546,0.2412,0.052
2.185,0.3853,2.44,-0.0184,0.2396,0.0625
2.195,0.3827,2.44,0.1085,0.2409,0.053
2.205,0.38,2.44,0.0801,0.2403,0.0718
2.215,0.3774,2.44,0.4111,0.2377,0.0674
2.225,0.3749,2.44,0.6271,0.2371,0.0889
2.235,0.3723,2.44,0.2195,0.233,0.0501
2.245,0.3698,2.44,0.093,0.2274,0.0445
2.255,0.3673,2.44,-0.1493,0.2226,0.0541
2.265,0.3648,2.44,0.0481,0.218,0.0536
2.275,0.3623,2.44,0.242,0.2133,0.04
2.285,0.3599,2.44,0.2925,0.2067,0.052
2.295,0.3575,2.44,0.4509,0.2061,0.0591
2.305,0.3551,2.44,0.4226,0.2052,0.0725
2.315,0.3527,2.44,0.1922,0.2028,0.0488
2.325,0.3504,2.44,0.0186,0.1983,0.0475
2.335,0.348,2.44,0.3443,0.1998,0.0529
2.345,0.3457,2.44,0.3928,0.1977,0.0655
2.355,0.3435,2.44,0.3001,0.1963,0.0374
2.365,0.3412,2.44,0.0231,0.1941,0.0372
2.375,0.3389,2.44,0.4147,0.1911,0.052
2.385,0.3367,2.44,-0.1214,0.1876,0.0399
2.395,0.3345,2.44,0.3652,0.1856,0.058
2.405,0.3323,2.44,0.4077,0.1812,0.0543
2.415,0.3302,2.44,0.082,0.1806,0.0372
2.425,0.328,2.44,0.1345,0.1786,0.0475
2.435,0.3259,2.44,0.1147,0.1769,0.0339
2.445,0.3238,2.44,-0.0515,0.174,0.0329
2.455,0.3217,2.44,-0.1373,0.1738,0.0323
2.465,0.3196,2.44,0.4256,0.172,0.067
2.475,0.3175,2.44,0.1173,0.1711,0.0295
2.485,0.3155,2.44,0.3354,0.1696,0.0452
2.495,0.3135,2.44,0.3181,0.169,0.0414
2.505,0.3115,2.44,0.1671,0.1666,0.0537
2.515,0.3095,2.44,0.187,0.1652,0.0332
2.525,0.3075,2.44,0.093,0.186,0.0511
2.535,0.3056,2.44,0.2254,0.1856,0.1
2.545,0.3037,2.44,0.453,0.1636,0.0692
2.555,0.3017,2.44,0.3464,0.1625,0.0793
1.085,0.9081,2.92,-1.8681,5.5789,1.3111
1.095,0.902,2.92,-0.2917,3.6785,0.6179
1.105,0.8959,2.92,-1.8836,3.0309,0.7821
1.115,0.8898,2.92,-2.3409,2.6415,0.8953
1.125,0.8838,2.92,1.4659,2.3756,0.546
1.135,0.8778,2.92,-5.8109,2.105,0.8598
1.145,0.8718,2.92,-2.6713,2.1621,0.5218
1.155,0.8659,2.92,-2.903,2.0413,0.5883
1.165,0.86,2.92,4.0001,1.9335,1.0863
1.175,0.8541,2.92,-0.6588,1.7831,0.2559
1.185,0.8482,2.92,-3.6216,1.6778,0.7927
1.195,0.8424,2.92,0.2989,1.5456,0.2314
1.205,0.8366,2.92,-0.1693,1.4766,0.2466
1.215,0.8308,2.92,0.6126,1.3217,0.5512
1.225,0.8251,2.92,-2.3372,1.2426,0.5275
1.235,0.8194,2.92,0.3301,1.2218,0.3394
1.245,0.8138,2.92,0.6164,1.1894,0.1926
1.255,0.8081,2.92,1.3494,1.1458,0.2678
1.265,0.8025,2.92,-1.6145,1.1633,0.272
1.275,0.797,2.92,-0.1023,1.1556,0.1454
1.285,0.7914,2.92,0.6018,1.1634,0.1939
1.295,0.7859,2.92,1.4327,1.1277,0.2458
1.305,0.7805,2.92,-1.0011,1.0987,0.1637
1.315,0.775,2.92,0.18,1.0662,0.279
1.325,0.7697,2.92,-0.7549,1.064,0.2965
1.335,0.7643,2.92,0.7017,1.025,0.1953
1.345,0.759,2.92,-1.0958,1.005,0.1301
1.355,0.7537,2.92,2.2609,0.9677,0.2372
1.365,0.7484,2.92,0.3259,0.9572,0.2884
1.375,0.7432,2.92,-1.0992,0.9636,0.2131
1.385,0.738,2.92,1.8351,0.9241,0.2882
1.395,0.7329,2.92,0.3048,0.8981,0.1913
1.405,0.7278,2.92,1.0952,0.88,0.36
1.415,0.7227,2.92,0.3694,0.8511,0.2331
1.425,0.7176,2.92,0.0495,0.8261,0.108
1.435,0.7126,2.92,0.8457,0.8113,0.1956
1.445,0.7077,2.92,0.8709,0.7681,0.2155
1.455,0.7027,2.92,-1.0617,0.7684,0.1809
1.465,0.6978,2.92,1.49,0.756,0.2017
1.475,0.6929,2.92,-0.1182,0.7703,0.2217
1.485,0.6881,2.92,0.2971,0.7813,0.0958
1.495,0.6833,2.92,0.1414,0.7496,0.1856
1.505,0.6785,2.92,-0.5188,0.7331,0.1445
1.515,0.6738,2.92,0.0764,0.693,0.0713
1.525,0.6691,2.92,1.0761,0.6389,0.1808
1.535,0.6645,2.92,1.0646,0.6261,0.1477
1.545,0.6598,2.92,-0.2693,0.624,0.1251
1.555,0.6553,2.92,0.5443,0.6151,0.13
1.565,0.6507,2.92,1.4011,0.6021,0.2089
1.575,0.6462,2.92,0.7481,0.5892,0.1587
1.585,0.6417,2.92,1.1254,0.5686,0.1662
1.595,0.6372,2.92,-0.9671,0.5631,0.1473
1.605,0.6328,2.92,-0.0588,0.5538,0.075
1.615,0.6284,2.92,0.3242,0.5241,0.0717
1.625,0.6241,2.92,0.112,0.5195,0.089
1.635,0.6198,2.92,0.4167,0.5149,0.0953
1.645,0.6155,2.92,0.7714,0.5118,0.1361
1.655,0.6112,2.92,0.6745,0.5086,0.174
1.665,0.607,2.92,-0.0591,0.5024,0.1164
1.675,0.6028,2.92,0.8896,0.4981,0.1735
1.685,0.5987,2.92,0.7554,0.5028,0.1244
1.695,0.5945,2.92,0.1669,0.4972,0.1923
1.705,0.5905,2.92,0.1326,0.4846,0.0931
1.715,0.5864,2.92,0.4578,0.4655,0.0758
1.725,0.5824,2.92,0.1228,0.4544,0.0823
1.735,0.5784,2.92,0.7226,0.4488,0.1298
1.745,0.5744,2.92,-0.3128,0.4414,0.0748
1.755,0.5705,2.92,0.957,0.4321,0.116
1.765,0.5666,2.92,0.8445,0.4287,0.1303
1.775,0.5627,2.92,0.9534,0.4269,0.1527
1.785,0.5589,2.92,0.557,0.4203,0.0927
1.795,0.5551,2.92,-0.1188,0.4113,0.1232
1.805,0.5513,2.92,0.3928,0.4116,0.0662
1.815,0.5476,2.92,-0.4656,0.4101,0.1051
1.825,0.5439,2.92,-0.0083,0.403,0.1104
1.835,0.5402,2.92,0.224,0.4,0.088
1.845,0.5365,2.92,0.6795,0.3928,0.0994
1.855,0.5329,2.92,0.8322,0.3847,0.1269
1.865,0.5293,2.92,0.2572,0.3765,0.0948
1.875,0.5258,2.92,-0.0462,0.3705,0.0928
1.885,0.5222,2.92,0.0404,0.3634,0.0887
1.895,0.5187,2.92,-0.28,0.3617,0.12
1.905,0.5152,2.92,0.5955,0.3579,0.0976
1.915,0.5118,2.92,0.4182,0.3499,0.0831
1.925,0.5084,2.92,0.2965,0.3502,0.0796
1.935,0.505,2.92,0.1216,0.3472,0.095
1.945,0.5016,2.92,-0.1051,0.3444,0.0626
1.955,0.4983,2.92,-0.1265,0.3351,0.063
1.965,0.495,2.92,0.3742,0.3291,0.0666
1.975,0.4917,2.92,0.3724,0.3242,0.0609
1.985,0.4884,2.92,0.3795,0.3239,0.0712
1.995,0.4852,2.92,-0.2294,0.3136,0.0515
2.005,0.482,2.92,0.6257,0.3113,0.0902
2.015,0.4788,2.92,0.2783,0.3013,0.0734
2.025,0.4757,2.92,0.6659,0.2971,0.1078
2.035,0.4725,2.92,0.2339,0.2921,0.0434
2.045,0.4694,2.92,0.2821,0.2878,0.0611
2.055,0.4664,2.92,-0.254,0.2826,0.0697
2.065,0.4633,2.92,0.4944,0.2797,0.0867
2.075,0.4603,2.92,0.0815,0.2782,0.0429
2.085,0.4573,2.92,0.5014,0.2786,0.0779
2.095,0.4543,2.92,0.3548,0.2759,0.0748
2.105,0.4514,2.92,0.5646,0.2761,0.0718
2.115,0.4484,2.92,0.4834,0.2731,0.0637
2.125,0.4455,2.92,0.4115,0.263,0.1053
2.135,0.4427,2.92,0.236,0.2584,0.0466
2.145,0.4398,2.92,0.0025,0.254,0.0658
2.155,0.437,2.92,0.2218,0.2489,0.0601
2.165,0.4342,2.92,0.267,0.2471,0.0584
2.175,0.4314,2.92,-0.0274,0.248,0.0347
2.185,0.4286,2.92,0.1423,0.2454,0.0569
2.195,0.4259,2.92,0.5403,0.2454,0.1377
2.205,0.4232,2.92,0.5187,0.2446,0.0634
2.215,0.4205,2.92,0.6326,0.2435,0.0875
2.225,0.4178,2.92,0.4025,0.2423,0.068
2.235,0.4152,2.92,-0.3654,0.2361,0.0856
2.245,0.4125,2.92,0.6158,0.2304,0.0911
2.255,0.4099,2.92,0.3487,0.2291,0.0603
2.265,0.4073,2.92,0.5135,0.2228,0.0664
2.275,0.4048,2.92,0.3707,0.2211,0.0518
2.285,0.4022,2.92,0.1218,0.216,0.0537
2.295,0.3997,2.92,0.5389,0.2157,0.079
2.305,0.3972,2.92,0.1679,0.2157,0.0428
2.315,0.3947,2.92,0.355,0.2139,0.0773
2.325,0.3923,2.92,0.1995,0.2104,0.0585
2.335,0.3898,2.92,0.3825,0.2113,0.0871
2.345,0.3874,2.92,0.5288,0.2099,0.061
2.355,0.385,2.92,0.2569,0.2087,0.0723
2.365,0.3826,2.92,0.2696,0.2063,0.0522
2.375,0.3803,2.92,0.2516,0.2055,0.047
2.385,0.3779,2.92,0.0791,0.2055,0.0376
2.395,0.3756,2.92,0.4069,0.2052,0.0544
2.405,0.3733,2.92,0.0412,0.2033,0.0345
2.415,0.371,2.92,0.2284,0.2055,0.0536
2.425,0.3687,2.92,-0.0507,0.2044,0.0288
2.435,0.3665,2.92,0.4347,0.2065,0.072
2.445,0.3643,2.92,0.242,0.2072,0.0658
2.455,0.362,2.92,0.1409,0.2059,0.0721
2.465,0.3598,2.92,-0.0517,0.205,0.0308
2.475,0.3577,2.92,0.119,0.203,0.0563
1.085,0.9217,3.48,-9.7097,7.427,4.4601
1.095,0.9164,3.48,11.3872,4.5275,3.8157
1.105,0.9112,3.48,0.9212,3.6098,0.5063
1.115,0.9059,3.48,4.0573,3.4033,0.8452
1.125,0.9006,3.48,3.8025,3.0671,1.19
1.135,0.8954,3.48,0.8566,2.8869,0.5094
1.145,0.8902,3.48,2.9653,2.985,0.5954
1.155,0.885,3.48,-4.714,2.8256,1.3684
1.165,0.8798,3.48,-1.0349,2.8838,0.631
1.175,0.8746,3.48,-0.1294,2.7266,0.9184
1.185,0.8695,3.48,-1.0623,2.3341,0.354
1.195,0.8643,3.48,-1.8993,2.1775,0.3692
1.205,0.8592,3.48,-0.0706,2.0217,0.4022
1.215,0.8541,3.48,0.7842,1.8241,0.4275
1.225,0.849,3.48,1.516,1.7433,0.4764
1.235,0.8439,3.48,-1.4527,1.6707,0.2144
1.245,0.8389,3.48,-1.2136,1.621,0.7398
1.255,0.8339,3.48,2.3376,1.6992,0.5136
1.265,0.8289,3.48,-2.077,1.6365,0.5443
1.275,0.8239,3.48,2.3137,1.6804,0.4056
1.285,0.8189,3.48,-0.0697,1.5839,0.4188
1.295,0.814,3.48,1.5599,1.6201,0.3398
1.305,0.8091,3.48,-0.4062,1.5583,0.3331
1.315,0.8042,3.48,-1.5179,1.5149,0.3217
1.325,0.7993,3.48,1.8703,1.499,0.6714
1.335,0.7944,3.48,2.0159,1.44,0.4105
1.345,0.7896,3.48,-2.5284,1.406,0.4533
1.355,0.7848,3.48,-1.9638,1.4547,0.4589
1.365,0.78,3.48,2.0587,1.3646,0.262
1.375,0.7752,3.48,-1.6501,1.3058,0.3875
1.385,0.7705,3.48,1.9662,1.2799,0.3076
1.395,0.7658,3.48,-0.3955,1.2472,0.1215
1.405,0.7611,3.48,0.4285,1.1512,0.3138
1.415,0.7564,3.48,0.5147,1.0817,0.2473
1.425,0.7518,3.48,1.0573,1.0244,0.1994
1.435,0.7472,3.48,1.3077,1.0396,0.2006
1.445,0.7426,3.48,1.1186,0.9978,0.1848
1.455,0.738,3.48,-0.1057,0.9728,0.1882
1.465,0.7335,3.48,1.3368,0.9479,0.3696
1.475,0.729,3.48,0.4768,0.9431,0.2726
1.485,0.7245,3.48,0.8566,0.9661,0.2711
1.495,0.72,3.48,0.0247,0.96,0.1318
1.505,0.7156,3.48,0.554,0.9096,0.1163
1.515,0.7111,3.48,0.7587,0.8943,0.1217
1.525,0.7068,3.48,0.1133,0.8329,0.1419
1.535,0.7024,3.48,-0.7019,0.8202,0.1118
1.545,0.6981,3.48,0.6706,0.8362,0.118
1.555,0.6937,3.48,-0.616,0.8301,0.221
1.565,0.6895,3.48,0.1959,0.836,0.2002
1.575,0.6852,3.48,1.577,0.8057,0.2098
1.585,0.681,3.48,-0.6883,0.7868,0.177
1.595,0.6767,3.48,0.577,0.7749,0.1366
1.605,0.6726,3.48,-0.2573,0.7432,0.083
1.615,0.6684,3.48,0.0454,0.699,0.0721
1.625,0.6643,3.48,0.7098,0.6708,0.1069
1.635,0.6602,3.48,0.9862,0.6521,0.1564
1.645,0.6561,3.48,1.0535,0.6501,0.1466
1.655,0.652,3.48,1.25,0.6353,0.2093
1.665,0.648,3.48,0.8262,0.6138,0.1203
1.675,0.644,3.48,0.7289,0.6111,0.1147
1.685,0.64,3.48,1.4614,0.6348,0.2669
1.695,0.636,3.48,0.0533,0.6231,0.0681
1.705,0.6321,3.48,0.3061,0.6123,0.108
1.715,0.6282,3.48,1.4154,0.5848,0.1938
1.725,0.6243,3.48,0.2228,0.57,0.0853
1.735,0.6205,3.48,0.0516,0.5456,0.0515
1.745,0.6167,3.48,-0.2135,0.5491,0.1181
1.755,0.6129,3.48,0.7894,0.5394,0.0988
1.765,0.6091,3.48,0.0782,0.5209,0.0793
1.775,0.6053,3.48,0.4726,0.5165,0.093
1.785,0.6016,3.48,1.1814,0.5119,0.1748
1.795,0.5979,3.48,0.512,0.5052,0.1282
1.805,0.5942,3.48,1.0083,0.516,0.1763
1.815,0.5906,3.48,-0.2961,0.5087,0.1227
1.825,0.587,3.48,0.6113,0.5009,0.1542
1.835,0.5834,3.48,0.6299,0.4924,0.0918
1.845,0.5798,3.48,0.7935,0.4888,0.1036
1.855,0.5762,3.48,0.1133,0.4698,0.1292
