W,x,Q2,A1,dA1(stat),dA1(sys)
2.095,0.1678,0.707,-0.4273,0.2731,0.0514
2.105,0.1661,0.707,-0.0045,0.273,0.0742
2.115,0.1645,0.707,0.3111,0.2703,0.056
2.125,0.1629,0.707,0.6399,0.2708,0.0749
2.135,0.1613,0.707,0.3905,0.2677,0.0617
2.145,0.1597,0.707,-0.2324,0.2692,0.0362
2.155,0.1582,0.707,-0.0429,0.2658,0.0332
2.165,0.1567,0.707,0.0229,0.2618,0.0217
2.175,0.1552,0.707,-0.1646,0.2554,0.0373
2.185,0.1537,0.707,-0.0783,0.254,0.0436
2.195,0.1523,0.707,0.2314,0.2531,0.0358
2.205,0.1508,0.707,0.0606,0.2517,0.0298
2.215,0.1494,0.707,-0.1055,0.2518,0.0256
2.225,0.148,0.707,0.0212,0.2481,0.044
2.235,0.1467,0.707,0.301,0.2459,0.0622
2.245,0.1453,0.707,0.0571,0.2462,0.0232
2.255,0.144,0.707,0.086,0.2451,0.0266
2.265,0.1427,0.707,0.0501,0.2405,0.0205
2.275,0.1414,0.707,-0.0497,0.2395,0.0221
2.285,0.1401,0.707,-0.2184,0.2362,0.0517
2.295,0.1388,0.707,0.2284,0.2386,0.0355
2.305,0.1376,0.707,-0.0543,0.2442,0.0384
2.315,0.1364,0.707,0.0755,0.2528,0.0213
2.325,0.1352,0.707,0.1662,0.2559,0.0288
2.335,0.134,0.707,-0.3209,0.2557,0.0395
2.345,0.1328,0.707,-0.0964,0.2533,0.055
2.355,0.1316,0.707,0.0367,0.2504,0.018
2.365,0.1305,0.707,0.2988,0.2453,0.0512
2.375,0.1293,0.707,0.2719,0.2438,0.0477
2.385,0.1282,0.707,0.2359,0.2418,0.033
2.395,0.1271,0.707,-0.0707,0.2386,0.0284
2.405,0.126,0.707,0.0042,0.2372,0.0237
2.415,0.125,0.707,0.268,0.236,0.0413
2.425,0.1239,0.707,0.3896,0.2341,0.0512
2.435,0.1229,0.707,0.0946,0.2336,0.0203
2.445,0.1218,0.707,-0.1635,0.2361,0.0276
2.455,0.1208,0.707,-0.1273,0.2372,0.0362
2.465,0.1198,0.707,-0.2489,0.2386,0.0326
2.475,0.1188,0.707,0.2619,0.2356,0.0469
2.485,0.1178,0.707,-0.3074,0.2361,0.0479
2.495,0.1169,0.707,-0.3104,0.2351,0.0599
2.505,0.1159,0.707,-0.301,0.2341,0.0379
2.515,0.1149,0.707,0.0317,0.2329,0.0213
2.525,0.114,0.707,0.4021,0.2279,0.05
2.535,0.1131,0.707,0.2912,0.2249,0.0426
2.545,0.1122,0.707,0.0484,0.2252,0.0197
2.555,0.1113,0.707,0.2429,0.2214,0.0326
2.565,0.1104,0.707,0.203,0.221,0.0275
2.575,0.1095,0.707,-0.1031,0.2215,0.016
2.585,0.1086,0.707,-0.4552,0.2175,0.0525
2.595,0.1078,0.707,-0.0019,0.2176,0.0135
2.605,0.1069,0.707,0.0847,0.2181,0.0178
2.615,0.1061,0.707,0.0141,0.2168,0.0152
2.625,0.1053,0.707,-0.1543,0.2199,0.0224
2.635,0.1045,0.707,-0.4141,0.2221,0.0485
2.645,0.1036,0.707,-0.1148,0.2222,0.0168
2.655,0.1028,0.707,-0.2792,0.2245,0.0405
2.665,0.1021,0.707,-0.0995,0.2234,0.0176
2.675,0.1013,0.707,-0.382,0.2225,0.0428
2.685,0.1005,0.707,0.124,0.2241,0.0233
2.695,0.0997,0.707,0.0105,0.2199,0.0327
2.705,0.099,0.707,0.2814,0.214,0.0376
2.715,0.0982,0.707,0.6051,0.2148,0.0692
2.725,0.0975,0.707,-0.0321,0.213,0.0312
2.735,0.0968,0.707,-0.2965,0.2124,0.04
2.745,0.0961,0.707,0.1342,0.2142,0.0308
2.755,0.0953,0.707,-0.1311,0.2148,0.0283
2.765,0.0946,0.707,0.3928,0.2132,0.0492
2.775,0.0939,0.707,0.0385,0.2106,0.0182
2.785,0.0933,0.707,-0.0529,0.2074,0.0197
2.795,0.0926,0.707,0.0844,0.2053,0.0296
1.085,0.7407,0.844,2.439,3.7714,1.0068
1.095,0.7268,0.844,2.0627,2.9634,0.6062
1.105,0.7133,0.844,0.7451,2.5201,0.4834
1.115,0.7001,0.844,0.9319,2.2077,0.6366
1.125,0.6874,0.844,-2.6833,1.9643,0.6324
1.135,0.6749,0.844,-0.3707,1.7752,0.1953
1.145,0.6628,0.844,0.7586,1.586,0.1945
1.155,0.6511,0.844,0.8602,1.4186,0.1995
1.165,0.6396,0.844,-1.7954,1.2945,0.2787
1.175,0.6285,0.844,2.7561,1.1752,0.4909
1.185,0.6176,0.844,0.6654,1.0856,0.1701
1.195,0.6071,0.844,0.4376,1.0101,0.1185
1.205,0.5968,0.844,-1.839,0.9344,0.2725
1.215,0.5867,0.844,-1.0969,0.8857,0.1748
1.225,0.5769,0.844,0.0743,0.8556,0.0911
1.235,0.5674,0.844,0.5352,0.8442,0.1194
1.245,0.5581,0.844,-0.5881,0.8281,0.1087
1.255,0.549,0.844,1.2381,0.8179,0.1988
1.265,0.5402,0.844,-1.3179,0.8206,0.2158
1.275,0.5315,0.844,0.8817,0.8209,0.1617
1.285,0.5231,0.844,1.4109,0.8248,0.2188
1.295,0.5149,0.844,-0.9192,0.8211,0.1666
1.305,0.5068,0.844,-0.2679,0.822,0.1384
1.315,0.499,0.844,-0.52,0.8333,0.0984
1.325,0.4913,0.844,-0.4761,0.8285,0.1789
1.335,0.4838,0.844,0.0887,0.832,0.0624
1.345,0.4765,0.844,1.0528,0.8319,0.1428
1.355,0.4693,0.844,-1.2629,0.8196,0.1713
1.365,0.4623,0.844,0.3035,0.819,0.0816
1.375,0.4555,0.844,0.0538,0.8026,0.0663
1.385,0.4488,0.844,0.6535,0.7902,0.1101
1.395,0.4423,0.844,0.1179,0.7739,0.0716
1.405,0.4359,0.844,0.3673,0.7502,0.1749
1.415,0.4296,0.844,2.0755,0.7308,0.2582
1.425,0.4235,0.844,1.4114,0.7134,0.1769
1.435,0.4175,0.844,0.4413,0.6941,0.083
1.445,0.4116,0.844,-0.5603,0.6822,0.1132
1.455,0.4059,0.844,1.1243,0.6555,0.1606
1.465,0.4003,0.844,-0.0977,0.6442,0.0589
1.475,0.3948,0.844,0.8904,0.644,0.145
1.485,0.3894,0.844,1.0125,0.6399,0.2072
1.495,0.3841,0.844,-0.6435,0.6175,0.1177
1.505,0.3789,0.844,-0.3842,0.5765,0.0868
1.515,0.3739,0.844,-0.3222,0.5403,0.0805
1.525,0.3689,0.844,0.4032,0.5303,0.0717
1.535,0.364,0.844,0.9858,0.5205,0.1587
1.545,0.3593,0.844,0.6029,0.5129,0.1016
1.555,0.3546,0.844,0.5086,0.5103,0.0865
1.565,0.35,0.844,0.4514,0.5072,0.0933
1.575,0.3455,0.844,-0.1091,0.5055,0.058
1.585,0.3411,0.844,0.4801,0.5023,0.0866
1.595,0.3368,0.844,1.5548,0.4896,0.1807
1.605,0.3325,0.844,-0.859,0.4839,0.102
1.615,0.3283,0.844,-0.239,0.4775,0.0626
1.625,0.3243,0.844,0.1531,0.4745,0.0575
1.635,0.3202,0.844,0.7979,0.4653,0.1046
1.645,0.3163,0.844,-0.5748,0.4598,0.076
1.655,0.3124,0.844,-0.0103,0.453,0.0444
1.665,0.3086,0.844,0.4425,0.4542,0.0909
1.675,0.3049,0.844,-0.2225,0.4551,0.0477
1.685,0.3013,0.844,0.771,0.4455,0.1128
1.695,0.2977,0.844,-0.4852,0.4377,0.1055
1.705,0.2941,0.844,0.2046,0.4248,0.0712
1.715,0.2907,0.844,0.0928,0.4133,0.0436
1.725,0.2873,0.844,0.3792,0.4088,0.0694
1.735,0.2839,0.844,0.3057,0.4042,0.0726
1.745,0.2807,0.844,0.0406,0.4039,0.0454
1.755,0.2774,0.844,-0.1365,0.4066,0.045
1.765,0.2742,0.844,0.2034,0.4024,0.0593
1.775,0.2711,0.844,0.0153,0.4032,0.0361
1.785,0.2681,0.844,0.1471,0.4055,0.0763
1.795,0.2651,0.844,0.4724,0.4019,0.142
1.805,0.2621,0.844,-0.1005,0.3969,0.0532
1.815,0.2592,0.844,0.5188,0.3913,0.0743
1.825,0.2563,0.844,0.1759,0.3829,0.0422
1.835,0.2535,0.844,0.4063,0.376,0.0643
1.845,0.2507,0.844,-0.2832,0.3741,0.0524
1.855,0.248,0.844,-0.1203,0.3686,0.0474
1.865,0.2453,0.844,0.2532,0.3658,0.0571
1.875,0.2427,0.844,-0.4013,0.3619,0.054
1.885,0.2401,0.844,-0.0195,0.3604,0.0556
1.895,0.2375,0.844,-0.3074,0.3555,0.0742
1.905,0.235,0.844,-0.1492,0.3557,0.0433
1.915,0.2325,0.844,-0.181,0.3504,0.0318
1.925,0.2301,0.844,0.2362,0.3466,0.0443
1.935,0.2277,0.844,-0.2144,0.3376,0.0342
1.945,0.2253,0.844,-0.3477,0.3368,0.0431
1.955,0.223,0.844,-0.4525,0.3296,0.0738
1.965,0.2207,0.844,0.4054,0.3269,0.0784
1.975,0.2185,0.844,-0.354,0.3234,0.0439
1.985,0.2163,0.844,-0.0635,0.3196,0.0248
1.995,0.2141,0.844,-0.1615,0.3155,0.0656
2.005,0.2119,0.844,-0.0693,0.3137,0.0443
2.015,0.2098,0.844,0.5024,0.3079,0.0626
2.025,0.2077,0.844,0.1453,0.3071,0.0629
2.035,0.2057,0.844,-0.0152,0.304,0.0245
2.045,0.2037,0.844,-0.3579,0.3004,0.0449
2.055,0.2017,0.844,-0.3029,0.2968,0.0436
2.065,0.1997,0.844,-0.5658,0.2965,0.0667
2.075,0.1978,0.844,0.1507,0.2977,0.0317
2.085,0.1958,0.844,-0.0431,0.298,0.0359
2.095,0.194,0.844,-0.0324,0.294,0.0278
2.105,0.1921,0.844,0.0568,0.2924,0.0658
2.115,0.1903,0.844,0.172,0.2906,0.046
2.125,0.1885,0.844,-0.208,0.2909,0.0512
2.135,0.1867,0.844,0.7082,0.2861,0.0992
2.145,0.185,0.844,0.0044,0.2831,0.0306
2.155,0.1832,0.844,0.0831,0.2767,0.0372
2.165,0.1815,0.844,0.2733,0.2787,0.0458
2.175,0.1798,0.844,0.1695,0.2806,0.0509
2.185,0.1782,0.844,0.4154,0.2764,0.0599
2.195,0.1766,0.844,0.3769,0.2745,0.0581
2.205,0.1749,0.844,0.2432,0.2702,0.0388
2.215,0.1734,0.844,-0.2432,0.2682,0.0335
2.225,0.1718,0.844,-0.49,0.2691,0.0647
2.235,0.1702,0.844,0.1317,0.2652,0.0281
2.245,0.1687,0.844,0.1803,0.263,0.0546
2.255,0.1672,0.844,0.3038,0.2614,0.0722
2.265,0.1657,0.844,-0.2521,0.2609,0.0364
2.275,0.1643,0.844,0.3392,0.2706,0.0555
2.285,0.1628,0.844,0.2581,0.2739,0.0476
2.295,0.1614,0.844,0.2345,0.276,0.0704
2.305,0.16,0.844,0.2312,0.275,0.0386
2.315,0.1586,0.844,-0.0946,0.2721,0.0345
2.325,0.1572,0.844,-0.098,0.2714,0.037
2.335,0.1559,0.844,-0.1365,0.271,0.026
2.345,0.1545,0.844,-0.0485,0.2679,0.0277
2.355,0.1532,0.844,-0.4486,0.2653,0.0529
2.365,0.1519,0.844,0.094,0.2691,0.0223
2.375,0.1506,0.844,-0.4281,0.2663,0.0492
2.385,0.1494,0.844,-0.4915,0.2637,0.0617
2.395,0.1481,0.844,-0.0533,0.2617,0.0221
2.405,0.1469,0.844,-0.051,0.2579,0.0172
2.415,0.1457,0.844,0.3252,0.2591,0.0467
2.425,0.1444,0.844,-0.1435,0.258,0.0239
2.435,0.1433,0.844,-0.0411,0.2545,0.0382
2.445,0.1421,0.844,0.1312,0.254,0.026
2.455,0.1409,0.844,0.0948,0.2544,0.0207
2.465,0.1398,0.844,-0.0976,0.2547,0.0362
2.475,0.1386,0.844,0.1959,0.2539,0.0289
2.485,0.1375,0.844,0.3428,0.25,0.0414
2.495,0.1364,0.844,-0.1292,0.2493,0.0324
2.505,0.1353,0.844,0.2145,0.2467,0.0311
2.515,0.1342,0.844,-0.1526,0.2456,0.0355
2.525,0.1332,0.844,0.7321,0.2421,0.0979
2.535,0.1321,0.844,-0.1477,0.2407,0.0218
2.545,0.1311,0.844,0.2671,0.2437,0.0377
2.555,0.13,0.844,-0.3574,0.2466,0.0508
2.565,0.129,0.844,-0.1694,0.2457,0.0296
2.575,0.128,0.844,0.0582,0.249,0.0275
2.585,0.127,0.844,-0.3242,0.2511,0.0397
2.595,0.126,0.844,0.0954,0.2512,0.0506
2.605,0.1251,0.844,-0.2385,0.2505,0.0339
2.615,0.1241,0.844,0.1219,0.2492,0.021
2.625,0.1232,0.844,0.1357,0.2446,0.0389
2.635,0.1222,0.844,0.2227,0.2411,0.0297
2.645,0.1213,0.844,0.1332,0.2359,0.0298
2.655,0.1204,0.844,-0.0188,0.2286,0.013
2.665,0.1195,0.844,-0.5012,0.2265,0.0614
2.675,0.1186,0.844,0.0279,0.225,0.0145
2.685,0.1177,0.844,-0.1134,0.2205,0.0277
2.695,0.1168,0.844,0.0374,0.2201,0.0242
2.705,0.1159,0.844,-0.2707,0.2182,0.0389
2.715,0.1151,0.844,0.1078,0.2171,0.0198
2.725,0.1142,0.844,0.2612,0.2208,0.0349
2.735,0.1134,0.844,0.1455,0.2198,0.0246
2.745,0.1126,0.844,-0.1647,0.2187,0.021
2.755,0.1118,0.844,-0.0176,0.2189,0.0129
2.765,0.1109,0.844,0.0296,0.2173,0.0158
2.775,0.1101,0.844,0.3348,0.2188,0.0439
2.785,0.1093,0.844,-0.1419,0.2174,0.0315
2.795,0.1086,0.844,-0.1443,0.2192,0.0302
1.085,0.7736,1.01,1.0454,4.2111,0.4709
1.095,0.7609,1.01,-1.6871,3.3763,1.1101
1.105,0.7485,1.01,-2.4518,2.8944,0.799
1.115,0.7364,1.01,-0.038,2.4906,0.5902
1.125,0.7246,1.01,-2.566,2.189,0.4819
1.135,0.713,1.01,1.0854,1.9339,0.2793
1.145,0.7017,1.01,1.7908,1.7129,0.3346
1.155,0.6907,1.01,-0.6543,1.5382,0.1602
1.165,0.6799,1.01,0.1172,1.401,0.0963
1.175,0.6694,1.01,-1.8678,1.2823,0.2597
1.185,0.6591,1.01,0.8156,1.1946,0.1524
1.195,0.649,1.01,-1.3498,1.1028,0.1825
1.205,0.6391,1.01,-0.9265,1.0444,0.1321
1.215,0.6295,1.01,-0.6431,0.9948,0.1003
1.225,0.62,1.01,-0.449,0.9564,0.1007
1.235,0.6108,1.01,-0.812,0.9359,0.1545
1.245,0.6018,1.01,-0.4049,0.917,0.0713
1.255,0.593,1.01,-0.1052,0.917,0.0926
1.265,0.5843,1.01,0.2397,0.9143,0.0684
1.275,0.5759,1.01,0.1313,0.9032,0.0596
1.285,0.5676,1.01,-0.3177,0.9146,0.0765
1.295,0.5595,1.01,0.3625,0.9185,0.0756
1.305,0.5515,1.01,1.0904,0.912,0.171
1.315,0.5437,1.01,0.66,0.9198,0.1908
1.325,0.5361,1.01,-0.1544,0.9181,0.0667
1.335,0.5287,1.01,-0.507,0.9224,0.1093
1.345,0.5213,1.01,-2.008,0.937,0.267
1.355,0.5142,1.01,0.7814,0.9282,0.1669
1.365,0.5072,1.01,-0.4516,0.9097,0.1138
1.375,0.5003,1.01,1.0113,0.9054,0.3046
1.385,0.4935,1.01,1.4292,0.8805,0.181
1.395,0.4869,1.01,0.6003,0.8658,0.1063
1.405,0.4804,1.01,0.3467,0.8322,0.1434
1.415,0.4741,1.01,-0.8279,0.8135,0.1168
1.425,0.4678,1.01,-0.8271,0.7827,0.1217
1.435,0.4617,1.01,-0.0199,0.7652,0.0795
1.445,0.4557,1.01,2.5129,0.7371,0.356
1.455,0.4498,1.01,-0.0224,0.7176,0.0655
1.465,0.4441,1.01,-0.6691,0.7094,0.1342
1.475,0.4384,1.01,-0.1747,0.716,0.0648
1.485,0.4328,1.01,1.304,0.7118,0.2231
1.495,0.4274,1.01,-0.6772,0.6957,0.1435
1.505,0.422,1.01,0.5759,0.6495,0.0961
1.515,0.4168,1.01,0.4562,0.6152,0.0928
1.525,0.4116,1.01,-0.8505,0.5923,0.1216
1.535,0.4065,1.01,-0.099,0.5806,0.0605
1.545,0.4015,1.01,0.9564,0.5718,0.1258
1.555,0.3967,1.01,0.5585,0.5678,0.112
1.565,0.3919,1.01,1.0137,0.5648,0.1345
1.575,0.3871,1.01,-0.1295,0.552,0.0538
1.585,0.3825,1.01,-0.2122,0.5497,0.0756
1.595,0.378,1.01,0.3346,0.5441,0.0669
1.605,0.3735,1.01,-0.7574,0.532,0.1315
1.615,0.3691,1.01,0.0446,0.5232,0.0761
1.625,0.3648,1.01,0.107,0.5194,0.0561
1.635,0.3605,1.01,-0.4585,0.511,0.1191
1.645,0.3563,1.01,0.1688,0.5066,0.0525
1.655,0.3522,1.01,-0.1743,0.4994,0.0596
1.665,0.3482,1.01,0.1628,0.4936,0.0533
1.675,0.3443,1.01,-0.1763,0.4911,0.0641
1.685,0.3404,1.01,0.8818,0.4943,0.1256
1.695,0.3365,1.01,0.4816,0.4818,0.0908
1.705,0.3328,1.01,0.1198,0.4683,0.0554
1.715,0.329,1.01,1.2278,0.4597,0.1784
1.725,0.3254,1.01,0.5117,0.4487,0.0788
1.735,0.3218,1.01,0.7445,0.4438,0.105
1.745,0.3183,1.01,0.6872,0.4412,0.0957
1.755,0.3148,1.01,0.7014,0.4354,0.0963
1.765,0.3114,1.01,-0.1842,0.43,0.0776
1.775,0.308,1.01,0.3371,0.4279,0.0604
1.785,0.3047,1.01,-0.0318,0.4176,0.0538
1.795,0.3015,1.01,0.1585,0.4159,0.0477
1.805,0.2983,1.01,0.2264,0.4119,0.0822
1.815,0.2951,1.01,0.5287,0.4107,0.0869
1.825,0.292,1.01,0.2884,0.4051,0.0519
1.835,0.2889,1.01,0.1108,0.4013,0.0729
1.845,0.2859,1.01,0.5574,0.3942,0.0966
1.855,0.283,1.01,0.0196,0.3949,0.0332
1.865,0.2801,1.01,0.3512,0.3879,0.0586
1.875,0.2772,1.01,-0.6256,0.3876,0.0809
1.885,0.2743,1.01,1.0751,0.3832,0.1334
1.895,0.2716,1.01,0.1607,0.3795,0.0734
1.905,0.2688,1.01,0.8744,0.3797,0.1148
1.915,0.2661,1.01,0.43,0.3741,0.1253
1.925,0.2634,1.01,0.765,0.3671,0.1062
1.935,0.2608,1.01,-0.0502,0.3683,0.0331
1.945,0.2582,1.01,0.3484,0.359,0.054
1.955,0.2557,1.01,-0.2777,0.3527,0.0367
1.965,0.2532,1.01,0.1682,0.3458,0.0374
1.975,0.2507,1.01,-0.3935,0.3422,0.0477
1.985,0.2482,1.01,-0.3362,0.3433,0.0479
1.995,0.2458,1.01,0.0208,0.3411,0.0302
2.005,0.2435,1.01,-0.6569,0.3425,0.0753
2.015,0.2411,1.01,0.5742,0.3411,0.099
2.025,0.2388,1.01,0.6717,0.341,0.088
2.035,0.2366,1.01,-0.1064,0.3435,0.031
2.045,0.2343,1.01,0.4415,0.3396,0.0807
2.055,0.2321,1.01,0.0232,0.3343,0.0265
2.065,0.2299,1.01,-0.1236,0.3302,0.0436
2.075,0.2278,1.01,0.4957,0.3242,0.067
2.085,0.2257,1.01,0.3552,0.3193,0.0563
2.095,0.2236,1.01,0.509,0.3166,0.0776
2.105,0.2215,1.01,-0.4505,0.3155,0.0529
2.115,0.2195,1.01,0.5397,0.3134,0.1002
2.125,0.2175,1.01,0.3619,0.3127,0.0629
2.135,0.2155,1.01,-0.0303,0.3067,0.0787
2.145,0.2136,1.01,0.2481,0.306,0.0377
2.155,0.2116,1.01,0.4719,0.3029,0.0592
2.165,0.2097,1.01,0.4568,0.2978,0.0695
2.175,0.2079,1.01,0.0257,0.294,0.0266
2.185,0.206,1.01,0.3282,0.2932,0.0638
2.195,0.2042,1.01,-0.0468,0.2914,0.0274
2.205,0.2024,1.01,-0.0753,0.2909,0.0615
2.215,0.2006,1.01,-0.4998,0.2891,0.0661
2.225,0.1989,1.01,0.1033,0.2916,0.0262
2.235,0.1971,1.01,0.2559,0.2995,0.0703
2.245,0.1954,1.01,0.1265,0.3048,0.0357
2.255,0.1937,1.01,0.5894,0.3084,0.0753
2.265,0.1921,1.01,-0.0731,0.3086,0.022
2.275,0.1904,1.01,0.0206,0.3086,0.0227
2.285,0.1888,1.01,-0.156,0.3048,0.0519
2.295,0.1872,1.01,-0.1941,0.2978,0.0409
2.305,0.1856,1.01,-0.321,0.2931,0.0475
2.315,0.1841,1.01,-0.1211,0.2928,0.0234
2.325,0.1825,1.01,-0.1766,0.2935,0.0255
2.335,0.181,1.01,-0.2213,0.2918,0.0478
2.345,0.1795,1.01,0.2573,0.2907,0.0448
2.355,0.178,1.01,0.0807,0.2927,0.0408
2.365,0.1765,1.01,-0.2574,0.2885,0.039
2.375,0.1751,1.01,0.2776,0.2866,0.0382
2.385,0.1736,1.01,0.5275,0.2857,0.08
2.395,0.1722,1.01,-0.1434,0.288,0.0303
2.405,0.1708,1.01,0.1176,0.2863,0.0426
2.415,0.1694,1.01,0.5815,0.2831,0.072
2.425,0.1681,1.01,0.1735,0.2795,0.0314
2.435,0.1667,1.01,-0.5416,0.2792,0.0624
2.445,0.1654,1.01,0.4349,0.2794,0.0536
2.455,0.1641,1.01,0.3452,0.2797,0.0443
2.465,0.1628,1.01,0.0102,0.2697,0.0359
2.475,0.1615,1.01,-0.2813,0.2717,0.0399
2.485,0.1602,1.01,0.0976,0.267,0.0468
2.495,0.159,1.01,0.4783,0.2629,0.0802
2.505,0.1577,1.01,0.1825,0.2636,0.0284
2.515,0.1565,1.01,0.1065,0.2605,0.0722
2.525,0.1553,1.01,0.1633,0.2627,0.0444
2.535,0.1541,1.01,0.6639,0.2628,0.0788
2.545,0.1529,1.01,0.0863,0.2535,0.0326
2.555,0.1517,1.01,0.2738,0.256,0.0413
2.565,0.1506,1.01,0.2837,0.2567,0.0541
2.575,0.1494,1.01,0.0301,0.2512,0.0194
2.585,0.1483,1.01,-0.1927,0.2507,0.0237
2.595,0.1472,1.01,-0.0169,0.2434,0.0141
2.605,0.1461,1.01,-0.0168,0.2401,0.0332
